date,altman_z_score
"Dec. 31, 2019",0.9927
"Sept. 30, 2019",1.022
"June 30, 2019",0.9872
"March 31, 2019",0.958
"Dec. 31, 2018",0.9028
"Sept. 30, 2018",1.070
"June 30, 2018",1.126
"March 31, 2018",1.042
"Dec. 31, 2017",1.046
"Sept. 30, 2017",1.049
"June 30, 2017",0.9828
"March 31, 2017",1.038
"Dec. 31, 2016",1.019
"Sept. 30, 2016",1.042
"June 30, 2016",1.068
"March 31, 2016",1.062
"Dec. 31, 2015",0.9808
"Sept. 30, 2015",0.9869
"June 30, 2015",1.014
"March 31, 2015",1.050
"Dec. 31, 2014",1.058
"Sept. 30, 2014",1.096
"June 30, 2014",1.149
"March 31, 2014",1.019
"Dec. 31, 2013",0.9652
"Sept. 30, 2013",0.8795
"June 30, 2013",0.8969
"March 31, 2013",0.9138
"Dec. 31, 2012",0.8556
"Sept. 30, 2012",0.975
"June 30, 2012",0.9752
"March 31, 2012",0.9685
"Dec. 31, 2011",0.9716
"Sept. 30, 2011",0.9944
"June 30, 2011",1.074
"March 31, 2011",1.050
"Dec. 31, 2010",0.9682
"Sept. 30, 2010",0.9705
"June 30, 2010",0.9489
"March 31, 2010",0.9312
"Dec. 31, 2009",0.9645
"Sept. 30, 2009",0.9553
"June 30, 2009",0.9087
"March 31, 2009",0.8735
"Dec. 31, 2008",0.9036
"Sept. 30, 2008",0.9827
"June 30, 2008",0.936
"March 31, 2008",0.8761
"Dec. 31, 2007",0.8125
"Sept. 30, 2007",0.8883
"June 30, 2007",0.9141
"March 31, 2007",0.8851
"Dec. 31, 2006",0.8893
"Sept. 30, 2006",0.1463
"June 30, 2006",0.3338
"March 31, 2006",0.2952
"Dec. 31, 2005",0.1949
"Sept. 30, 2005",0.6085
"June 30, 2005",0.6523
"March 31, 2005",0.6113
"Dec. 31, 2004",0.6835
"Sept. 30, 2004",0.6609
"June 30, 2004",0.678
"March 31, 2004",0.7215
"Dec. 31, 2003",0.7079
"Sept. 30, 2003",0.7401
"June 30, 2003",0.7085
"March 31, 2003",0.801
"Dec. 31, 2002",0.7475
"Sept. 30, 2002",0.8125
"June 30, 2002",0.8601
"March 31, 2002",1.125
"Dec. 31, 2001",1.447
"Sept. 30, 2001",0.4079
"June 30, 2001",0.904
"March 31, 2001",0.3146
"Dec. 31, 2000",0.2773
"Sept. 30, 2000",-2.004
"June 30, 2000",-0.0016
"March 31, 2000",1.526
"Dec. 31, 1999",1.336
"Sept. 30, 1999",6.705
"June 30, 1999",2.976
"March 31, 1999",2.303
"Dec. 31, 1998",2.295
"Sept. 30, 1998",2.447
"June 30, 1998",1.975
"March 31, 1998",1.522
"Dec. 31, 1997",1.520
"Sept. 30, 1997",1.445
"June 30, 1997",1.492
"March 31, 1997",1.355
"Dec. 31, 1996",1.305
"Sept. 30, 1996",1.369
"June 30, 1996",1.318
"March 31, 1996",1.348
"Dec. 31, 1995",1.286
"Sept. 30, 1995",1.250
"June 30, 1995",1.231
"March 31, 1995",1.181
"Dec. 31, 1994",1.126
"Sept. 30, 1994",1.422
"June 30, 1994",1.604
"March 31, 1994",1.857
