date,price_target_upside
"March 19, 2020",-1.10%
"March 18, 2020",-10.31%
"March 17, 2020",-11.09%
"March 16, 2020",5.99%
"March 13, 2020",2.22%
"March 12, 2020",8.64%
"March 11, 2020",-4.19%
"March 10, 2020",-8.77%
"March 9, 2020",-8.89%
"March 6, 2020",-12.53%
"March 5, 2020",-10.47%
"March 4, 2020",-11.39%
"March 3, 2020",-6.75%
"March 2, 2020",-7.30%
"Feb. 28, 2020",-2.44%
"Feb. 27, 2020",-5.29%
"Feb. 26, 2020",-12.31%
"Feb. 25, 2020",-11.52%
"Feb. 24, 2020",-13.97%
"Feb. 21, 2020",-15.22%
"Feb. 20, 2020",-15.83%
"Feb. 19, 2020",-16.87%
"Feb. 18, 2020",-16.73%
"Feb. 14, 2020",-16.55%
"Feb. 13, 2020",-15.99%
"Feb. 12, 2020",-15.22%
"Feb. 11, 2020",-15.20%
"Feb. 10, 2020",-15.53%
"Feb. 7, 2020",-15.18%
"Feb. 6, 2020",-15.38%
"Feb. 5, 2020",-15.15%
"Feb. 4, 2020",-14.50%
"Feb. 3, 2020",-15.09%
"Jan. 31, 2020",-14.65%
"Jan. 30, 2020",-14.38%
"Jan. 29, 2020",-13.82%
"Jan. 28, 2020",-13.18%
"Jan. 27, 2020",-12.55%
"Jan. 24, 2020",-12.50%
"Jan. 23, 2020",-12.97%
"Jan. 22, 2020",-12.57%
"Jan. 21, 2020",-12.52%
"Jan. 17, 2020",-11.97%
"Jan. 16, 2020",-11.15%
"Jan. 15, 2020",-10.87%
"Jan. 14, 2020",-10.01%
"Jan. 13, 2020",-10.12%
"Jan. 10, 2020",-9.36%
"Jan. 9, 2020",-8.72%
"Jan. 8, 2020",-8.63%
"Jan. 7, 2020",-9.61%
"Jan. 6, 2020",-9.00%
"Jan. 3, 2020",-8.92%
"Jan. 2, 2020",-8.57%
"Dec. 31, 2019",-9.75%
"Dec. 30, 2019",-9.39%
"Dec. 27, 2019",-9.15%
"Dec. 26, 2019",-9.03%
"Dec. 24, 2019",-9.07%
"Dec. 23, 2019",-9.07%
"Dec. 20, 2019",-10.33%
"Dec. 19, 2019",-11.55%
"Dec. 18, 2019",-11.81%
"Dec. 17, 2019",-11.43%
"Dec. 16, 2019",-10.70%
"Dec. 13, 2019",-9.00%
"Dec. 12, 2019",-8.73%
"Dec. 11, 2019",-9.03%
"Dec. 10, 2019",-8.07%
"Dec. 9, 2019",-7.72%
"Dec. 6, 2019",-8.32%
"Dec. 5, 2019",-8.13%
"Dec. 4, 2019",-8.11%
"Dec. 3, 2019",-7.32%
"Dec. 2, 2019",-7.13%
"Nov. 29, 2019",-8.21%
"Nov. 27, 2019",-8.19%
"Nov. 26, 2019",-7.48%
"Nov. 25, 2019",-7.26%
"Nov. 22, 2019",-6.49%
"Nov. 21, 2019",-6.97%
"Nov. 20, 2019",-7.50%
"Nov. 19, 2019",-7.72%
"Nov. 18, 2019",-7.72%
"Nov. 15, 2019",-7.58%
"Nov. 14, 2019",-7.68%
"Nov. 13, 2019",-7.70%
"Nov. 12, 2019",-6.24%
"Nov. 11, 2019",-6.14%
"Nov. 8, 2019",-7.19%
"Nov. 7, 2019",-6.64%
"Nov. 6, 2019",-7.94%
"Nov. 5, 2019",-8.19%
"Nov. 4, 2019",-8.82%
"Nov. 1, 2019",-9.86%
"Oct. 31, 2019",-9.22%
"Oct. 30, 2019",-9.97%
"Oct. 29, 2019",-9.19%
"Oct. 28, 2019",-8.50%
"Oct. 25, 2019",-8.73%
"Oct. 24, 2019",-8.88%
"Oct. 23, 2019",-9.26%
"Oct. 22, 2019",-8.82%
"Oct. 21, 2019",-9.41%
"Oct. 18, 2019",-10.83%
"Oct. 17, 2019",-10.00%
"Oct. 16, 2019",-8.80%
"Oct. 15, 2019",-7.63%
"Oct. 14, 2019",-9.02%
"Oct. 11, 2019",-9.90%
"Oct. 10, 2019",-9.54%
"Oct. 9, 2019",-9.28%
"Oct. 8, 2019",-9.45%
"Oct. 7, 2019",-10.05%
"Oct. 4, 2019",-10.45%
"Oct. 3, 2019",-8.27%
"Oct. 2, 2019",-8.88%
"Oct. 1, 2019",-12.29%
"Sept. 30, 2019",-12.06%
"Sept. 27, 2019",-12.62%
"Sept. 26, 2019",-13.20%
"Sept. 25, 2019",-11.91%
"Sept. 24, 2019",-11.62%
"Sept. 23, 2019",-11.08%
"Sept. 20, 2019",-11.03%
"Sept. 19, 2019",-10.50%
"Sept. 18, 2019",-10.43%
"Sept. 17, 2019",-10.09%
"Sept. 16, 2019",-11.01%
"Sept. 13, 2019",-11.80%
"Sept. 12, 2019",-12.09%
"Sept. 11, 2019",-11.83%
"Sept. 10, 2019",-10.06%
"Sept. 9, 2019",-10.26%
"Sept. 6, 2019",-11.00%
"Sept. 5, 2019",-11.65%
"Sept. 4, 2019",-12.75%
"Sept. 3, 2019",-11.95%
"Aug. 30, 2019",-10.45%
"Aug. 29, 2019",-10.37%
"Aug. 28, 2019",-9.66%
"Aug. 27, 2019",-10.14%
"Aug. 26, 2019",-10.33%
"Aug. 23, 2019",-8.91%
"Aug. 22, 2019",-10.62%
"Aug. 21, 2019",-10.75%
"Aug. 20, 2019",-9.42%
"Aug. 19, 2019",-12.08%
"Aug. 16, 2019",-12.33%
"Aug. 15, 2019",-11.10%
"Aug. 14, 2019",-10.77%
"Aug. 13, 2019",-11.91%
"Aug. 12, 2019",-11.61%
"Aug. 9, 2019",-11.66%
"Aug. 8, 2019",-11.89%
"Aug. 7, 2019",-10.25%
"Aug. 6, 2019",-9.09%
"Aug. 5, 2019",-9.25%
"Aug. 2, 2019",-9.87%
"Aug. 1, 2019",-11.14%
"July 31, 2019",-10.93%
"July 30, 2019",-10.91%
"July 29, 2019",-10.25%
"July 26, 2019",-10.34%
"July 25, 2019",-9.81%
"July 24, 2019",-10.13%
"July 23, 2019",-10.64%
"July 22, 2019",-10.25%
"July 19, 2019",-11.63%
"July 18, 2019",-12.83%
"July 17, 2019",-12.68%
"July 16, 2019",-12.22%
"July 15, 2019",-11.50%
"July 12, 2019",-11.76%
"July 11, 2019",-11.62%
"July 10, 2019",-10.85%
"July 9, 2019",-10.89%
"July 8, 2019",-10.11%
"July 5, 2019",-10.27%
"July 3, 2019",-10.77%
"July 2, 2019",-10.11%
"July 1, 2019",-9.91%
"June 28, 2019",-10.31%
"June 27, 2019",-9.93%
"June 26, 2019",-10.11%
"June 25, 2019",-10.71%
"June 24, 2019",-10.65%
"June 21, 2019",-10.61%
"June 20, 2019",-10.87%
"June 19, 2019",-9.89%
"June 18, 2019",-9.21%
"June 17, 2019",-8.76%
"June 14, 2019",-9.30%
"June 13, 2019",-8.95%
"June 12, 2019",-9.60%
"June 11, 2019",-8.49%
"June 10, 2019",-8.13%
"June 7, 2019",-7.73%
"June 6, 2019",-6.02%
"June 5, 2019",-5.82%
"June 4, 2019",-5.95%
"June 3, 2019",-2.26%
"May 31, 2019",-0.22%
"May 30, 2019",0.79%
"May 29, 2019",-0.18%
"May 28, 2019",-0.63%
"May 24, 2019",-1.61%
"May 23, 2019",-1.64%
"May 22, 2019",-0.13%
"May 21, 2019",-0.44%
"May 20, 2019",-0.44%
"May 17, 2019",-0.91%
"May 16, 2019",-1.10%
"May 15, 2019",-1.91%
"May 14, 2019",-2.99%
"May 13, 2019",-4.06%
"May 10, 2019",-3.59%
"May 9, 2019",-2.08%
"May 8, 2019",-3.51%
"May 7, 2019",-5.44%
"May 6, 2019",-6.31%
"May 3, 2019",-5.90%
"May 2, 2019",-3.69%
"May 1, 2019",-6.55%
"April 30, 2019",-8.44%
"April 29, 2019",-6.24%
"April 26, 2019",-6.26%
"April 25, 2019",-5.48%
"April 24, 2019",-5.82%
"April 23, 2019",-6.06%
"April 22, 2019",-5.25%
"April 18, 2019",-5.50%
"April 17, 2019",-4.38%
"April 16, 2019",-5.59%
"April 15, 2019",-5.32%
"April 12, 2019",-4.73%
"April 11, 2019",-4.17%
"April 10, 2019",-4.15%
"April 9, 2019",-3.40%
"April 8, 2019",-3.59%
"April 5, 2019",-3.85%
"April 4, 2019",-3.26%
"April 3, 2019",-2.83%
"April 2, 2019",-2.73%
"April 1, 2019",-3.28%
"March 29, 2019",-2.76%
"March 28, 2019",-2.20%
"March 27, 2019",-3.00%
"March 26, 2019",-2.97%
"March 25, 2019",-2.78%
"March 22, 2019",-3.07%
"March 21, 2019",-3.35%
"March 20, 2019",-2.35%
"March 19, 2019",-2.88%
"March 18, 2019",-4.75%
"March 15, 2019",-4.70%
"March 14, 2019",-3.92%
"March 13, 2019",-4.80%
"March 12, 2019",-4.70%
"March 11, 2019",-3.68%
"March 8, 2019",-3.87%
"March 7, 2019",-2.47%
"March 6, 2019",-1.37%
"March 5, 2019",-1.25%
