date,current_ratio
"Dec. 31, 2019",0.5749
"Sept. 30, 2019",0.6204
"June 30, 2019",0.5221
"March 31, 2019",0.6438
"Dec. 31, 2018",0.5424
"Sept. 30, 2018",0.7077
"June 30, 2018",0.8994
"March 31, 2018",0.4625
"Dec. 31, 2017",0.4839
"Sept. 30, 2017",0.4703
"June 30, 2017",0.4702
"March 31, 2017",0.974
"Dec. 31, 2016",0.8621
"Sept. 30, 2016",0.8318
"June 30, 2016",0.5356
"March 31, 2016",0.6466
"Dec. 31, 2015",0.6447
"Sept. 30, 2015",0.5762
"June 30, 2015",0.9426
"March 31, 2015",0.9535
"Dec. 31, 2014",1.026
"Sept. 30, 2014",0.9793
"June 30, 2014",0.9525
"March 31, 2014",0.8845
"Dec. 31, 2013",0.879
"Sept. 30, 2013",0.883
"June 30, 2013",0.8047
"March 31, 2013",0.8745
"Dec. 31, 2012",0.8779
"Sept. 30, 2012",0.9424
"June 30, 2012",0.9499
"March 31, 2012",1.004
"Dec. 31, 2011",0.9799
"Sept. 30, 2011",0.9509
"June 30, 2011",1.001
"March 31, 2011",1.024
"Dec. 31, 2010",1.001
"Sept. 30, 2010",0.8627
"June 30, 2010",0.8541
"March 31, 2010",0.8438
"Dec. 31, 2009",0.8322
"Sept. 30, 2009",0.8013
"June 30, 2009",0.574
"March 31, 2009",0.6895
"Dec. 31, 2008",0.7004
"Sept. 30, 2008",0.659
"June 30, 2008",0.7257
"March 31, 2008",0.685
"Dec. 31, 2007",0.435
"Sept. 30, 2007",0.574
"June 30, 2007",0.7155
"March 31, 2007",1.086
"Dec. 31, 2006",1.092
"Sept. 30, 2006",0.8984
"June 30, 2006",0.944
"March 31, 2006",0.9622
"Dec. 31, 2005",1.023
"Sept. 30, 2005",0.9641
"June 30, 2005",0.9689
"March 31, 2005",0.9487
"Dec. 31, 2004",1.030
"Sept. 30, 2004",0.9775
"June 30, 2004",1.004
"March 31, 2004",1.031
"Dec. 31, 2003",1.013
"Sept. 30, 2003",0.9988
"June 30, 2003",1.013
"March 31, 2003",1.026
"Dec. 31, 2002",1.033
"Sept. 30, 2002",1.003
"June 30, 2002",1.097
"March 31, 2002",1.253
"Dec. 31, 2001",1.220
"Sept. 30, 2001",1.044
"June 30, 2001",1.068
"March 31, 2001",0.9844
"Dec. 31, 2000",1.001
"Sept. 30, 2000",1.000
"June 30, 2000",0.9852
"March 31, 2000",0.9755
"Dec. 31, 1999",1.023
"Sept. 30, 1999",1.108
"June 30, 1999",1.028
"March 31, 1999",1.094
"Dec. 31, 1998",1.121
"Sept. 30, 1998",0.9882
"June 30, 1998",1.070
"March 31, 1998",1.053
"Dec. 31, 1997",1.109
"Sept. 30, 1997",1.068
"June 30, 1997",1.233
"March 31, 1997",1.115
"Dec. 31, 1996",1.122
"Sept. 30, 1996",1.025
"June 30, 1996",0.9087
"March 31, 1996",0.9738
"Dec. 31, 1995",1.089
"Sept. 30, 1995",0.9484
"June 30, 1995",1.041
"March 31, 1995",0.9375
"Dec. 31, 1994",1.031
"Sept. 30, 1994",0.871
"June 30, 1994",0.8026
"March 31, 1994",0.82
