date,days_payables_outstanding
"Dec. 31, 2019",43.44
"Sept. 30, 2019",43.60
"June 30, 2019",46.05
"March 31, 2019",44.04
"Dec. 31, 2018",38.79
"Sept. 30, 2018",37.20
"June 30, 2018",32.59
"March 31, 2018",34.62
"Dec. 31, 2017",35.96
"Sept. 30, 2017",33.06
"June 30, 2017",31.86
"March 31, 2017",36.01
"Dec. 31, 2016",37.68
"Sept. 30, 2016",31.93
"June 30, 2016",27.53
"March 31, 2016",33.96
"Dec. 31, 2015",32.18
"Sept. 30, 2015",26.68
"June 30, 2015",26.61
"March 31, 2015",29.71
"Dec. 31, 2014",31.47
"Sept. 30, 2014",30.25
"June 30, 2014",50.58
"March 31, 2014",55.33
"Dec. 31, 2013",56.38
"Sept. 30, 2013",63.94
"June 30, 2013",66.30
"March 31, 2013",50.87
"Dec. 31, 2012",89.06
"Sept. 30, 2012",49.96
"June 30, 2012",49.55
"March 31, 2012",45.10
"Dec. 31, 2011",24.16
"Sept. 30, 2011",68.49
"June 30, 2011",77.26
"March 31, 2011",61.80
"Dec. 31, 2010",28.06
"Sept. 30, 2010",60.89
"June 30, 2010",64.92
"March 31, 2010",55.28
"Dec. 31, 2009",61.50
"Sept. 30, 2009",62.57
"June 30, 2009",73.93
"March 31, 2009",53.52
"Dec. 31, 2008",46.39
"Sept. 30, 2008",31.38
"June 30, 2008",48.39
"March 31, 2008",37.76
"Dec. 31, 2007",37.37
"Sept. 30, 2007",73.33
"June 30, 2007",117.93
"March 31, 2007",84.91
"Dec. 31, 2006",84.96
"Sept. 30, 2006",126.56
"June 30, 2006",167.82
"March 31, 2006",123.86
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",160.08
"March 31, 2005",135.03
"Dec. 31, 2004",129.33
"Sept. 30, 2004",151.17
"June 30, 2004",222.26
"March 31, 2004",127.19
"Dec. 31, 2003",155.61
"Sept. 30, 2003",186.07
"June 30, 2003",276.94
"March 31, 2003",
"Dec. 31, 2002",169.04
"Sept. 30, 2002",284.39
"June 30, 2002",45.22
"March 31, 2002",171.14
"Dec. 31, 2001",114.15
"Sept. 30, 2001",377.03
"June 30, 2001",37.06
"March 31, 2001",36.96
"Dec. 31, 2000",-21.57
"Sept. 30, 2000",29.47
"June 30, 2000",41.03
"March 31, 2000",34.77
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",35.73
"Dec. 31, 1998",49.69
"Sept. 30, 1998",25.39
"June 30, 1998",
"March 31, 1998",36.96
