date,fulmer_h_score
"Dec. 31, 2019",1.002
"Sept. 30, 2019",0.9406
"June 30, 2019",0.989
"March 31, 2019",1.077
"Dec. 31, 2018",0.727
"Sept. 30, 2018",0.8193
"June 30, 2018",0.8467
"March 31, 2018",0.8379
"Dec. 31, 2017",0.8932
"Sept. 30, 2017",0.9071
"June 30, 2017",0.9824
"March 31, 2017",1.077
"Dec. 31, 2016",0.9957
"Sept. 30, 2016",0.8962
"June 30, 2016",0.8903
"March 31, 2016",0.9345
"Dec. 31, 2015",0.8889
"Sept. 30, 2015",0.8079
"June 30, 2015",0.8444
"March 31, 2015",0.8915
"Dec. 31, 2014",0.9311
"Sept. 30, 2014",0.8995
"June 30, 2014",1.044
"March 31, 2014",0.8631
"Dec. 31, 2013",0.7541
"Sept. 30, 2013",0.627
"June 30, 2013",0.6255
"March 31, 2013",0.6403
"Dec. 31, 2012",0.5717
"Sept. 30, 2012",0.6835
"June 30, 2012",0.7561
"March 31, 2012",0.8128
"Dec. 31, 2011",0.8015
"Sept. 30, 2011",0.7537
"June 30, 2011",0.742
"March 31, 2011",0.7242
"Dec. 31, 2010",0.6186
"Sept. 30, 2010",0.5254
"June 30, 2010",0.4412
"March 31, 2010",0.5109
"Dec. 31, 2009",0.5655
"Sept. 30, 2009",0.5116
"June 30, 2009",0.4118
"March 31, 2009",0.32
"Dec. 31, 2008",0.2341
"Sept. 30, 2008",0.4761
"June 30, 2008",0.772
"March 31, 2008",1.278
