date,receivables_turnover
"Dec. 31, 2019",2.547
"Sept. 30, 2019",2.533
"June 30, 2019",2.106
"March 31, 2019",2.354
"Dec. 31, 2018",2.742
"Sept. 30, 2018",2.658
"June 30, 2018",2.23
"March 31, 2018",2.312
"Dec. 31, 2017",2.252
"Sept. 30, 2017",1.761
"June 30, 2017",1.641
"March 31, 2017",1.975
"Dec. 31, 2016",2.042
"Sept. 30, 2016",1.943
"June 30, 2016",2.062
"March 31, 2016",2.349
"Dec. 31, 2015",2.540
"Sept. 30, 2015",2.522
"June 30, 2015",2.249
"March 31, 2015",2.359
"Dec. 31, 2014",2.362
"Sept. 30, 2014",2.314
"June 30, 2014",1.892
"March 31, 2014",2.068
"Dec. 31, 2013",2.122
"Sept. 30, 2013",1.931
"June 30, 2013",1.800
"March 31, 2013",2.475
"Dec. 31, 2012",1.440
"Sept. 30, 2012",2.189
"June 30, 2012",2.007
"March 31, 2012",2.219
"Dec. 31, 2011",2.150
"Sept. 30, 2011",1.878
"June 30, 2011",1.824
"March 31, 2011",2.036
"Dec. 31, 2010",1.776
"Sept. 30, 2010",2.119
"June 30, 2010",1.868
"March 31, 2010",2.078
"Dec. 31, 2009",2.142
"Sept. 30, 2009",2.269
"June 30, 2009",1.776
"March 31, 2009",2.232
"Dec. 31, 2008",2.867
"Sept. 30, 2008",3.153
"June 30, 2008",1.878
"March 31, 2008",3.016
"Dec. 31, 2007",3.547
"Sept. 30, 2007",1.782
"June 30, 2007",1.362
"March 31, 2007",1.685
"Dec. 31, 2006",1.800
"Sept. 30, 2006",1.468
"June 30, 2006",1.029
"March 31, 2006",1.174
"Dec. 31, 2005",1.094
"Sept. 30, 2005",0.9352
"June 30, 2005",1.087
"March 31, 2005",1.245
"Dec. 31, 2004",1.256
"Sept. 30, 2004",1.00
"June 30, 2004",0.9153
"March 31, 2004",1.234
"Dec. 31, 2003",1.064
"Sept. 30, 2003",0.9419
"June 30, 2003",0.7938
"March 31, 2003",1.008
"Dec. 31, 2002",1.037
"Sept. 30, 2002",0.6858
"June 30, 2002",2.622
"March 31, 2002",0.9788
"Dec. 31, 2001",1.124
"Sept. 30, 2001",0.5785
"June 30, 2001",3.243
"March 31, 2001",2.902
"Dec. 31, 2000",-4.100
"Sept. 30, 2000",3.506
"June 30, 2000",2.576
"March 31, 2000",3.026
"Dec. 31, 1999",2.821
"Sept. 30, 1999",6.452
"June 30, 1999",2.722
"March 31, 1999",2.695
"Dec. 31, 1998",2.286
"Sept. 30, 1998",4.309
"June 30, 1998",3.061
"March 31, 1998",3.152
"Dec. 31, 1997",3.787
"Sept. 30, 1997",2.988
"June 30, 1997",2.150
"March 31, 1997",2.261
"Dec. 31, 1996",2.268
"Sept. 30, 1996",2.272
"June 30, 1996",2.043
"March 31, 1996",2.479
"Dec. 31, 1995",2.906
"Sept. 30, 1995",2.418
"June 30, 1995",2.23
"March 31, 1995",2.649
"Dec. 31, 1994",3.203
"Sept. 30, 1994",3.173
"June 30, 1994",2.736
