date,debt_equity_ratio
"Dec. 31, 2019",1.10
"Sept. 30, 2019",1.091
"June 30, 2019",1.076
"March 31, 2019",1.059
"Dec. 31, 2018",1.187
"Sept. 30, 2018",1.115
"June 30, 2018",1.087
"March 31, 2018",1.062
"Dec. 31, 2017",1.114
"Sept. 30, 2017",1.154
"June 30, 2017",1.108
"March 31, 2017",1.090
"Dec. 31, 2016",1.124
"Sept. 30, 2016",1.116
"June 30, 2016",1.104
"March 31, 2016",1.079
"Dec. 31, 2015",1.132
"Sept. 30, 2015",1.104
"June 30, 2015",1.083
"March 31, 2015",1.072
"Dec. 31, 2014",1.109
"Sept. 30, 2014",1.012
"June 30, 2014",1.054
"March 31, 2014",1.121
"Dec. 31, 2013",1.201
"Sept. 30, 2013",1.172
"June 30, 2013",1.126
"March 31, 2013",1.103
"Dec. 31, 2012",1.127
"Sept. 30, 2012",1.092
"June 30, 2012",1.143
"March 31, 2012",1.133
"Dec. 31, 2011",1.156
"Sept. 30, 2011",1.102
"June 30, 2011",1.097
"March 31, 2011",1.098
"Dec. 31, 2010",1.175
"Sept. 30, 2010",1.132
"June 30, 2010",1.178
"March 31, 2010",1.193
"Dec. 31, 2009",1.156
"Sept. 30, 2009",1.132
"June 30, 2009",1.106
"March 31, 2009",1.144
"Dec. 31, 2008",1.196
"Sept. 30, 2008",1.112
"June 30, 2008",1.088
"March 31, 2008",1.144
"Dec. 31, 2007",1.162
"Sept. 30, 2007",1.179
"June 30, 2007",1.179
"March 31, 2007",1.163
"Dec. 31, 2006",1.193
"Sept. 30, 2006",1.423
"June 30, 2006",1.352
"March 31, 2006",1.400
"Dec. 31, 2005",1.513
"Sept. 30, 2005",1.495
"June 30, 2005",1.480
"March 31, 2005",1.464
"Dec. 31, 2004",1.496
"Sept. 30, 2004",1.587
"June 30, 2004",1.512
"March 31, 2004",1.492
"Dec. 31, 2003",1.531
"Sept. 30, 2003",1.319
"June 30, 2003",1.136
"March 31, 2003",1.120
"Dec. 31, 2002",1.187
"Sept. 30, 2002",1.267
"June 30, 2002",1.238
"March 31, 2002",1.369
"Dec. 31, 2001",1.465
"Sept. 30, 2001",1.458
"June 30, 2001",1.260
"March 31, 2001",1.082
"Dec. 31, 2000",1.085
"Sept. 30, 2000",1.068
"June 30, 2000",0.9353
"March 31, 2000",0.8329
"Dec. 31, 1999",0.8957
"Sept. 30, 1999",0.9348
"June 30, 1999",0.7708
"March 31, 1999",0.7848
"Dec. 31, 1998",0.8091
"Sept. 30, 1998",0.8435
"June 30, 1998",0.8718
"March 31, 1998",0.7961
"Dec. 31, 1997",0.8433
"Sept. 30, 1997",0.8118
"June 30, 1997",0.6803
"March 31, 1997",0.7805
"Dec. 31, 1996",0.9259
"Sept. 30, 1996",0.8709
"June 30, 1996",0.8777
"March 31, 1996",0.8019
"Dec. 31, 1995",0.8664
"Sept. 30, 1995",0.8255
"June 30, 1995",0.8353
"March 31, 1995",0.8335
"Dec. 31, 1994",0.8875
"Sept. 30, 1994",0.8468
"June 30, 1994",0.8272
"March 31, 1994",0.7963
