date,capex_ttm
"Dec. 31, 2019",442.51M
"Sept. 30, 2019",449.10M
"June 30, 2019",441.21M
"March 31, 2019",436.15M
"Dec. 31, 2018",424.35M
"Sept. 30, 2018",420.70M
"June 30, 2018",417.76M
"March 31, 2018",407.39M
"Dec. 31, 2017",412.34M
"Sept. 30, 2017",406.42M
"June 30, 2017",401.54M
"March 31, 2017",404.41M
"Dec. 31, 2016",406.64M
"Sept. 30, 2016",407.84M
"June 30, 2016",397.98M
"March 31, 2016",400.41M
"Dec. 31, 2015",393.42M
"Sept. 30, 2015",369.52M
"June 30, 2015",367.56M
"March 31, 2015",350.30M
"Dec. 31, 2014",331.94M
"Sept. 30, 2014",316.76M
"June 30, 2014",299.06M
"March 31, 2014",295.30M
"Dec. 31, 2013",303.11M
"Sept. 30, 2013",316.06M
"June 30, 2013",299.92M
"March 31, 2013",288.52M
"Dec. 31, 2012",275.97M
"Sept. 30, 2012",253.39M
"June 30, 2012",265.63M
"March 31, 2012",252.16M
"Dec. 31, 2011",243.37M
"Sept. 30, 2011",237.60M
"June 30, 2011",223.90M
"March 31, 2011",211.77M
"Dec. 31, 2010",204.66M
"Sept. 30, 2010",203.86M
"June 30, 2010",200.20M
"March 31, 2010",209.02M
"Dec. 31, 2009",208.50M
"Sept. 30, 2009",214.03M
"June 30, 2009",219.41M
"March 31, 2009",216.42M
"Dec. 31, 2008",222.70M
"Sept. 30, 2008",210.25M
"June 30, 2008",207.31M
"March 31, 2008",215.98M
"Dec. 31, 2007",209.09M
"Sept. 30, 2007",197.18M
"June 30, 2007",184.90M
"March 31, 2007",176.60M
"Dec. 31, 2006",165.08M
"Sept. 30, 2006",186.72M
"June 30, 2006",176.35M
"March 31, 2006",165.34M
"Dec. 31, 2005",219.38M
"Sept. 30, 2005",191.33M
"June 30, 2005",188.57M
"March 31, 2005",182.37M
"Dec. 31, 2004",118.47M
"Sept. 30, 2004",117.60M
"June 30, 2004",111.55M
"March 31, 2004",107.60M
"Dec. 31, 2003",105.66M
"Sept. 30, 2003",89.02M
"June 30, 2003",87.25M
"March 31, 2003",80.78M
"Dec. 31, 2002",83.08M
"Sept. 30, 2002",105.24M
"June 30, 2002",167.72M
"March 31, 2002",240.36M
"Dec. 31, 2001",282.18M
"Sept. 30, 2001",277.07M
"June 30, 2001",308.03M
"March 31, 2001",233.10M
"Dec. 31, 2000",172.20M
"Sept. 30, 2000",167.32M
"June 30, 2000",80.31M
"March 31, 2000",95.31M
"Dec. 31, 1999",116.70M
"Sept. 30, 1999",115.60M
"June 30, 1999",114.80M
"March 31, 1999",109.30M
"Dec. 31, 1998",107.80M
"Sept. 30, 1998",105.80M
"June 30, 1998",104.70M
"March 31, 1998",105.40M
"Dec. 31, 1997",100.70M
"Sept. 30, 1997",101.20M
"June 30, 1997",97.20M
"March 31, 1997",91.80M
"Dec. 31, 1996",92.70M
"Sept. 30, 1996",92.90M
"June 30, 1996",86.20M
"March 31, 1996",84.80M
"Dec. 31, 1995",83.50M
"Sept. 30, 1995",83.10M
"June 30, 1995",83.50M
"March 31, 1995",99.10M
"Dec. 31, 1994",117.40M
"Sept. 30, 1994",86.30M
"June 30, 1994",68.40M
"March 31, 1994",34.90M
