date,eps_ttm
"Dec. 31, 2019",2.976
"Sept. 30, 2019",2.918
"June 30, 2019",2.988
"March 31, 2019",2.998
"Dec. 31, 2018",2.068
"Sept. 30, 2018",1.79
"June 30, 2018",1.71
"March 31, 2018",1.66
"Dec. 31, 2017",1.79
"Sept. 30, 2017",1.99
"June 30, 2017",2.11
"March 31, 2017",2.20
"Dec. 31, 2016",2.16
"Sept. 30, 2016",2.16
"June 30, 2016",2.18
"March 31, 2016",2.15
"Dec. 31, 2015",1.97
"Sept. 30, 2015",1.86
"June 30, 2015",1.81
"March 31, 2015",3.08
"Dec. 31, 2014",3.15
"Sept. 30, 2014",3.17
"June 30, 2014",3.20
"March 31, 2014",1.96
"Dec. 31, 2013",1.86
"Sept. 30, 2013",1.59
"June 30, 2013",1.50
"March 31, 2013",1.38
"Dec. 31, 2012",1.32
"Sept. 30, 2012",1.48
"June 30, 2012",1.56
"March 31, 2012",1.64
"Dec. 31, 2011",1.72
"Sept. 30, 2011",1.75
"June 30, 2011",1.79
"March 31, 2011",1.86
"Dec. 31, 2010",1.65
"Sept. 30, 2010",1.60
"June 30, 2010",1.53
"March 31, 2010",1.54
"Dec. 31, 2009",1.59
"Sept. 30, 2009",1.51
"June 30, 2009",1.49
"March 31, 2009",1.46
"Dec. 31, 2008",1.36
"Sept. 30, 2008",1.31
"June 30, 2008",1.11
"March 31, 2008",0.93
"Dec. 31, 2007",0.72
"Sept. 30, 2007",0.80
"June 30, 2007",1.07
"March 31, 2007",1.08
"Dec. 31, 2006",1.46
"Sept. 30, 2006",1.63
"June 30, 2006",1.24
"March 31, 2006",1.35
"Dec. 31, 2005",0.92
"Sept. 30, 2005",0.86
"June 30, 2005",0.848
"March 31, 2005",0.678
"Dec. 31, 2004",0.718
"Sept. 30, 2004",0.568
"June 30, 2004",0.86
"March 31, 2004",0.82
"Dec. 31, 2003",0.89
"Sept. 30, 2003",0.80
"June 30, 2003",0.66
"March 31, 2003",0.69
"Dec. 31, 2002",0.59
"Sept. 30, 2002",0.19
"June 30, 2002",-0.45
"March 31, 2002",-0.18
"Dec. 31, 2001",0.21
"Sept. 30, 2001",1.820
"June 30, 2001",2.557
"March 31, 2001",1.617
"Dec. 31, 2000",0.7269
"Sept. 30, 2000",-1.593
"June 30, 2000",-1.12
"March 31, 2000",-0.57
"Dec. 31, 1999",0.05
"Sept. 30, 1999",1.25
"June 30, 1999",0.87
"March 31, 1999",1.06
"Dec. 31, 1998",1.28
"Sept. 30, 1998",1.38
"June 30, 1998",1.46
"March 31, 1998",2.02
"Dec. 31, 1997",1.96
"Sept. 30, 1997",1.77
"June 30, 1997",1.85
"March 31, 1997",1.14
"Dec. 31, 1996",1.35
"Sept. 30, 1996",1.67
"June 30, 1996",1.53
"March 31, 1996",1.64
"Dec. 31, 1995",1.41
"Sept. 30, 1995",1.33
"June 30, 1995",1.28
"March 31, 1995",1.30
"Dec. 31, 1994",1.28
"Sept. 30, 1994",1.23
"June 30, 1994",1.22
"March 31, 1994",1.24
"Dec. 31, 1993",1.45
"Sept. 30, 1993",1.45
"June 30, 1993",1.52
"March 31, 1993",1.55
"Dec. 31, 1992",1.38
"Sept. 30, 1992",1.33
"June 30, 1992",1.27
"March 31, 1992",1.36
"Dec. 31, 1991",1.37
"Sept. 30, 1991",1.635
"June 30, 1991",1.935
"March 31, 1991",1.965
"Dec. 31, 1990",2.035
"Sept. 30, 1990",1.78
"June 30, 1990",1.47
"March 31, 1990",1.36
"Dec. 31, 1989",1.35
