date,one_year_return
"Feb. 4, 2019",-17.55%
"Feb. 1, 2019",-17.49%
"Jan. 31, 2019",-16.90%
"Jan. 30, 2019",-18.44%
"Jan. 29, 2019",-19.22%
"Jan. 28, 2019",-19.85%
"Jan. 25, 2019",-20.21%
"Jan. 24, 2019",-20.27%
"Jan. 23, 2019",-20.08%
"Jan. 22, 2019",-19.82%
"Jan. 18, 2019",-19.68%
"Jan. 17, 2019",-20.00%
"Jan. 16, 2019",-20.56%
"Jan. 15, 2019",-21.12%
"Jan. 14, 2019",-21.39%
"Jan. 11, 2019",-20.01%
"Jan. 10, 2019",-18.91%
"Jan. 9, 2019",-19.28%
"Jan. 8, 2019",-19.77%
"Jan. 7, 2019",-19.41%
"Jan. 4, 2019",-17.96%
"Jan. 3, 2019",-18.19%
"Jan. 2, 2019",-16.89%
"Dec. 31, 2018",-17.50%
"Dec. 28, 2018",-17.55%
"Dec. 27, 2018",-17.21%
"Dec. 26, 2018",-17.04%
"Dec. 24, 2018",-16.48%
"Dec. 21, 2018",-14.75%
"Dec. 20, 2018",-14.47%
"Dec. 19, 2018",-14.89%
"Dec. 18, 2018",-16.16%
"Dec. 17, 2018",-14.59%
"Dec. 14, 2018",-12.49%
"Dec. 13, 2018",-12.94%
"Dec. 12, 2018",-11.95%
"Dec. 11, 2018",-13.82%
"Dec. 10, 2018",-15.61%
"Dec. 7, 2018",-14.86%
"Dec. 6, 2018",-13.53%
"Dec. 4, 2018",-0.85%
"Dec. 3, 2018",-1.00%
"Nov. 30, 2018",0.15%
"Nov. 29, 2018",0.31%
"Nov. 28, 2018",0.85%
"Nov. 27, 2018",1.06%
"Nov. 26, 2018",0.81%
"Nov. 23, 2018",1.37%
"Nov. 21, 2018",1.69%
"Nov. 20, 2018",1.16%
"Nov. 19, 2018",0.92%
"Nov. 16, 2018",0.52%
"Nov. 15, 2018",0.96%
"Nov. 14, 2018",0.46%
"Nov. 13, 2018",0.85%
"Nov. 12, 2018",1.00%
"Nov. 9, 2018",1.37%
"Nov. 8, 2018",1.22%
"Nov. 7, 2018",0.71%
"Nov. 6, 2018",0.35%
"Nov. 5, 2018",0.33%
"Nov. 2, 2018",0.64%
"Nov. 1, 2018",0.04%
"Oct. 31, 2018",-1.57%
"Oct. 30, 2018",-0.61%
"Oct. 29, 2018",-1.28%
"Oct. 26, 2018",-1.38%
"Oct. 25, 2018",-1.38%
"Oct. 24, 2018",-1.34%
"Oct. 23, 2018",-0.83%
"Oct. 22, 2018",-0.63%
"Oct. 19, 2018",-0.56%
"Oct. 18, 2018",-1.75%
"Oct. 17, 2018",-1.90%
"Oct. 16, 2018",-1.71%
"Oct. 15, 2018",-2.41%
"Oct. 12, 2018",-2.78%
"Oct. 11, 2018",-2.60%
"Oct. 10, 2018",-2.46%
"Oct. 9, 2018",-1.78%
"Oct. 8, 2018",-1.48%
"Oct. 5, 2018",-1.65%
"Oct. 4, 2018",-3.89%
"Oct. 3, 2018",-3.26%
"Oct. 2, 2018",-3.07%
"Oct. 1, 2018",-2.63%
"Sept. 28, 2018",-2.05%
"Sept. 27, 2018",-2.17%
"Sept. 26, 2018",-2.14%
"Sept. 25, 2018",-1.82%
"Sept. 24, 2018",-1.87%
"Sept. 21, 2018",-1.64%
"Sept. 20, 2018",-0.19%
"Sept. 19, 2018",-0.10%
"Sept. 18, 2018",0.23%
"Sept. 17, 2018",-0.48%
"Sept. 14, 2018",-0.35%
"Sept. 13, 2018",0.08%
"Sept. 12, 2018",-0.56%
"Sept. 11, 2018",-0.14%
"Sept. 10, 2018",-0.21%
"Sept. 7, 2018",-0.92%
"Sept. 6, 2018",-0.15%
"Sept. 5, 2018",-0.62%
"Sept. 4, 2018",-0.81%
"Aug. 31, 2018",-0.18%
"Aug. 30, 2018",0.12%
"Aug. 29, 2018",0.86%
"Aug. 28, 2018",-0.50%
"Aug. 27, 2018",-0.15%
"Aug. 24, 2018",-0.44%
"Aug. 23, 2018",-0.58%
"Aug. 22, 2018",-0.45%
"Aug. 21, 2018",-0.56%
"Aug. 20, 2018",-0.93%
"Aug. 17, 2018",0.19%
"Aug. 16, 2018",-0.91%
"Aug. 15, 2018",-1.54%
"Aug. 14, 2018",-1.60%
"Aug. 13, 2018",-3.10%
"Aug. 10, 2018",-3.06%
"Aug. 9, 2018",-3.05%
"Aug. 8, 2018",-3.40%
"Aug. 7, 2018",-3.23%
"Aug. 6, 2018",-3.03%
"Aug. 3, 2018",-3.08%
"Aug. 2, 2018",-3.20%
"Aug. 1, 2018",-4.30%
"July 31, 2018",-3.86%
"July 30, 2018",-3.99%
"July 27, 2018",-4.33%
"July 26, 2018",-3.95%
"July 25, 2018",-4.32%
"July 24, 2018",-4.01%
"July 23, 2018",-3.71%
"July 20, 2018",-3.60%
"July 19, 2018",16.32%
"July 18, 2018",17.76%
"July 17, 2018",19.26%
"July 16, 2018",19.09%
"July 13, 2018",18.98%
"July 12, 2018",18.88%
"July 11, 2018",26.50%
"July 10, 2018",26.74%
"July 9, 2018",26.32%
"July 6, 2018",27.86%
"July 5, 2018",27.28%
"July 3, 2018",24.86%
"July 2, 2018",24.61%
"June 29, 2018",23.85%
"June 28, 2018",23.59%
"June 27, 2018",23.02%
"June 26, 2018",21.48%
"June 25, 2018",21.31%
"June 22, 2018",21.38%
"June 21, 2018",20.07%
"June 20, 2018",19.96%
"June 19, 2018",20.00%
"June 18, 2018",18.83%
"June 15, 2018",20.20%
"June 14, 2018",20.78%
"June 13, 2018",21.02%
"June 12, 2018",21.27%
"June 11, 2018",20.24%
"June 8, 2018",21.26%
"June 7, 2018",20.90%
"June 6, 2018",21.64%
"June 5, 2018",21.23%
"June 4, 2018",20.03%
"June 1, 2018",21.11%
"May 31, 2018",22.41%
"May 30, 2018",23.24%
"May 29, 2018",23.06%
"May 25, 2018",22.31%
"May 24, 2018",24.33%
"May 23, 2018",25.57%
"May 22, 2018",24.46%
"May 21, 2018",26.07%
"May 18, 2018",26.49%
"May 17, 2018",26.06%
"May 16, 2018",27.22%
"May 15, 2018",26.15%
"May 14, 2018",26.85%
"May 11, 2018",27.41%
"May 10, 2018",27.69%
"May 9, 2018",27.40%
"May 8, 2018",25.63%
"May 7, 2018",25.63%
"May 4, 2018",27.14%
"May 3, 2018",28.53%
"May 2, 2018",30.04%
"May 1, 2018",30.00%
"April 30, 2018",28.56%
"April 27, 2018",26.99%
"April 26, 2018",26.61%
"April 25, 2018",27.33%
"April 24, 2018",27.75%
"April 23, 2018",29.26%
"April 20, 2018",30.03%
"April 19, 2018",29.77%
"April 18, 2018",28.62%
"April 17, 2018",28.90%
"April 16, 2018",29.94%
"April 13, 2018",28.67%
"April 12, 2018",28.41%
"April 11, 2018",29.49%
"April 10, 2018",30.38%
"April 9, 2018",30.17%
"April 6, 2018",31.74%
"April 5, 2018",32.50%
"April 4, 2018",32.87%
"April 3, 2018",32.70%
"April 2, 2018",30.37%
"March 29, 2018",31.04%
"March 28, 2018",30.78%
"March 27, 2018",32.16%
"March 26, 2018",30.67%
"March 23, 2018",30.31%
"March 22, 2018",30.20%
"March 21, 2018",30.76%
"March 20, 2018",33.25%
"March 19, 2018",30.39%
"March 16, 2018",31.04%
"March 15, 2018",28.39%
"March 14, 2018",29.72%
"March 13, 2018",29.27%
"March 12, 2018",31.10%
"March 9, 2018",25.11%
"March 8, 2018",25.62%
"March 7, 2018",22.82%
"March 6, 2018",20.25%
"March 5, 2018",20.64%
"March 2, 2018",20.93%
"March 1, 2018",20.09%
"Feb. 28, 2018",19.96%
"Feb. 27, 2018",22.09%
"Feb. 26, 2018",23.75%
"Feb. 23, 2018",26.67%
"Feb. 22, 2018",26.43%
"Feb. 21, 2018",25.03%
"Feb. 20, 2018",26.44%
"Feb. 16, 2018",27.05%
"Feb. 15, 2018",28.95%
"Feb. 14, 2018",28.51%
"Feb. 13, 2018",27.10%
"Feb. 12, 2018",28.18%
"Feb. 9, 2018",29.52%
"Feb. 8, 2018",28.19%
"Feb. 7, 2018",29.14%
"Feb. 6, 2018",30.64%
"Feb. 5, 2018",28.87%
"Feb. 2, 2018",31.23%
"Feb. 1, 2018",32.00%
"Jan. 31, 2018",30.33%
"Jan. 30, 2018",33.74%
"Jan. 29, 2018",32.58%
"Jan. 26, 2018",32.45%
"Jan. 25, 2018",32.34%
"Jan. 24, 2018",30.60%
"Jan. 23, 2018",31.23%
"Jan. 22, 2018",30.56%
"Jan. 19, 2018",31.96%
"Jan. 18, 2018",30.18%
"Jan. 17, 2018",30.97%
"Jan. 16, 2018",30.88%
"Jan. 12, 2018",31.83%
"Jan. 11, 2018",30.68%
"Jan. 10, 2018",31.71%
"Jan. 9, 2018",32.11%
"Jan. 8, 2018",31.02%
"Jan. 5, 2018",29.90%
"Jan. 4, 2018",29.10%
"Jan. 3, 2018",29.19%
"Jan. 2, 2018",28.78%
"Dec. 29, 2017",28.15%
"Dec. 28, 2017",30.63%
"Dec. 27, 2017",28.86%
"Dec. 26, 2017",29.61%
"Dec. 22, 2017",30.44%
"Dec. 21, 2017",29.70%
"Dec. 20, 2017",28.02%
"Dec. 19, 2017",27.39%
"Dec. 18, 2017",26.24%
"Dec. 15, 2017",22.08%
"Dec. 14, 2017",23.52%
"Dec. 13, 2017",21.06%
"Dec. 12, 2017",21.00%
"Dec. 11, 2017",22.58%
"Dec. 8, 2017",23.60%
"Dec. 7, 2017",25.21%
"Dec. 6, 2017",26.86%
"Dec. 5, 2017",27.33%
"Dec. 4, 2017",27.82%
"Dec. 1, 2017",29.30%
"Nov. 30, 2017",28.34%
"Nov. 29, 2017",23.31%
"Nov. 28, 2017",24.31%
"Nov. 27, 2017",25.53%
"Nov. 24, 2017",27.84%
"Nov. 22, 2017",25.71%
"Nov. 21, 2017",27.85%
"Nov. 20, 2017",30.13%
"Nov. 17, 2017",30.16%
"Nov. 16, 2017",30.04%
"Nov. 15, 2017",27.81%
"Nov. 14, 2017",29.66%
"Nov. 13, 2017",27.47%
"Nov. 10, 2017",28.83%
"Nov. 9, 2017",26.91%
"Nov. 8, 2017",24.64%
"Nov. 7, 2017",26.12%
"Nov. 6, 2017",29.42%
"Nov. 3, 2017",29.13%
"Nov. 2, 2017",30.09%
"Nov. 1, 2017",30.17%
"Oct. 31, 2017",26.18%
"Oct. 30, 2017",29.03%
"Oct. 27, 2017",30.20%
"Oct. 26, 2017",30.04%
"Oct. 25, 2017",29.70%
"Oct. 24, 2017",30.30%
"Oct. 23, 2017",30.60%
"Oct. 20, 2017",28.96%
"Oct. 19, 2017",29.29%
"Oct. 18, 2017",28.81%
"Oct. 17, 2017",30.33%
"Oct. 16, 2017",31.01%
"Oct. 13, 2017",31.20%
"Oct. 12, 2017",32.13%
"Oct. 11, 2017",33.57%
"Oct. 10, 2017",31.76%
"Oct. 9, 2017",33.37%
"Oct. 6, 2017",31.60%
"Oct. 5, 2017",31.94%
"Oct. 4, 2017",31.29%
"Oct. 3, 2017",26.84%
"Oct. 2, 2017",24.91%
"Sept. 29, 2017",22.85%
"Sept. 28, 2017",20.83%
"Sept. 27, 2017",20.50%
"Sept. 26, 2017",19.05%
"Sept. 25, 2017",18.38%
"Sept. 22, 2017",17.73%
"Sept. 21, 2017",19.22%
"Sept. 20, 2017",22.36%
"Sept. 19, 2017",22.75%
"Sept. 18, 2017",23.65%
"Sept. 15, 2017",25.68%
"Sept. 14, 2017",25.96%
"Sept. 13, 2017",26.02%
"Sept. 12, 2017",24.85%
"Sept. 11, 2017",27.53%
"Sept. 8, 2017",23.37%
"Sept. 7, 2017",24.39%
"Sept. 6, 2017",24.20%
"Sept. 5, 2017",25.68%
"Sept. 1, 2017",27.20%
"Aug. 31, 2017",26.54%
"Aug. 30, 2017",26.05%
"Aug. 29, 2017",24.24%
"Aug. 28, 2017",26.30%
"Aug. 25, 2017",23.61%
"Aug. 24, 2017",24.57%
"Aug. 23, 2017",24.33%
"Aug. 22, 2017",23.38%
"Aug. 21, 2017",23.92%
"Aug. 18, 2017",21.76%
"Aug. 17, 2017",24.61%
"Aug. 16, 2017",26.00%
"Aug. 15, 2017",24.45%
"Aug. 14, 2017",22.58%
"Aug. 11, 2017",23.35%
"Aug. 10, 2017",23.44%
"Aug. 9, 2017",24.01%
"Aug. 8, 2017",24.24%
"Aug. 7, 2017",23.36%
"Aug. 4, 2017",22.42%
"Aug. 3, 2017",21.63%
"Aug. 2, 2017",20.84%
"Aug. 1, 2017",20.96%
"July 31, 2017",20.94%
"July 28, 2017",20.88%
"July 27, 2017",21.31%
"July 26, 2017",20.22%
"July 25, 2017",19.20%
"July 24, 2017",18.56%
"July 21, 2017",19.71%
"July 20, 2017",20.96%
"July 19, 2017",-0.12%
"July 18, 2017",-1.32%
"July 17, 2017",-2.35%
"July 14, 2017",-2.38%
"July 13, 2017",-4.23%
"July 12, 2017",-2.80%
"July 11, 2017",-5.72%
"July 10, 2017",-5.77%
"July 7, 2017",-4.88%
"July 6, 2017",-8.05%
"July 5, 2017",-7.44%
"July 3, 2017",-5.17%
"June 30, 2017",-5.22%
"June 29, 2017",-1.76%
"June 28, 2017",-1.32%
"June 27, 2017",-0.72%
"June 26, 2017",2.07%
"June 23, 2017",2.99%
"June 22, 2017",3.40%
"June 21, 2017",3.57%
"June 20, 2017",3.89%
"June 19, 2017",3.67%
"June 16, 2017",4.35%
"June 15, 2017",3.98%
"June 14, 2017",2.20%
"June 13, 2017",2.43%
"June 12, 2017",2.21%
"June 9, 2017",3.06%
"June 8, 2017",3.46%
"June 7, 2017",4.41%
"June 6, 2017",3.87%
"June 5, 2017",4.15%
"June 2, 2017",6.64%
"June 1, 2017",6.73%
"May 31, 2017",6.51%
"May 30, 2017",6.55%
"May 26, 2017",6.88%
"May 25, 2017",8.35%
"May 24, 2017",5.59%
"May 23, 2017",6.75%
"May 22, 2017",6.00%
"May 19, 2017",5.40%
"May 18, 2017",5.54%
"May 17, 2017",4.21%
"May 16, 2017",0.12%
"May 15, 2017",0.97%
"May 12, 2017",0.12%
"May 11, 2017",0.15%
"May 10, 2017",-0.36%
"May 9, 2017",-0.56%
"May 8, 2017",0.66%
"May 5, 2017",0.19%
"May 4, 2017",-2.04%
"May 3, 2017",-0.59%
"May 2, 2017",-1.53%
"May 1, 2017",-0.17%
"April 28, 2017",1.31%
"April 27, 2017",3.09%
"April 26, 2017",4.32%
"April 25, 2017",4.05%
"April 24, 2017",4.41%
"April 21, 2017",4.21%
"April 20, 2017",0.96%
"April 19, 2017",-1.57%
"April 18, 2017",-0.17%
"April 17, 2017",0.20%
"April 13, 2017",-0.57%
"April 12, 2017",-1.16%
"April 11, 2017",-0.82%
"April 10, 2017",-1.84%
"April 7, 2017",-2.01%
"April 6, 2017",-1.82%
"April 5, 2017",-2.44%
"April 4, 2017",-5.34%
"April 3, 2017",-6.56%
"March 31, 2017",-4.24%
"March 30, 2017",-5.10%
"March 29, 2017",-4.89%
"March 28, 2017",-1.79%
"March 27, 2017",-2.31%
"March 24, 2017",-1.52%
"March 23, 2017",-0.48%
"March 22, 2017",-0.03%
"March 21, 2017",-1.08%
"March 20, 2017",-1.82%
"March 17, 2017",-2.06%
"March 16, 2017",-1.86%
"March 15, 2017",1.05%
"March 14, 2017",-0.99%
"March 13, 2017",-1.04%
"March 10, 2017",-0.82%
"March 9, 2017",-2.61%
"March 8, 2017",-1.16%
"March 7, 2017",2.98%
"March 6, 2017",4.88%
"March 3, 2017",5.13%
"March 2, 2017",5.38%
"March 1, 2017",5.16%
"Feb. 28, 2017",6.18%
"Feb. 27, 2017",5.83%
"Feb. 24, 2017",2.46%
"Feb. 23, 2017",3.90%
"Feb. 22, 2017",2.94%
"Feb. 21, 2017",4.49%
"Feb. 17, 2017",5.44%
"Feb. 16, 2017",4.63%
"Feb. 15, 2017",3.83%
"Feb. 14, 2017",3.49%
"Feb. 13, 2017",4.13%
"Feb. 10, 2017",4.44%
"Feb. 9, 2017",2.74%
"Feb. 8, 2017",3.49%
"Feb. 7, 2017",3.68%
"Feb. 6, 2017",3.12%
"Feb. 3, 2017",1.18%
"Feb. 2, 2017",1.51%
"Feb. 1, 2017",0.72%
"Jan. 31, 2017",4.35%
"Jan. 30, 2017",2.92%
"Jan. 27, 2017",8.67%
"Jan. 26, 2017",9.07%
"Jan. 25, 2017",10.40%
"Jan. 24, 2017",10.03%
"Jan. 23, 2017",9.97%
"Jan. 20, 2017",12.15%
"Jan. 19, 2017",9.76%
"Jan. 18, 2017",12.44%
"Jan. 17, 2017",12.24%
"Jan. 13, 2017",13.20%
"Jan. 12, 2017",11.92%
"Jan. 11, 2017",11.93%
"Jan. 10, 2017",11.36%
"Jan. 9, 2017",11.14%
"Jan. 6, 2017",11.52%
"Jan. 5, 2017",12.56%
"Jan. 4, 2017",13.55%
"Jan. 3, 2017",12.27%
"Dec. 30, 2016",11.11%
"Dec. 29, 2016",11.43%
"Dec. 28, 2016",9.94%
"Dec. 27, 2016",12.93%
"Dec. 23, 2016",12.30%
"Dec. 22, 2016",12.57%
"Dec. 21, 2016",13.47%
"Dec. 20, 2016",14.33%
"Dec. 19, 2016",14.84%
"Dec. 16, 2016",15.14%
"Dec. 15, 2016",23.38%
"Dec. 14, 2016",22.98%
"Dec. 13, 2016",27.44%
"Dec. 12, 2016",27.00%
"Dec. 9, 2016",22.86%
"Dec. 8, 2016",20.26%
"Dec. 7, 2016",18.82%
"Dec. 6, 2016",18.06%
"Dec. 5, 2016",17.71%
"Dec. 2, 2016",17.95%
"Dec. 1, 2016",14.87%
"Nov. 30, 2016",16.93%
"Nov. 29, 2016",21.77%
"Nov. 28, 2016",20.93%
"Nov. 25, 2016",20.12%
"Nov. 23, 2016",17.57%
"Nov. 22, 2016",17.92%
"Nov. 21, 2016",15.63%
"Nov. 18, 2016",16.56%
"Nov. 17, 2016",18.51%
"Nov. 16, 2016",16.41%
"Nov. 15, 2016",22.00%
"Nov. 14, 2016",20.67%
"Nov. 11, 2016",19.88%
"Nov. 10, 2016",20.57%
"Nov. 9, 2016",24.38%
"Nov. 8, 2016",25.98%
"Nov. 7, 2016",24.77%
"Nov. 4, 2016",16.84%
"Nov. 3, 2016",19.60%
"Nov. 2, 2016",18.39%
"Nov. 1, 2016",18.46%
"Oct. 31, 2016",22.30%
"Oct. 28, 2016",18.74%
"Oct. 27, 2016",17.85%
"Oct. 26, 2016",17.06%
"Oct. 25, 2016",17.67%
"Oct. 24, 2016",16.91%
"Oct. 21, 2016",15.55%
"Oct. 20, 2016",16.39%
"Oct. 19, 2016",16.70%
