date,accruals
"Dec. 31, 2019",-6.945M
"Sept. 30, 2019",-82.73M
"June 30, 2019",-30.47M
"March 31, 2019",-81.09M
"Dec. 31, 2018",49.75M
"Sept. 30, 2018",-80.25M
"June 30, 2018",-65.07M
"March 31, 2018",-129.88M
"Dec. 31, 2017",-75.21M
"Sept. 30, 2017",-74.54M
"June 30, 2017",-57.04M
"March 31, 2017",-87.60M
"Dec. 31, 2016",-64.06M
"Sept. 30, 2016",-85.93M
"June 30, 2016",-21.54M
"March 31, 2016",-49.51M
"Dec. 31, 2015",-25.88M
"Sept. 30, 2015",-66.12M
"June 30, 2015",-60.09M
"March 31, 2015",-100.33M
"Dec. 31, 2014",30.67M
"Sept. 30, 2014",-31.28M
"June 30, 2014",33.78M
"March 31, 2014",-108.40M
"Dec. 31, 2013",-8.489M
"Sept. 30, 2013",-35.19M
"June 30, 2013",-24.76M
"March 31, 2013",-63.04M
"Dec. 31, 2012",-43.29M
"Sept. 30, 2012",-51.90M
"June 30, 2012",-60.24M
"March 31, 2012",-82.91M
"Dec. 31, 2011",-4.438M
"Sept. 30, 2011",-66.27M
"June 30, 2011",-37.19M
"March 31, 2011",-61.34M
"Dec. 31, 2010",-0.999M
"Sept. 30, 2010",-74.55M
"June 30, 2010",-8.216M
"March 31, 2010",-52.24M
"Dec. 31, 2009",-2.618M
"Sept. 30, 2009",-49.50M
"June 30, 2009",-59.06M
"March 31, 2009",-60.54M
"Dec. 31, 2008",34.02M
"Sept. 30, 2008",-12.50M
"June 30, 2008",-43.96M
"March 31, 2008",-19.32M
"Dec. 31, 2007",-73.98M
"Sept. 30, 2007",-9.456M
"June 30, 2007",-53.55M
"March 31, 2007",-76.19M
"Dec. 31, 2006",-11.96M
"Sept. 30, 2006",0.544M
"June 30, 2006",-41.40M
"March 31, 2006",-75.52M
"Dec. 31, 2005",45.89M
"Sept. 30, 2005",-70.63M
"June 30, 2005",-2.747M
"March 31, 2005",-57.76M
"Dec. 31, 2004",-27.34M
"Sept. 30, 2004",-6.662M
"June 30, 2004",22.71M
"March 31, 2004",-71.61M
"Dec. 31, 2003",-26.24M
"Sept. 30, 2003",49.05M
"June 30, 2003",-2.38M
"March 31, 2003",-95.15M
"Dec. 31, 2002",-43.58M
"Sept. 30, 2002",-89.28M
"June 30, 2002",-2.595M
"March 31, 2002",-169.07M
"Dec. 31, 2001",-10.68M
"Sept. 30, 2001",85.93M
"June 30, 2001",73.93M
"March 31, 2001",-26.48M
"Dec. 31, 2000",-36.99M
"Sept. 30, 2000",79.91M
"June 30, 2000",71.99M
"March 31, 2000",-70.24M
"Dec. 31, 1999",-20.87M
"Sept. 30, 1999",-15.10M
"June 30, 1999",-33.30M
"March 31, 1999",-15.90M
"Dec. 31, 1998",-92.80M
"Sept. 30, 1998",-75.20M
"June 30, 1998",3.50M
"March 31, 1998",-25.40M
"Dec. 31, 1997",14.60M
"Sept. 30, 1997",-42.00M
"June 30, 1997",-14.20M
"March 31, 1997",-46.00M
"Dec. 31, 1996",0.50M
"Sept. 30, 1996",-38.90M
"June 30, 1996",-0.20M
"March 31, 1996",-55.50M
"Dec. 31, 1995",14.20M
"Sept. 30, 1995",-31.90M
"June 30, 1995",3.50M
"March 31, 1995",-30.80M
"Dec. 31, 1994",2.80M
"Sept. 30, 1994",-20.00M
"June 30, 1994",-7.00M
"March 31, 1994",-43.40M
