date,max_drawdown_all
"Feb. 29, 2020",81.66%
"Jan. 31, 2020",81.66%
"Dec. 31, 2019",81.66%
"Nov. 30, 2019",81.66%
"Oct. 31, 2019",81.66%
"Sept. 30, 2019",81.66%
"Aug. 31, 2019",81.66%
"July 31, 2019",81.66%
"June 30, 2019",81.66%
"May 31, 2019",81.66%
"April 30, 2019",81.66%
"March 31, 2019",81.66%
"Feb. 28, 2019",81.66%
"Jan. 31, 2019",81.66%
"Dec. 31, 2018",81.66%
"Nov. 30, 2018",81.66%
"Oct. 31, 2018",81.66%
"Sept. 30, 2018",81.66%
"Aug. 31, 2018",81.66%
"July 31, 2018",81.66%
"June 30, 2018",81.66%
"May 31, 2018",81.66%
"April 30, 2018",81.66%
"March 31, 2018",81.66%
"Feb. 28, 2018",81.66%
"Jan. 31, 2018",81.66%
"Dec. 31, 2017",81.66%
"Nov. 30, 2017",81.66%
"Oct. 31, 2017",81.66%
"Sept. 30, 2017",81.66%
"Aug. 31, 2017",81.66%
"July 31, 2017",81.66%
"June 30, 2017",81.66%
"May 31, 2017",81.66%
"April 30, 2017",81.66%
"March 31, 2017",81.66%
"Feb. 28, 2017",81.66%
"Jan. 31, 2017",81.66%
"Dec. 31, 2016",81.66%
"Nov. 30, 2016",81.66%
"Oct. 31, 2016",81.66%
"Sept. 30, 2016",81.66%
"Aug. 31, 2016",81.66%
"July 31, 2016",81.66%
"June 30, 2016",81.66%
"May 31, 2016",81.66%
"April 30, 2016",81.66%
"March 31, 2016",81.66%
"Feb. 29, 2016",81.66%
"Jan. 31, 2016",81.66%
"Dec. 31, 2015",81.66%
"Nov. 30, 2015",81.66%
"Oct. 31, 2015",81.66%
"Sept. 30, 2015",81.66%
"Aug. 31, 2015",81.66%
"July 31, 2015",81.66%
"June 30, 2015",81.66%
"May 31, 2015",81.66%
"April 30, 2015",81.66%
"March 31, 2015",81.66%
"Feb. 28, 2015",81.66%
"Jan. 31, 2015",81.66%
"Dec. 31, 2014",81.66%
"Nov. 30, 2014",81.66%
"Oct. 31, 2014",81.66%
"Sept. 30, 2014",81.66%
"Aug. 31, 2014",81.66%
