date,market_cap
"March 19, 2020",3.126B
"March 18, 2020",3.447B
"March 17, 2020",3.477B
"March 16, 2020",2.917B
"March 13, 2020",3.024B
"March 12, 2020",2.846B
"March 11, 2020",3.227B
"March 10, 2020",3.389B
"March 9, 2020",3.393B
"March 6, 2020",3.535B
"March 5, 2020",3.453B
"March 4, 2020",3.489B
"March 3, 2020",3.315B
"March 2, 2020",3.335B
"Feb. 28, 2020",3.169B
"Feb. 27, 2020",3.264B
"Feb. 26, 2020",3.326B
"Feb. 25, 2020",3.297B
"Feb. 24, 2020",3.391B
"Feb. 21, 2020",3.440B
"Feb. 20, 2020",3.465B
"Feb. 19, 2020",3.509B
"Feb. 18, 2020",3.503B
"Feb. 14, 2020",3.496B
"Feb. 13, 2020",3.472B
"Feb. 12, 2020",3.440B
"Feb. 11, 2020",3.440B
"Feb. 10, 2020",3.453B
"Feb. 7, 2020",3.439B
"Feb. 6, 2020",3.447B
"Feb. 5, 2020",3.438B
"Feb. 4, 2020",3.412B
"Feb. 3, 2020",3.435B
"Jan. 31, 2020",3.418B
"Jan. 30, 2020",3.405B
"Jan. 29, 2020",3.383B
"Jan. 28, 2020",3.358B
"Jan. 27, 2020",3.334B
"Jan. 24, 2020",3.332B
"Jan. 23, 2020",3.350B
"Jan. 22, 2020",3.335B
"Jan. 21, 2020",3.333B
"Jan. 17, 2020",3.312B
"Jan. 16, 2020",3.266B
"Jan. 15, 2020",3.226B
"Jan. 14, 2020",3.195B
"Jan. 13, 2020",3.199B
"Jan. 10, 2020",3.172B
"Jan. 9, 2020",3.150B
"Jan. 8, 2020",3.147B
"Jan. 7, 2020",3.181B
"Jan. 6, 2020",3.204B
"Jan. 3, 2020",3.201B
"Jan. 2, 2020",3.189B
"Dec. 31, 2019",3.231B
"Dec. 30, 2019",3.195B
"Dec. 27, 2019",3.187B
"Dec. 26, 2019",3.183B
"Dec. 24, 2019",3.184B
"Dec. 23, 2019",3.184B
"Dec. 20, 2019",3.229B
"Dec. 19, 2019",3.273B
"Dec. 18, 2019",3.283B
"Dec. 17, 2019",3.269B
"Dec. 16, 2019",3.242B
"Dec. 13, 2019",3.181B
"Dec. 12, 2019",3.172B
"Dec. 11, 2019",3.183B
"Dec. 10, 2019",3.149B
"Dec. 9, 2019",3.137B
"Dec. 6, 2019",3.158B
"Dec. 5, 2019",3.151B
"Dec. 4, 2019",3.151B
"Dec. 3, 2019",3.124B
"Dec. 2, 2019",3.117B
"Nov. 29, 2019",3.154B
"Nov. 27, 2019",3.153B
"Nov. 26, 2019",3.129B
"Nov. 25, 2019",3.122B
"Nov. 22, 2019",3.096B
"Nov. 21, 2019",3.112B
"Nov. 20, 2019",3.130B
"Nov. 19, 2019",3.137B
"Nov. 18, 2019",3.137B
"Nov. 15, 2019",3.133B
"Nov. 14, 2019",3.136B
"Nov. 13, 2019",3.137B
"Nov. 12, 2019",3.088B
"Nov. 11, 2019",3.085B
"Nov. 8, 2019",3.119B
"Nov. 7, 2019",3.115B
"Nov. 6, 2019",3.159B
"Nov. 5, 2019",3.168B
"Nov. 4, 2019",3.190B
"Nov. 1, 2019",3.227B
"Oct. 31, 2019",3.204B
"Oct. 30, 2019",3.231B
"Oct. 29, 2019",3.203B
"Oct. 28, 2019",3.179B
"Oct. 25, 2019",3.187B
"Oct. 24, 2019",3.192B
"Oct. 23, 2019",3.205B
"Oct. 22, 2019",3.190B
"Oct. 21, 2019",3.211B
"Oct. 18, 2019",3.202B
"Oct. 17, 2019",3.202B
"Oct. 16, 2019",3.160B
