date,forward_ps_ratio
"March 19, 2020",2.180
"March 18, 2020",2.404
"March 17, 2020",2.425
"March 16, 2020",2.034
"March 13, 2020",2.109
"March 12, 2020",1.984
"March 11, 2020",2.25
"March 10, 2020",2.363
"March 9, 2020",2.366
"March 6, 2020",2.465
"March 5, 2020",2.408
"March 4, 2020",2.433
"March 3, 2020",2.312
"March 2, 2020",2.326
"Feb. 28, 2020",2.210
"Feb. 27, 2020",2.276
"Feb. 26, 2020",2.319
"Feb. 25, 2020",2.299
"Feb. 24, 2020",2.364
"Feb. 21, 2020",2.399
"Feb. 20, 2020",2.416
"Feb. 19, 2020",2.447
"Feb. 18, 2020",2.443
"Feb. 14, 2020",2.438
"Feb. 13, 2020",2.421
"Feb. 12, 2020",2.399
"Feb. 11, 2020",2.399
"Feb. 10, 2020",2.408
"Feb. 7, 2020",2.398
"Feb. 6, 2020",2.404
"Feb. 5, 2020",2.397
"Feb. 4, 2020",2.379
"Feb. 3, 2020",2.395
"Jan. 31, 2020",2.383
"Jan. 30, 2020",2.374
"Jan. 29, 2020",2.359
"Jan. 28, 2020",2.342
"Jan. 27, 2020",2.325
"Jan. 24, 2020",2.323
"Jan. 23, 2020",2.336
"Jan. 22, 2020",2.325
"Jan. 21, 2020",2.324
"Jan. 17, 2020",2.309
"Jan. 16, 2020",2.278
"Jan. 15, 2020",2.249
"Jan. 14, 2020",2.228
"Jan. 13, 2020",2.231
"Jan. 10, 2020",2.212
"Jan. 9, 2020",2.196
"Jan. 8, 2020",2.194
"Jan. 7, 2020",2.218
"Jan. 6, 2020",2.234
"Jan. 3, 2020",2.232
"Jan. 2, 2020",2.224
"Dec. 31, 2019",2.253
"Dec. 30, 2019",2.330
"Dec. 27, 2019",2.324
"Dec. 26, 2019",2.320
"Dec. 24, 2019",2.322
"Dec. 23, 2019",2.322
"Dec. 20, 2019",2.354
"Dec. 19, 2019",2.387
"Dec. 18, 2019",2.394
"Dec. 17, 2019",2.383
"Dec. 16, 2019",2.364
"Dec. 13, 2019",2.320
"Dec. 12, 2019",2.313
"Dec. 11, 2019",2.320
"Dec. 10, 2019",2.296
"Dec. 9, 2019",2.288
"Dec. 6, 2019",2.302
"Dec. 5, 2019",2.298
"Dec. 4, 2019",2.297
"Dec. 3, 2019",2.278
"Dec. 2, 2019",2.273
"Nov. 29, 2019",2.300
"Nov. 27, 2019",2.299
"Nov. 26, 2019",2.282
"Nov. 25, 2019",2.276
"Nov. 22, 2019",2.257
"Nov. 21, 2019",2.269
"Nov. 20, 2019",2.282
"Nov. 19, 2019",2.288
"Nov. 18, 2019",2.288
"Nov. 15, 2019",2.284
"Nov. 14, 2019",2.286
"Nov. 13, 2019",2.287
"Nov. 12, 2019",2.252
"Nov. 11, 2019",2.249
"Nov. 8, 2019",2.274
"Nov. 7, 2019",2.271
"Nov. 6, 2019",2.304
