date,ncavps
"Dec. 31, 2019",-57.13
"Sept. 30, 2019",-57.32
"June 30, 2019",-56.33
"March 31, 2019",-55.62
"Dec. 31, 2018",-55.74
"Sept. 30, 2018",-54.22
"June 30, 2018",-52.96
"March 31, 2018",-52.03
"Dec. 31, 2017",-52.63
"Sept. 30, 2017",-53.79
"June 30, 2017",-52.25
"March 31, 2017",-51.22
"Dec. 31, 2016",-51.57
"Sept. 30, 2016",-51.45
"June 30, 2016",-49.97
"March 31, 2016",-48.85
"Dec. 31, 2015",-49.30
"Sept. 30, 2015",-47.72
"June 30, 2015",-46.18
"March 31, 2015",-46.12
"Dec. 31, 2014",-45.34
"Sept. 30, 2014",-41.05
"June 30, 2014",-39.03
"March 31, 2014",-40.90
"Dec. 31, 2013",-41.51
"Sept. 30, 2013",-43.41
"June 30, 2013",-42.76
"March 31, 2013",-42.07
"Dec. 31, 2012",-42.30
"Sept. 30, 2012",-40.00
"June 30, 2012",-40.70
"March 31, 2012",-40.59
"Dec. 31, 2011",-41.32
"Sept. 30, 2011",-37.76
"June 30, 2011",-37.39
"March 31, 2011",-37.42
"Dec. 31, 2010",-38.32
"Sept. 30, 2010",-38.68
"June 30, 2010",-39.18
"March 31, 2010",-39.73
"Dec. 31, 2009",-38.34
"Sept. 30, 2009",-39.32
"June 30, 2009",-38.38
"March 31, 2009",-38.14
"Dec. 31, 2008",-39.53
"Sept. 30, 2008",-37.01
"June 30, 2008",-37.14
"March 31, 2008",-36.67
"Dec. 31, 2007",-36.74
"Sept. 30, 2007",-35.66
"June 30, 2007",-34.40
"March 31, 2007",-33.63
"Dec. 31, 2006",-40.13
"Sept. 30, 2006",-43.72
"June 30, 2006",-44.69
"March 31, 2006",-45.19
"Dec. 31, 2005",-48.99
"Sept. 30, 2005",-51.29
"June 30, 2005",-46.86
"March 31, 2005",-45.19
"Dec. 31, 2004",-41.72
"Sept. 30, 2004",-42.77
"June 30, 2004",-42.58
"March 31, 2004",-42.09
"Dec. 31, 2003",-42.00
"Sept. 30, 2003",-37.79
"June 30, 2003",-36.71
"March 31, 2003",-35.64
"Dec. 31, 2002",-41.21
"Sept. 30, 2002",-37.38
"June 30, 2002",-37.99
"March 31, 2002",-40.08
"Dec. 31, 2001",-43.02
"Sept. 30, 2001",-48.24
"June 30, 2001",-49.65
"March 31, 2001",-67.46
"Dec. 31, 2000",-54.35
"Sept. 30, 2000",-45.06
"June 30, 2000",-45.55
"March 31, 2000",-37.86
"Dec. 31, 1999",-41.96
"Sept. 30, 1999",-40.78
"June 30, 1999",-39.73
"March 31, 1999",-33.08
"Dec. 31, 1998",-34.18
"Sept. 30, 1998",-21.62
"June 30, 1998",-26.91
"March 31, 1998",-20.49
"Dec. 31, 1997",-20.21
"Sept. 30, 1997",-19.87
"June 30, 1997",-17.99
"March 31, 1997",-19.02
"Dec. 31, 1996",-20.07
"Sept. 30, 1996",-19.73
"June 30, 1996",-19.74
"March 31, 1996",-19.05
"Dec. 31, 1995",-19.00
"Sept. 30, 1995",-18.61
"June 30, 1995",-18.71
"March 31, 1995",-18.76
"Dec. 31, 1994",-19.18
"Sept. 30, 1994",-18.31
"June 30, 1994",-18.38
"March 31, 1994",-18.00
