date,forward_pe_ratio
"March 19, 2020",22.77
"March 18, 2020",25.11
"March 17, 2020",25.33
"March 16, 2020",21.25
"March 13, 2020",22.03
"March 12, 2020",20.73
"March 11, 2020",23.51
"March 10, 2020",24.69
"March 9, 2020",24.72
"March 6, 2020",25.75
"March 5, 2020",25.16
"March 4, 2020",25.41
"March 3, 2020",23.98
"March 2, 2020",24.12
"Feb. 28, 2020",22.92
"Feb. 27, 2020",23.61
"Feb. 26, 2020",24.05
"Feb. 25, 2020",23.84
"Feb. 24, 2020",24.52
"Feb. 21, 2020",24.88
"Feb. 20, 2020",25.06
"Feb. 19, 2020",25.38
"Feb. 18, 2020",25.33
"Feb. 14, 2020",25.28
"Feb. 13, 2020",25.11
"Feb. 12, 2020",24.88
"Feb. 11, 2020",24.87
"Feb. 10, 2020",24.97
"Feb. 7, 2020",24.87
"Feb. 6, 2020",24.93
"Feb. 5, 2020",24.86
"Feb. 4, 2020",24.67
"Feb. 3, 2020",24.84
"Jan. 31, 2020",24.71
"Jan. 30, 2020",24.64
"Jan. 29, 2020",24.48
"Jan. 28, 2020",24.30
"Jan. 27, 2020",24.12
"Jan. 24, 2020",24.11
"Jan. 23, 2020",24.24
"Jan. 22, 2020",24.13
"Jan. 21, 2020",24.11
"Jan. 17, 2020",23.96
"Jan. 16, 2020",23.63
"Jan. 15, 2020",23.34
"Jan. 14, 2020",23.12
"Jan. 13, 2020",23.14
"Jan. 10, 2020",22.95
"Jan. 9, 2020",22.79
"Jan. 8, 2020",22.77
"Jan. 7, 2020",23.01
"Jan. 6, 2020",23.18
"Jan. 3, 2020",23.16
"Jan. 2, 2020",23.07
"Dec. 31, 2019",23.37
"Dec. 30, 2019",25.42
"Dec. 27, 2019",25.36
"Dec. 26, 2019",25.32
"Dec. 24, 2019",25.33
"Dec. 23, 2019",25.33
"Dec. 20, 2019",25.69
"Dec. 19, 2019",26.05
"Dec. 18, 2019",26.12
"Dec. 17, 2019",26.01
"Dec. 16, 2019",25.80
"Dec. 13, 2019",25.31
"Dec. 12, 2019",25.24
"Dec. 11, 2019",25.32
"Dec. 10, 2019",25.06
"Dec. 9, 2019",24.96
"Dec. 6, 2019",25.13
"Dec. 5, 2019",25.07
"Dec. 4, 2019",25.07
"Dec. 3, 2019",24.86
"Dec. 2, 2019",24.80
"Nov. 29, 2019",25.10
"Nov. 27, 2019",25.09
"Nov. 26, 2019",24.90
"Nov. 25, 2019",24.84
"Nov. 22, 2019",24.63
"Nov. 21, 2019",24.76
"Nov. 20, 2019",24.90
"Nov. 19, 2019",24.96
"Nov. 18, 2019",24.96
"Nov. 15, 2019",24.93
"Nov. 14, 2019",24.95
"Nov. 13, 2019",24.96
"Nov. 12, 2019",24.57
"Nov. 11, 2019",24.54
"Nov. 8, 2019",24.82
"Nov. 7, 2019",24.79
"Nov. 6, 2019",25.14
"Nov. 5, 2019",25.21
"Nov. 4, 2019",25.38
"Nov. 1, 2019",25.67
"Oct. 31, 2019",25.49
"Oct. 30, 2019",25.71
"Oct. 29, 2019",25.48
"Oct. 28, 2019",25.29
"Oct. 25, 2019",25.36
"Oct. 24, 2019",25.40
"Oct. 23, 2019",25.50
"Oct. 22, 2019",25.38
"Oct. 21, 2019",25.55
"Oct. 18, 2019",25.48
"Oct. 17, 2019",25.48
"Oct. 16, 2019",25.14
"Oct. 15, 2019",25.05
"Oct. 14, 2019",25.44
"Oct. 11, 2019",25.68
"Oct. 10, 2019",25.58
"Oct. 9, 2019",25.51
"Oct. 8, 2019",25.56
"Oct. 7, 2019",25.73
"Oct. 4, 2019",25.84
"Oct. 3, 2019",25.23
"Oct. 2, 2019",25.40
"Oct. 1, 2019",25.78
"Sept. 30, 2019",25.71
"Sept. 27, 2019",25.88
"Sept. 26, 2019",26.05
"Sept. 25, 2019",25.67
"Sept. 24, 2019",25.58
"Sept. 23, 2019",25.43
"Sept. 20, 2019",25.41
"Sept. 19, 2019",25.27
"Sept. 18, 2019",25.24
"Sept. 17, 2019",25.15
"Sept. 16, 2019",25.41
"Sept. 13, 2019",25.51
"Sept. 12, 2019",25.60
"Sept. 11, 2019",25.53
"Sept. 10, 2019",25.02
"Sept. 9, 2019",25.08
"Sept. 6, 2019",25.05
"Sept. 5, 2019",25.23
"Sept. 4, 2019",25.55
"Sept. 3, 2019",25.32
"Aug. 30, 2019",24.89
"Aug. 29, 2019",24.87
"Aug. 28, 2019",24.68
"Aug. 27, 2019",24.81
"Aug. 26, 2019",24.86
"Aug. 23, 2019",24.47
"Aug. 22, 2019",24.94
"Aug. 21, 2019",24.98
"Aug. 20, 2019",24.61
"Aug. 19, 2019",24.60
"Aug. 16, 2019",24.67
"Aug. 15, 2019",24.33
"Aug. 14, 2019",24.24
"Aug. 13, 2019",24.55
"Aug. 12, 2019",24.47
"Aug. 9, 2019",24.49
"Aug. 8, 2019",24.55
"Aug. 7, 2019",24.25
"Aug. 6, 2019",23.94
"Aug. 5, 2019",23.98
"Aug. 2, 2019",24.15
"Aug. 1, 2019",24.49
"July 31, 2019",24.43
"July 30, 2019",24.43
"July 29, 2019",24.25
"July 26, 2019",24.27
"July 25, 2019",24.13
"July 24, 2019",24.21
"July 23, 2019",24.35
"July 22, 2019",24.25
"July 19, 2019",24.33
"July 18, 2019",24.66
"July 17, 2019",24.32
"July 16, 2019",24.19
"July 15, 2019",23.99
"July 12, 2019",24.06
"July 11, 2019",24.02
"July 10, 2019",23.82
"July 9, 2019",23.83
"July 8, 2019",23.62
"July 5, 2019",23.66
"July 3, 2019",23.80
"July 2, 2019",23.62
"July 1, 2019",23.57
"June 30, 2019",
"June 28, 2019",23.67
"June 27, 2019",23.57
"June 26, 2019",23.62
"June 25, 2019",23.78
"June 24, 2019",23.76
"June 21, 2019",23.75
"June 20, 2019",23.82
"June 19, 2019",23.56
"June 18, 2019",23.39
"June 17, 2019",23.27
"June 14, 2019",23.41
"June 13, 2019",23.32
"June 12, 2019",23.49
"June 11, 2019",23.20
"June 10, 2019",23.11
"June 7, 2019",23.01
"June 6, 2019",22.59
"June 5, 2019",22.54
"June 4, 2019",22.57
"June 3, 2019",22.63
"May 31, 2019",22.17
"May 30, 2019",21.94
"May 29, 2019",22.16
"May 28, 2019",22.26
"May 24, 2019",22.48
"May 23, 2019",22.48
"May 22, 2019",22.14
"May 21, 2019",22.21
"May 20, 2019",22.21
"May 17, 2019",22.32
"May 16, 2019",22.36
"May 15, 2019",22.55
"May 14, 2019",22.80
"May 13, 2019",23.05
"May 10, 2019",22.94
"May 9, 2019",22.58
"May 8, 2019",22.55
"May 7, 2019",23.01
"May 6, 2019",23.23
"May 3, 2019",23.13
"May 2, 2019",22.60
"May 1, 2019",22.44
"April 30, 2019",22.90
"April 29, 2019",22.36
"April 26, 2019",22.37
"April 25, 2019",22.18
"April 24, 2019",22.26
"April 23, 2019",22.32
"April 22, 2019",22.13
"April 18, 2019",22.19
"April 17, 2019",21.93
"April 16, 2019",22.21
"April 15, 2019",22.14
"April 12, 2019",22.01
"April 11, 2019",21.88
"April 10, 2019",21.87
"April 9, 2019",21.70
"April 8, 2019",21.75
"April 5, 2019",21.80
"April 4, 2019",21.67
"April 3, 2019",21.58
"April 2, 2019",21.56
