date,times_interest_earned
"Dec. 31, 2019",3.232
"Sept. 30, 2019",3.208
"June 30, 2019",3.166
"March 31, 2019",3.686
"Dec. 31, 2018",3.665
"Sept. 30, 2018",3.943
"June 30, 2018",4.175
"March 31, 2018",4.437
"Dec. 31, 2017",4.733
"Sept. 30, 2017",4.703
"June 30, 2017",4.803
"March 31, 2017",4.771
"Dec. 31, 2016",4.753
"Sept. 30, 2016",4.705
"June 30, 2016",4.667
"March 31, 2016",4.752
"Dec. 31, 2015",4.829
"Sept. 30, 2015",4.975
"June 30, 2015",4.954
"March 31, 2015",4.609
"Dec. 31, 2014",4.577
"Sept. 30, 2014",4.414
"June 30, 2014",4.318
"March 31, 2014",4.444
"Dec. 31, 2013",4.090
"Sept. 30, 2013",3.66
"June 30, 2013",3.316
"March 31, 2013",2.694
"Dec. 31, 2012",2.411
"Sept. 30, 2012",2.058
"June 30, 2012",1.891
"March 31, 2012",2.330
"Dec. 31, 2011",2.552
"Sept. 30, 2011",1.887
"June 30, 2011",1.889
"March 31, 2011",1.856
"Dec. 31, 2010",1.821
"Sept. 30, 2010",3.086
"June 30, 2010",2.905
"March 31, 2010",2.995
"Dec. 31, 2009",2.914
"Sept. 30, 2009",2.81
"June 30, 2009",2.778
"March 31, 2009",2.591
"Dec. 31, 2008",2.382
"Sept. 30, 2008",3.337
"June 30, 2008",4.838
"March 31, 2008",9.444
