date,eps_est_0q
"March 19, 2020",1.024
"March 16, 2020",1.024
"March 12, 2020",1.040
"March 11, 2020",1.044
"March 10, 2020",1.046
"Feb. 28, 2020",1.047
"Feb. 21, 2020",1.047
"Feb. 20, 2020",1.044
"Jan. 22, 2020",1.052
"Jan. 17, 2020",1.051
"Jan. 16, 2020",1.049
"Jan. 7, 2020",1.046
"Dec. 31, 2019",0.7754
"Dec. 11, 2019",0.7817
"Nov. 21, 2019",0.7845
"Nov. 7, 2019",0.7882
"Nov. 6, 2019",0.7907
"Oct. 21, 2019",0.8013
"Oct. 18, 2019",0.7982
"Oct. 17, 2019",0.7972
"Sept. 30, 2019",0.9548
"Sept. 24, 2019",0.9539
"Sept. 4, 2019",0.9515
"Aug. 16, 2019",0.9559
"Aug. 15, 2019",0.9559
"Aug. 5, 2019",0.9477
"Aug. 4, 2019",0.9452
"Aug. 1, 2019",0.9434
"July 29, 2019",0.9506
"July 23, 2019",0.9506
"July 22, 2019",0.9516
"July 19, 2019",0.9514
"July 18, 2019",0.9507
"July 16, 2019",0.9515
"June 30, 2019",0.7508
"June 25, 2019",0.7833
"June 7, 2019",0.7836
"June 5, 2019",0.7825
"June 3, 2019",0.7816
"May 31, 2019",0.7853
"May 13, 2019",0.7854
"May 7, 2019",0.7834
"May 6, 2019",0.7858
"May 3, 2019",0.7844
"May 2, 2019",0.7902
"April 29, 2019",0.7942
"April 22, 2019",0.7946
"April 18, 2019",0.7946
"April 17, 2019",0.7724
"April 2, 2019",0.7738
"March 31, 2019",0.9154
"March 13, 2019",0.9352
"March 4, 2019",0.9309
"March 1, 2019",0.9283
"Feb. 25, 2019",0.934
"Feb. 22, 2019",0.9425
"Feb. 21, 2019",0.905
"Feb. 19, 2019",0.9331
"Feb. 3, 2019",0.9331
"Jan. 29, 2019",0.9331
"Jan. 18, 2019",0.9331
"Jan. 7, 2019",0.9395
"Dec. 31, 2018",0.7648
"Dec. 12, 2018",0.7604
"Nov. 27, 2018",0.7615
"Nov. 9, 2018",0.7575
"Nov. 5, 2018",0.7575
"Nov. 2, 2018",0.7653
"Oct. 22, 2018",0.7668
"Oct. 19, 2018",0.7665
"Oct. 18, 2018",0.766
"Oct. 17, 2018",0.7675
"Oct. 11, 2018",0.7692
"Oct. 8, 2018",0.7725
"Sept. 30, 2018",0.8984
"Sept. 25, 2018",0.8907
"Sept. 4, 2018",0.8925
"Aug. 29, 2018",0.8888
"Aug. 7, 2018",0.8848
"Aug. 3, 2018",0.8848
"Aug. 2, 2018",0.8848
"Aug. 1, 2018",0.8798
"July 17, 2018",0.8823
"July 13, 2018",0.8835
"July 9, 2018",0.8825
"June 30, 2018",0.751
"June 18, 2018",0.748
"May 29, 2018",0.7478
"May 17, 2018",0.7458
"May 15, 2018",0.7438
"May 11, 2018",0.7438
"May 4, 2018",0.7379
"April 30, 2018",0.7371
"April 24, 2018",0.7411
"April 19, 2018",0.7401
"April 3, 2018",0.7378
"April 2, 2018",0.7483
"March 31, 2018",0.8538
"March 5, 2018",0.8559
"March 1, 2018",0.8584
"Feb. 27, 2018",0.8596
"Feb. 26, 2018",0.8733
"Feb. 25, 2018",0.874
"Feb. 23, 2018",0.8775
"Feb. 2, 2018",0.8841
"Feb. 1, 2018",0.8884
"Jan. 26, 2018",0.8863
"Jan. 17, 2018",0.882
"Jan. 10, 2018",0.8834
