date,sales_est_0q
"March 19, 2020",2.402B
"March 11, 2020",2.503B
"Feb. 28, 2020",2.524B
"Feb. 21, 2020",2.493B
"Jan. 16, 2020",2.325B
"Dec. 31, 2019",2.149B
"Dec. 11, 2019",2.115B
"Nov. 22, 2019",2.054B
"Nov. 7, 2019",2.054B
"Nov. 6, 2019",1.937B
"Oct. 29, 2019",1.899B
"Oct. 22, 2019",1.899B
"Oct. 21, 2019",1.902B
"Oct. 11, 2019",1.896B
"Oct. 9, 2019",1.896B
"Oct. 4, 2019",1.866B
"Oct. 3, 2019",1.961B
"Oct. 2, 2019",1.961B
"Sept. 30, 2019",2.262B
"Aug. 27, 2019",2.284B
"Aug. 5, 2019",2.284B
"Aug. 4, 2019",2.308B
"Aug. 2, 2019",2.282B
"Aug. 1, 2019",2.282B
"July 23, 2019",2.282B
"July 22, 2019",2.262B
"June 30, 2019",1.950B
"June 7, 2019",1.905B
"May 31, 2019",1.915B
"May 7, 2019",1.905B
"May 6, 2019",1.910B
"May 3, 2019",1.893B
"May 2, 2019",1.959B
"April 22, 2019",1.944B
"April 17, 2019",1.953B
"April 3, 2019",1.945B
"April 2, 2019",1.951B
"March 31, 2019",2.261B
"March 25, 2019",2.260B
"March 13, 2019",2.260B
"March 4, 2019",2.257B
"Feb. 25, 2019",2.257B
"Feb. 22, 2019",2.191B
"Feb. 19, 2019",2.217B
"Feb. 3, 2019",2.217B
"Jan. 30, 2019",2.217B
"Jan. 14, 2019",2.216B
"Dec. 31, 2018",1.841B
"Dec. 27, 2018",1.724B
"Nov. 27, 2018",1.724B
"Nov. 14, 2018",1.687B
"Nov. 5, 2018",1.604B
"Nov. 2, 2018",1.320B
"Oct. 19, 2018",1.784B
"Oct. 18, 2018",1.784B
"Oct. 15, 2018",1.789B
"Oct. 8, 2018",1.789B
"Sept. 30, 2018",2.063B
"Aug. 29, 2018",2.032B
"Aug. 7, 2018",2.030B
"Aug. 3, 2018",1.996B
"Aug. 2, 2018",2.019B
"Aug. 1, 2018",2.044B
"July 18, 2018",2.083B
"July 17, 2018",2.085B
"July 16, 2018",2.089B
"June 30, 2018",1.820B
"June 22, 2018",1.831B
"June 18, 2018",1.831B
"June 16, 2018",1.832B
"June 1, 2018",1.832B
"May 17, 2018",1.832B
"May 11, 2018",1.862B
"May 4, 2018",1.875B
"April 24, 2018",1.796B
"April 20, 2018",1.795B
"April 18, 2018",1.795B
"April 10, 2018",1.795B
"April 3, 2018",1.793B
"April 2, 2018",1.792B
"March 31, 2018",2.102B
"March 29, 2018",2.147B
"March 5, 2018",2.178B
"Feb. 26, 2018",2.178B
"Feb. 8, 2018",2.120B
"Feb. 2, 2018",2.139B
"Feb. 1, 2018",2.159B
"Jan. 25, 2018",2.158B
"Jan. 17, 2018",2.159B
"Jan. 10, 2018",2.159B
