date,liabilities
"Dec. 31, 2019",28.49B
"Sept. 30, 2019",27.60B
"June 30, 2019",27.04B
"March 31, 2019",27.30B
"Dec. 31, 2018",26.75B
"Sept. 30, 2018",26.11B
"June 30, 2018",25.97B
"March 31, 2018",25.86B
"Dec. 31, 2017",25.13B
"Sept. 30, 2017",22.17B
"June 30, 2017",21.77B
"March 31, 2017",21.55B
"Dec. 31, 2016",21.34B
"Sept. 30, 2016",20.44B
"June 30, 2016",20.37B
"March 31, 2016",20.27B
"Dec. 31, 2015",20.23B
"Sept. 30, 2015",19.75B
"June 30, 2015",19.69B
"March 31, 2015",19.84B
"Dec. 31, 2014",19.76B
"Sept. 30, 2014",18.09B
"June 30, 2014",18.04B
"March 31, 2014",18.37B
"Dec. 31, 2013",18.18B
"Sept. 30, 2013",18.93B
"June 30, 2013",18.79B
"March 31, 2013",18.98B
"Dec. 31, 2012",19.07B
"Sept. 30, 2012",18.58B
"June 30, 2012",18.44B
"March 31, 2012",11.91B
"Dec. 31, 2011",11.63B
"Sept. 30, 2011",10.77B
"June 30, 2011",10.53B
"March 31, 2011",10.42B
"Dec. 31, 2010",10.66B
"Sept. 30, 2010",10.57B
"June 30, 2010",10.57B
"March 31, 2010",10.36B
"Dec. 31, 2009",10.48B
"Sept. 30, 2009",10.36B
"June 30, 2009",10.51B
"March 31, 2009",10.70B
"Dec. 31, 2008",10.85B
"Sept. 30, 2008",9.532B
"June 30, 2008",9.654B
"March 31, 2008",9.301B
"Dec. 31, 2007",8.552B
"Sept. 30, 2007",8.349B
"June 30, 2007",8.186B
"March 31, 2007",8.103B
"Dec. 31, 2006",8.389B
"Sept. 30, 2006",8.903B
"June 30, 2006",8.989B
"March 31, 2006",9.640B
"Dec. 31, 2005",10.02B
"Sept. 30, 2005",10.78B
"June 30, 2005",9.732B
"March 31, 2005",9.791B
"Dec. 31, 2004",9.243B
"Sept. 30, 2004",9.106B
"June 30, 2004",9.074B
"March 31, 2004",9.089B
"Dec. 31, 2003",8.836B
"Sept. 30, 2003",8.228B
"June 30, 2003",8.089B
"March 31, 2003",7.927B
"Dec. 31, 2002",8.438B
"Sept. 30, 2002",8.011B
"June 30, 2002",8.055B
"March 31, 2002",7.895B
"Dec. 31, 2001",8.098B
"Sept. 30, 2001",8.043B
"June 30, 2001",7.922B
"March 31, 2001",8.711B
"Dec. 31, 2000",7.747B
"Sept. 30, 2000",7.900B
"June 30, 2000",8.145B
"March 31, 2000",8.021B
"Dec. 31, 1999",7.247B
"Sept. 30, 1999",7.797B
"June 30, 1999",7.898B
"March 31, 1999",7.914B
"Dec. 31, 1998",7.936B
"Sept. 30, 1998",7.947B
"June 30, 1998",7.358B
"March 31, 1998",7.655B
"Dec. 31, 1997",7.805B
"Sept. 30, 1997",7.969B
"June 30, 1997",7.759B
"March 31, 1997",7.893B
"Dec. 31, 1996",7.952B
"Sept. 30, 1996",7.468B
"June 30, 1996",7.590B
"March 31, 1996",7.479B
"Dec. 31, 1995",7.564B
"Sept. 30, 1995",7.535B
"June 30, 1995",7.591B
"March 31, 1995",7.621B
"Dec. 31, 1994",7.666B
"Sept. 30, 1994",10.51B
"June 30, 1994",7.679B
"March 31, 1994",7.760B
