date,fulmer_h_score
"Dec. 31, 2019",1.848
"Sept. 30, 2019",1.804
"June 30, 2019",1.788
"March 31, 2019",1.940
"Dec. 31, 2018",1.899
"Sept. 30, 2018",1.855
"June 30, 2018",2.05
"March 31, 2018",2.058
"Dec. 31, 2017",2.127
"Sept. 30, 2017",2.185
"June 30, 2017",2.09
"March 31, 2017",2.184
"Dec. 31, 2016",2.160
"Sept. 30, 2016",2.023
"June 30, 2016",1.986
"March 31, 2016",1.989
"Dec. 31, 2015",1.972
"Sept. 30, 2015",2.082
"June 30, 2015",2.070
"March 31, 2015",2.033
"Dec. 31, 2014",1.998
"Sept. 30, 2014",1.916
"June 30, 2014",1.866
"March 31, 2014",1.908
"Dec. 31, 2013",1.755
"Sept. 30, 2013",1.612
"June 30, 2013",1.531
"March 31, 2013",1.331
"Dec. 31, 2012",1.151
"Sept. 30, 2012",0.9395
"June 30, 2012",0.7941
"March 31, 2012",1.120
"Dec. 31, 2011",1.263
"Sept. 30, 2011",1.053
"June 30, 2011",1.092
"March 31, 2011",1.104
"Dec. 31, 2010",1.008
"Sept. 30, 2010",1.398
"June 30, 2010",1.286
"March 31, 2010",1.345
"Dec. 31, 2009",1.281
"Sept. 30, 2009",1.251
"June 30, 2009",1.255
"March 31, 2009",2.094
"Dec. 31, 2008",0.9789
"Sept. 30, 2008",1.274
"June 30, 2008",1.609
"March 31, 2008",2.195
