date,receivables_turnover
"Dec. 31, 2019",1.772
"Sept. 30, 2019",1.923
"June 30, 2019",1.558
"March 31, 2019",1.956
"Dec. 31, 2018",1.674
"Sept. 30, 2018",1.784
"June 30, 2018",1.463
"March 31, 2018",1.925
"Dec. 31, 2017",1.729
"Sept. 30, 2017",1.932
"June 30, 2017",1.730
"March 31, 2017",2.042
"Dec. 31, 2016",1.636
"Sept. 30, 2016",1.797
"June 30, 2016",1.577
"March 31, 2016",1.705
"Dec. 31, 2015",1.397
"Sept. 30, 2015",1.635
"June 30, 2015",1.352
"March 31, 2015",1.754
"Dec. 31, 2014",1.545
"Sept. 30, 2014",1.863
"June 30, 2014",1.536
"March 31, 2014",2.092
"Dec. 31, 2013",1.809
"Sept. 30, 2013",1.950
"June 30, 2013",1.626
"March 31, 2013",1.958
"Dec. 31, 2012",1.714
"Sept. 30, 2012",2.045
"June 30, 2012",2.192
"March 31, 2012",1.712
"Dec. 31, 2011",1.648
"Sept. 30, 2011",1.706
"June 30, 2011",1.427
"March 31, 2011",1.529
"Dec. 31, 2010",1.605
"Sept. 30, 2010",1.838
"June 30, 2010",1.580
"March 31, 2010",1.783
"Dec. 31, 2009",1.724
"Sept. 30, 2009",1.760
"June 30, 2009",1.510
"March 31, 2009",1.760
"Dec. 31, 2008",1.669
"Sept. 30, 2008",1.887
"June 30, 2008",2.019
"March 31, 2008",2.896
"Dec. 31, 2007",2.788
"Sept. 30, 2007",3.701
"June 30, 2007",3.354
"March 31, 2007",3.816
"Dec. 31, 2006",3.498
"Sept. 30, 2006",3.487
"June 30, 2006",2.689
"March 31, 2006",2.394
"Dec. 31, 2005",1.872
"Sept. 30, 2005",2.078
"June 30, 2005",1.708
"March 31, 2005",2.357
"Dec. 31, 2004",1.954
"Sept. 30, 2004",2.156
"June 30, 2004",1.911
"March 31, 2004",2.195
"Dec. 31, 2003",1.938
"Sept. 30, 2003",2.259
"June 30, 2003",1.729
"March 31, 2003",1.851
"Dec. 31, 2002",1.772
"Sept. 30, 2002",1.590
"June 30, 2002",1.853
"March 31, 2002",1.565
"Dec. 31, 2001",1.660
"Sept. 30, 2001",1.858
"June 30, 2001",1.872
"March 31, 2001",2.544
"Dec. 31, 2000",2.613
"Sept. 30, 2000",2.804
"June 30, 2000",2.541
"March 31, 2000",2.995
"Dec. 31, 1999",3.199
"Sept. 30, 1999",3.677
"June 30, 1999",3.652
"March 31, 1999",4.503
"Dec. 31, 1998",4.451
"Sept. 30, 1998",5.416
"June 30, 1998",4.956
"March 31, 1998",4.770
"Dec. 31, 1997",3.374
"Sept. 30, 1997",2.688
"June 30, 1997",2.337
"March 31, 1997",2.196
"Dec. 31, 1996",2.089
"Sept. 30, 1996",2.341
"June 30, 1996",2.056
"March 31, 1996",2.318
"Dec. 31, 1995",2.448
"Sept. 30, 1995",2.853
"June 30, 1995",2.450
"March 31, 1995",2.632
"Dec. 31, 1994",2.496
"Sept. 30, 1994",2.597
"June 30, 1994",2.279
