date,eps_ttm
"Dec. 31, 2019",2.81
"Sept. 30, 2019",2.78
"June 30, 2019",2.71
"March 31, 2019",3.37
"Dec. 31, 2018",3.25
"Sept. 30, 2018",3.27
"June 30, 2018",3.18
"March 31, 2018",3.14
"Dec. 31, 2017",3.106
"Sept. 30, 2017",3.076
"June 30, 2017",3.086
"March 31, 2017",3.006
"Dec. 31, 2016",2.96
"Sept. 30, 2016",2.81
"June 30, 2016",2.72
"March 31, 2016",2.73
"Dec. 31, 2015",2.76
"Sept. 30, 2015",2.88
"June 30, 2015",2.88
"March 31, 2015",2.63
"Dec. 31, 2014",2.57
"Sept. 30, 2014",2.44
"June 30, 2014",2.36
"March 31, 2014",2.50
"Dec. 31, 2013",2.48
"Sept. 30, 2013",2.47
"June 30, 2013",2.47
"March 31, 2013",2.08
"Dec. 31, 2012",1.92
"Sept. 30, 2012",2.00
"June 30, 2012",1.85
"March 31, 2012",2.14
"Dec. 31, 2011",2.22
"Sept. 30, 2011",2.32
"June 30, 2011",2.38
"March 31, 2011",2.35
"Dec. 31, 2010",2.20
"Sept. 30, 2010",1.95
"June 30, 2010",1.75
"March 31, 2010",1.81
"Dec. 31, 2009",1.92
"Sept. 30, 2009",1.90
"June 30, 2009",2.00
"March 31, 2009",1.90
"Dec. 31, 2008",1.68
"Sept. 30, 2008",1.69
"June 30, 2008",1.54
"March 31, 2008",1.48
"Dec. 31, 2007",1.59
"Sept. 30, 2007",3.37
"June 30, 2007",3.77
"March 31, 2007",3.60
"Dec. 31, 2006",3.04
"Sept. 30, 2006",0.71
"June 30, 2006",-0.74
"March 31, 2006",-1.094
"Dec. 31, 2005",-1.934
"Sept. 30, 2005",-1.594
"June 30, 2005",-0.9239
"March 31, 2005",-0.5228
"Dec. 31, 2004",0.9138
"Sept. 30, 2004",0.5738
"June 30, 2004",0.942
"March 31, 2004",0.9649
"Dec. 31, 2003",0.9082
"Sept. 30, 2003",1.428
"June 30, 2003",1.495
"March 31, 2003",1.505
"Dec. 31, 2002",1.175
"Sept. 30, 2002",1.066
"June 30, 2002",0.9507
"March 31, 2002",1.081
"Dec. 31, 2001",1.718
"Sept. 30, 2001",0.1072
"June 30, 2001",0.2972
"March 31, 2001",0.0272
"Dec. 31, 2000",-0.20
"Sept. 30, 2000",0.959
"June 30, 2000",0.749
"March 31, 2000",0.6712
"Dec. 31, 1999",0.2612
"Sept. 30, 1999",-0.6278
"June 30, 1999",-0.8878
"March 31, 1999",-0.84
"Dec. 31, 1998",-1.12
"Sept. 30, 1998",-0.382
"June 30, 1998",-0.602
"March 31, 1998",-1.152
"Dec. 31, 1997",-1.002
"Sept. 30, 1997",-1.33
"June 30, 1997",-1.08
"March 31, 1997",-0.49
"Dec. 31, 1996",0.01
"Sept. 30, 1996",1.11
"June 30, 1996",1.81
"March 31, 1996",2.06
"Dec. 31, 1995",2.24
"Sept. 30, 1995",2.26
"June 30, 1995",2.07
"March 31, 1995",2.22
"Dec. 31, 1994",2.30
"Sept. 30, 1994",2.43
"June 30, 1994",2.28
"March 31, 1994",1.93
"Dec. 31, 1993",2.03
"Sept. 30, 1993",1.80
"June 30, 1993",1.90
"March 31, 1993",2.26
"Dec. 31, 1992",2.02
"Sept. 30, 1992",2.03
"June 30, 1992",2.16
"March 31, 1992",2.12
"Dec. 31, 1991",2.12
"Sept. 30, 1991",2.351
"June 30, 1991",2.361
"March 31, 1991",2.271
"Dec. 31, 1990",2.251
"Sept. 30, 1990",1.59
"June 30, 1990",1.49
"March 31, 1990",1.46
"Dec. 31, 1989",1.50
"Sept. 30, 1989",1.535
"June 30, 1989",1.595
"March 31, 1989",1.655
"Dec. 31, 1988",1.605
