date,price_target_upside
"March 19, 2020",19.34%
"March 18, 2020",6.61%
"March 17, 2020",5.44%
"March 16, 2020",19.14%
"March 13, 2020",4.82%
"March 12, 2020",12.32%
"March 11, 2020",4.97%
"March 10, 2020",1.11%
"March 9, 2020",-0.17%
"March 6, 2020",-4.52%
"March 5, 2020",-5.58%
"March 4, 2020",-7.09%
"March 3, 2020",-0.92%
"March 2, 2020",-2.21%
"Feb. 28, 2020",6.47%
"Feb. 27, 2020",3.05%
"Feb. 26, 2020",-1.13%
"Feb. 25, 2020",-1.05%
"Feb. 24, 2020",-2.95%
"Feb. 21, 2020",-3.71%
"Feb. 20, 2020",-5.49%
"Feb. 19, 2020",-6.47%
"Feb. 18, 2020",-7.63%
"Feb. 14, 2020",-6.49%
"Feb. 13, 2020",-5.64%
"Feb. 12, 2020",-4.50%
"Feb. 11, 2020",-4.41%
"Feb. 10, 2020",-4.61%
"Feb. 7, 2020",-3.78%
"Feb. 6, 2020",-4.09%
"Feb. 5, 2020",-3.68%
"Feb. 4, 2020",-3.80%
"Feb. 3, 2020",-5.68%
"Jan. 31, 2020",-5.71%
"Jan. 30, 2020",-6.49%
"Jan. 29, 2020",-5.66%
"Jan. 28, 2020",-5.05%
"Jan. 27, 2020",-4.61%
"Jan. 24, 2020",-6.53%
"Jan. 23, 2020",-6.18%
"Jan. 22, 2020",-5.36%
"Jan. 21, 2020",-5.32%
"Jan. 17, 2020",-4.17%
"Jan. 16, 2020",-2.82%
"Jan. 15, 2020",-2.63%
"Jan. 14, 2020",-1.08%
"Jan. 13, 2020",-0.27%
"Jan. 10, 2020",0.61%
"Jan. 9, 2020",1.82%
"Jan. 8, 2020",2.75%
"Jan. 7, 2020",2.84%
"Jan. 6, 2020",2.00%
"Jan. 3, 2020",2.55%
"Jan. 2, 2020",2.10%
"Dec. 31, 2019",-0.11%
"Dec. 30, 2019",0.67%
"Dec. 27, 2019",0.78%
"Dec. 26, 2019",0.80%
"Dec. 24, 2019",1.21%
"Dec. 23, 2019",1.49%
"Dec. 20, 2019",0.27%
"Dec. 19, 2019",0.98%
"Dec. 18, 2019",1.21%
"Dec. 17, 2019",2.18%
"Dec. 16, 2019",3.11%
"Dec. 13, 2019",4.01%
"Dec. 12, 2019",4.64%
"Dec. 11, 2019",4.00%
"Dec. 10, 2019",4.38%
"Dec. 9, 2019",4.72%
"Dec. 6, 2019",4.10%
"Dec. 5, 2019",2.88%
"Dec. 4, 2019",1.82%
"Dec. 3, 2019",3.04%
"Dec. 2, 2019",3.06%
"Nov. 29, 2019",2.28%
"Nov. 27, 2019",1.96%
"Nov. 26, 2019",2.19%
"Nov. 25, 2019",2.89%
"Nov. 22, 2019",2.73%
"Nov. 21, 2019",2.74%
"Nov. 20, 2019",2.39%
"Nov. 19, 2019",2.76%
"Nov. 18, 2019",2.83%
"Nov. 15, 2019",3.94%
"Nov. 14, 2019",4.54%
"Nov. 13, 2019",4.40%
"Nov. 12, 2019",6.67%
"Nov. 11, 2019",6.54%
"Nov. 8, 2019",6.37%
"Nov. 7, 2019",6.40%
"Nov. 6, 2019",3.38%
"Nov. 5, 2019",4.28%
"Nov. 4, 2019",3.85%
"Nov. 1, 2019",2.13%
"Oct. 31, 2019",0.97%
"Oct. 30, 2019",1.58%
"Oct. 29, 2019",1.99%
"Oct. 28, 2019",0.84%
"Oct. 25, 2019",-1.78%
"Oct. 24, 2019",-2.86%
"Oct. 23, 2019",-2.70%
"Oct. 22, 2019",-2.47%
"Oct. 21, 2019",-3.28%
"Oct. 18, 2019",-3.47%
"Oct. 17, 2019",-2.92%
"Oct. 16, 2019",-2.49%
"Oct. 15, 2019",-1.92%
"Oct. 14, 2019",-2.70%
"Oct. 11, 2019",-3.62%
"Oct. 10, 2019",-4.32%
"Oct. 9, 2019",-4.93%
"Oct. 8, 2019",-3.95%
"Oct. 7, 2019",-5.38%
"Oct. 4, 2019",-5.64%
"Oct. 3, 2019",-4.59%
"Oct. 2, 2019",-4.45%
"Oct. 1, 2019",-5.82%
"Sept. 30, 2019",-5.94%
"Sept. 27, 2019",-5.80%
"Sept. 26, 2019",-6.31%
"Sept. 25, 2019",-5.62%
"Sept. 24, 2019",-5.64%
"Sept. 23, 2019",-4.51%
"Sept. 20, 2019",-4.45%
"Sept. 19, 2019",-4.41%
"Sept. 18, 2019",-4.58%
"Sept. 17, 2019",-4.32%
"Sept. 16, 2019",-3.50%
"Sept. 13, 2019",-3.43%
"Sept. 12, 2019",-3.99%
"Sept. 11, 2019",-3.18%
"Sept. 10, 2019",-2.83%
"Sept. 9, 2019",-2.74%
"Sept. 6, 2019",-3.36%
"Sept. 5, 2019",-3.31%
"Sept. 4, 2019",-3.85%
"Sept. 3, 2019",-3.42%
"Aug. 30, 2019",-2.13%
"Aug. 29, 2019",-2.47%
"Aug. 28, 2019",-2.33%
"Aug. 27, 2019",-2.66%
"Aug. 26, 2019",-2.16%
"Aug. 23, 2019",-1.21%
"Aug. 22, 2019",-1.96%
"Aug. 21, 2019",-1.70%
"Aug. 20, 2019",-1.12%
"Aug. 19, 2019",-0.96%
"Aug. 16, 2019",-0.61%
"Aug. 15, 2019",-0.76%
"Aug. 14, 2019",1.46%
"Aug. 13, 2019",0.49%
"Aug. 12, 2019",0.66%
"Aug. 9, 2019",-0.18%
"Aug. 8, 2019",-0.15%
"Aug. 7, 2019",0.24%
"Aug. 6, 2019",0.83%
"Aug. 5, 2019",1.79%
"Aug. 2, 2019",1.73%
"Aug. 1, 2019",1.58%
"July 31, 2019",2.56%
"July 30, 2019",1.67%
"July 29, 2019",1.30%
"July 26, 2019",1.91%
"July 25, 2019",1.96%
"July 24, 2019",1.67%
"July 23, 2019",1.23%
"July 22, 2019",0.73%
"July 19, 2019",0.05%
"July 18, 2019",-2.03%
"July 17, 2019",-1.51%
"July 16, 2019",-1.16%
"July 15, 2019",-2.00%
"July 12, 2019",-1.81%
"July 11, 2019",-2.77%
"July 10, 2019",-2.29%
"July 9, 2019",-1.38%
"July 8, 2019",-1.49%
"July 5, 2019",-1.42%
"July 3, 2019",-1.59%
"July 2, 2019",-1.00%
"July 1, 2019",0.31%
"June 28, 2019",0.18%
"June 27, 2019",0.64%
"June 26, 2019",0.70%
"June 25, 2019",-1.41%
"June 24, 2019",-1.93%
"June 21, 2019",-2.01%
"June 20, 2019",-2.18%
"June 19, 2019",-1.72%
"June 18, 2019",-0.59%
"June 17, 2019",-1.41%
"June 14, 2019",-2.57%
"June 13, 2019",-1.90%
"June 12, 2019",-1.70%
"June 11, 2019",-0.36%
"June 10, 2019",-1.06%
"June 7, 2019",-1.91%
"June 6, 2019",-3.35%
"June 5, 2019",-2.68%
"June 4, 2019",-1.42%
"June 3, 2019",-2.52%
"May 31, 2019",-1.14%
"May 30, 2019",-0.16%
