date,market_cap
"March 19, 2020",25.43B
"March 18, 2020",28.46B
"March 17, 2020",28.78B
"March 16, 2020",25.47B
"March 13, 2020",29.21B
"March 12, 2020",27.26B
"March 11, 2020",28.97B
"March 10, 2020",30.08B
"March 9, 2020",30.54B
"March 6, 2020",31.80B
"March 5, 2020",32.16B
"March 4, 2020",32.52B
"March 3, 2020",30.49B
"March 2, 2020",30.89B
"Feb. 28, 2020",28.53B
"Feb. 27, 2020",29.54B
"Feb. 26, 2020",30.84B
"Feb. 25, 2020",30.82B
"Feb. 24, 2020",31.42B
"Feb. 21, 2020",31.67B
"Feb. 20, 2020",31.56B
"Feb. 19, 2020",31.12B
"Feb. 18, 2020",31.29B
"Feb. 14, 2020",30.91B
"Feb. 13, 2020",30.52B
"Feb. 12, 2020",30.12B
"Feb. 11, 2020",30.09B
"Feb. 10, 2020",30.15B
"Feb. 7, 2020",29.89B
"Feb. 6, 2020",29.99B
"Feb. 5, 2020",29.86B
"Feb. 4, 2020",29.89B
"Feb. 3, 2020",30.49B
"Jan. 31, 2020",30.50B
"Jan. 30, 2020",30.75B
"Jan. 29, 2020",30.48B
"Jan. 28, 2020",30.28B
"Jan. 27, 2020",30.14B
"Jan. 24, 2020",30.29B
"Jan. 23, 2020",30.10B
"Jan. 22, 2020",29.67B
"Jan. 21, 2020",29.62B
"Jan. 17, 2020",29.27B
"Jan. 16, 2020",28.95B
"Jan. 15, 2020",28.81B
"Jan. 14, 2020",28.32B
"Jan. 13, 2020",28.09B
"Jan. 10, 2020",27.85B
"Jan. 9, 2020",27.51B
"Jan. 8, 2020",27.30B
"Jan. 7, 2020",27.27B
"Jan. 6, 2020",27.48B
"Jan. 3, 2020",27.33B
"Jan. 2, 2020",27.46B
"Dec. 31, 2019",28.06B
"Dec. 30, 2019",27.33B
"Dec. 27, 2019",27.30B
"Dec. 26, 2019",27.29B
"Dec. 24, 2019",27.18B
"Dec. 23, 2019",27.11B
"Dec. 20, 2019",27.39B
"Dec. 19, 2019",27.12B
"Dec. 18, 2019",27.06B
"Dec. 17, 2019",26.81B
"Dec. 16, 2019",26.56B
"Dec. 13, 2019",26.33B
"Dec. 12, 2019",26.18B
"Dec. 11, 2019",26.34B
"Dec. 10, 2019",26.22B
"Dec. 9, 2019",26.13B
"Dec. 6, 2019",26.29B
"Dec. 5, 2019",26.60B
"Dec. 4, 2019",26.88B
"Dec. 3, 2019",26.56B
"Dec. 2, 2019",26.55B
"Nov. 29, 2019",26.76B
"Nov. 27, 2019",26.84B
"Nov. 26, 2019",26.78B
"Nov. 25, 2019",26.60B
"Nov. 22, 2019",26.62B
"Nov. 21, 2019",26.62B
"Nov. 20, 2019",26.71B
"Nov. 19, 2019",26.61B
"Nov. 18, 2019",26.60B
"Nov. 15, 2019",26.31B
"Nov. 14, 2019",26.16B
"Nov. 13, 2019",26.20B
"Nov. 12, 2019",25.64B
"Nov. 11, 2019",25.67B
"Nov. 8, 2019",25.71B
"Nov. 7, 2019",25.70B
"Nov. 6, 2019",26.35B
"Nov. 5, 2019",26.25B
"Nov. 4, 2019",26.36B
"Nov. 1, 2019",26.80B
"Oct. 31, 2019",27.11B
"Oct. 30, 2019",26.95B
"Oct. 29, 2019",26.84B
"Oct. 28, 2019",27.15B
"Oct. 25, 2019",27.62B
"Oct. 24, 2019",27.91B
"Oct. 23, 2019",27.86B
"Oct. 22, 2019",27.80B
"Oct. 21, 2019",27.89B
"Oct. 18, 2019",27.71B
"Oct. 17, 2019",27.56B
"Oct. 16, 2019",27.38B
"Oct. 15, 2019",27.22B
"Oct. 14, 2019",27.44B
"Oct. 11, 2019",27.70B
"Oct. 10, 2019",27.69B
"Oct. 9, 2019",27.87B
"Oct. 8, 2019",27.47B
"Oct. 7, 2019",27.64B
"Oct. 4, 2019",27.71B
"Oct. 3, 2019",27.41B
"Oct. 2, 2019",27.33B
"Oct. 1, 2019",27.63B
"Sept. 30, 2019",27.67B
"Sept. 27, 2019",27.62B
"Sept. 26, 2019",27.59B
"Sept. 25, 2019",27.39B
"Sept. 24, 2019",27.40B
"Sept. 23, 2019",27.02B
"Sept. 20, 2019",26.94B
"Sept. 19, 2019",26.93B
"Sept. 18, 2019",26.98B
"Sept. 17, 2019",26.91B
"Sept. 16, 2019",26.68B
"Sept. 13, 2019",26.66B
"Sept. 12, 2019",26.81B
"Sept. 11, 2019",26.59B
"Sept. 10, 2019",26.49B
"Sept. 9, 2019",26.47B
"Sept. 6, 2019",26.65B
"Sept. 5, 2019",26.55B
"Sept. 4, 2019",26.69B
"Sept. 3, 2019",26.36B
"Aug. 30, 2019",25.93B
"Aug. 29, 2019",26.02B
"Aug. 28, 2019",25.98B
"Aug. 27, 2019",26.07B
"Aug. 26, 2019",25.87B
"Aug. 23, 2019",25.62B
"Aug. 22, 2019",25.81B
"Aug. 21, 2019",25.75B
"Aug. 20, 2019",25.60B
"Aug. 19, 2019",25.55B
"Aug. 16, 2019",25.45B
"Aug. 15, 2019",25.50B
"Aug. 14, 2019",24.97B
"Aug. 13, 2019",25.21B
"Aug. 12, 2019",25.17B
"Aug. 9, 2019",25.38B
"Aug. 8, 2019",25.37B
"Aug. 7, 2019",25.21B
"Aug. 6, 2019",25.06B
"Aug. 5, 2019",24.77B
"Aug. 2, 2019",24.82B
"Aug. 1, 2019",24.77B
"July 31, 2019",24.55B
"July 30, 2019",24.76B
"July 29, 2019",24.85B
"July 26, 2019",24.67B
"July 25, 2019",24.66B
"July 24, 2019",24.73B
"July 23, 2019",24.83B
"July 22, 2019",24.89B
"July 19, 2019",24.84B
"July 18, 2019",25.37B
"July 17, 2019",25.03B
"July 16, 2019",24.94B
"July 15, 2019",25.16B
"July 12, 2019",25.09B
"July 11, 2019",25.26B
"July 10, 2019",25.13B
"July 9, 2019",24.90B
"July 8, 2019",24.93B
"July 5, 2019",24.91B
"July 3, 2019",24.95B
"July 2, 2019",24.81B
"July 1, 2019",24.48B
"June 28, 2019",24.49B
"June 27, 2019",24.38B
"June 26, 2019",24.37B
"June 25, 2019",24.89B
"June 24, 2019",25.02B
"June 21, 2019",25.02B
"June 20, 2019",25.06B
"June 19, 2019",24.95B
"June 18, 2019",24.66B
"June 17, 2019",24.73B
"June 14, 2019",25.03B
"June 13, 2019",24.79B
"June 12, 2019",24.73B
"June 11, 2019",24.40B
"June 10, 2019",24.58B
"June 7, 2019",24.67B
"June 6, 2019",24.84B
"June 5, 2019",24.67B
"June 4, 2019",24.05B
"June 3, 2019",23.74B
"May 31, 2019",23.43B
"May 30, 2019",23.22B
"May 29, 2019",23.13B
"May 28, 2019",23.52B
"May 24, 2019",23.76B
"May 23, 2019",23.75B
"May 22, 2019",23.40B
"May 21, 2019",23.40B
"May 20, 2019",23.36B
"May 17, 2019",23.33B
"May 16, 2019",23.20B
"May 15, 2019",23.04B
"May 14, 2019",23.03B
"May 13, 2019",23.16B
"May 10, 2019",22.77B
"May 9, 2019",22.35B
"May 8, 2019",22.34B
"May 7, 2019",22.69B
"May 6, 2019",22.80B
"May 3, 2019",22.87B
"May 2, 2019",22.69B
"May 1, 2019",22.57B
"April 30, 2019",22.75B
"April 29, 2019",22.40B
"April 26, 2019",22.54B
"April 25, 2019",22.48B
"April 24, 2019",22.49B
"April 23, 2019",22.34B
"April 22, 2019",22.21B
"April 18, 2019",22.20B
"April 17, 2019",22.28B
"April 16, 2019",22.26B
"April 15, 2019",22.46B
"April 12, 2019",22.43B
"April 11, 2019",22.40B
"April 10, 2019",22.31B
"April 9, 2019",22.46B
"April 8, 2019",22.41B
"April 5, 2019",22.56B
"April 4, 2019",22.33B
"April 3, 2019",22.38B
"April 2, 2019",22.45B
"April 1, 2019",22.43B
"March 29, 2019",22.51B
"March 28, 2019",22.32B
