date,asset_utilization
"Dec. 31, 2019",0.2164
"Sept. 30, 2019",0.22
"June 30, 2019",0.2254
"March 31, 2019",0.2269
"Dec. 31, 2018",0.2268
"Sept. 30, 2018",0.2293
"June 30, 2018",0.2276
"March 31, 2018",0.2314
"Dec. 31, 2017",0.2329
"Sept. 30, 2017",0.2366
"June 30, 2017",0.2416
"March 31, 2017",0.2447
"Dec. 31, 2016",0.2459
"Sept. 30, 2016",0.2464
"June 30, 2016",0.2448
"March 31, 2016",0.248
"Dec. 31, 2015",0.2648
"Sept. 30, 2015",0.2759
"June 30, 2015",0.2788
"March 31, 2015",0.2774
"Dec. 31, 2014",0.2737
"Sept. 30, 2014",0.2726
"June 30, 2014",0.2722
"March 31, 2014",0.2697
"Dec. 31, 2013",0.2588
"Sept. 30, 2013",0.2555
"June 30, 2013",0.2561
"March 31, 2013",0.2803
"Dec. 31, 2012",0.2723
"Sept. 30, 2012",0.2784
"June 30, 2012",0.2781
"March 31, 2012",0.2878
"Dec. 31, 2011",0.3029
"Sept. 30, 2011",0.318
"June 30, 2011",0.3291
"March 31, 2011",0.3351
"Dec. 31, 2010",0.3442
"Sept. 30, 2010",0.3543
"June 30, 2010",0.3596
"March 31, 2010",0.3674
"Dec. 31, 2009",0.386
"Sept. 30, 2009",0.4034
"June 30, 2009",0.4259
"March 31, 2009",0.4451
"Dec. 31, 2008",0.4582
"Sept. 30, 2008",0.464
"June 30, 2008",0.4713
"March 31, 2008",0.4909
"Dec. 31, 2007",0.5162
"Sept. 30, 2007",0.5349
"June 30, 2007",0.5464
"March 31, 2007",0.5602
"Dec. 31, 2006",0.5833
"Sept. 30, 2006",0.5965
"June 30, 2006",0.6053
"March 31, 2006",0.5888
"Dec. 31, 2005",0.6003
"Sept. 30, 2005",0.5945
"June 30, 2005",0.5977
"March 31, 2005",0.6014
"Dec. 31, 2004",0.576
"Sept. 30, 2004",0.5764
"June 30, 2004",0.5895
"March 31, 2004",0.585
"Dec. 31, 2003",0.5696
"Sept. 30, 2003",0.5748
"June 30, 2003",0.5512
"March 31, 2003",0.5872
"Dec. 31, 2002",0.5576
"Sept. 30, 2002",0.5464
"June 30, 2002",0.5646
"March 31, 2002",0.5459
"Dec. 31, 2001",0.5946
"Sept. 30, 2001",0.6109
"June 30, 2001",0.6103
"March 31, 2001",0.588
"Dec. 31, 2000",0.5653
"Sept. 30, 2000",0.5313
"June 30, 2000",0.5006
"March 31, 2000",0.4677
"Dec. 31, 1999",0.4377
"Sept. 30, 1999",0.4122
"June 30, 1999",0.3889
"March 31, 1999",0.3736
"Dec. 31, 1998",0.3652
"Sept. 30, 1998",0.3655
"June 30, 1998",0.3664
"March 31, 1998",0.3642
"Dec. 31, 1997",0.3625
"Sept. 30, 1997",0.3586
"June 30, 1997",0.3571
"March 31, 1997",0.3538
"Dec. 31, 1996",0.3595
"Sept. 30, 1996",0.3653
"June 30, 1996",0.3673
"March 31, 1996",0.3643
"Dec. 31, 1995",0.3557
"Sept. 30, 1995",0.3482
"June 30, 1995",0.342
"March 31, 1995",0.3425
"Dec. 31, 1994",0.3443
"Sept. 30, 1994",0.3446
