date,ev_ebitda
"March 19, 2020",11.46
"March 18, 2020",12.31
"March 17, 2020",12.40
"March 16, 2020",11.48
"March 13, 2020",12.52
"March 12, 2020",11.98
"March 11, 2020",12.46
"March 10, 2020",12.77
"March 9, 2020",12.90
"March 6, 2020",13.25
"March 5, 2020",13.35
"March 4, 2020",13.45
"March 3, 2020",12.88
"March 2, 2020",12.99
"Feb. 28, 2020",12.33
"Feb. 27, 2020",12.62
"Feb. 26, 2020",12.98
"Feb. 25, 2020",12.97
"Feb. 24, 2020",13.14
"Feb. 21, 2020",13.21
"Feb. 20, 2020",13.18
"Feb. 19, 2020",13.06
"Feb. 18, 2020",13.10
"Feb. 14, 2020",13.00
"Feb. 13, 2020",12.89
"Feb. 12, 2020",12.78
"Feb. 11, 2020",12.77
"Feb. 10, 2020",12.79
"Feb. 7, 2020",12.71
"Feb. 6, 2020",12.74
"Feb. 5, 2020",12.71
"Feb. 4, 2020",12.71
"Feb. 3, 2020",12.88
"Jan. 31, 2020",12.88
"Jan. 30, 2020",12.95
"Jan. 29, 2020",12.88
"Jan. 28, 2020",12.82
"Jan. 27, 2020",12.78
"Jan. 24, 2020",12.82
"Jan. 23, 2020",12.77
"Jan. 22, 2020",12.65
"Jan. 21, 2020",12.64
"Jan. 17, 2020",12.54
"Jan. 16, 2020",12.45
"Jan. 15, 2020",12.41
"Jan. 14, 2020",12.27
"Jan. 13, 2020",12.21
"Jan. 10, 2020",12.14
"Jan. 9, 2020",12.05
"Jan. 8, 2020",11.99
"Jan. 7, 2020",11.98
"Jan. 6, 2020",12.04
"Jan. 3, 2020",12.00
"Jan. 2, 2020",12.03
"Dec. 31, 2019",12.20
"Dec. 30, 2019",12.15
"Dec. 27, 2019",12.15
"Dec. 26, 2019",12.14
"Dec. 24, 2019",12.11
"Dec. 23, 2019",12.09
"Dec. 20, 2019",12.17
"Dec. 19, 2019",12.10
"Dec. 18, 2019",12.08
"Dec. 17, 2019",12.01
"Dec. 16, 2019",11.94
"Dec. 13, 2019",11.87
"Dec. 12, 2019",11.83
"Dec. 11, 2019",11.87
"Dec. 10, 2019",11.84
"Dec. 9, 2019",11.82
"Dec. 6, 2019",11.86
"Dec. 5, 2019",11.95
"Dec. 4, 2019",12.03
"Dec. 3, 2019",11.94
"Dec. 2, 2019",11.93
"Nov. 29, 2019",11.99
"Nov. 27, 2019",12.02
"Nov. 26, 2019",12.00
"Nov. 25, 2019",11.95
"Nov. 22, 2019",11.95
"Nov. 21, 2019",11.95
"Nov. 20, 2019",11.98
"Nov. 19, 2019",11.95
"Nov. 18, 2019",11.95
"Nov. 15, 2019",11.87
"Nov. 14, 2019",11.82
"Nov. 13, 2019",11.83
"Nov. 12, 2019",11.68
"Nov. 11, 2019",11.68
"Nov. 8, 2019",11.70
"Nov. 7, 2019",11.69
"Nov. 6, 2019",11.88
"Nov. 5, 2019",11.85
"Nov. 4, 2019",11.88
"Nov. 1, 2019",12.01
"Oct. 31, 2019",12.09
"Oct. 30, 2019",12.05
"Oct. 29, 2019",12.01
"Oct. 28, 2019",12.10
"Oct. 25, 2019",12.24
"Oct. 24, 2019",12.32
"Oct. 23, 2019",12.30
"Oct. 22, 2019",12.29
"Oct. 21, 2019",12.31
"Oct. 18, 2019",12.26
"Oct. 17, 2019",12.22
"Oct. 16, 2019",12.17
"Oct. 15, 2019",12.12
"Oct. 14, 2019",12.19
"Oct. 11, 2019",12.26
"Oct. 10, 2019",12.26
"Oct. 9, 2019",12.31
"Oct. 8, 2019",12.19
"Oct. 7, 2019",12.24
"Oct. 4, 2019",12.26
"Oct. 3, 2019",12.18
"Oct. 2, 2019",12.15
"Oct. 1, 2019",12.24
"Sept. 30, 2019",12.25
"Sept. 27, 2019",12.28
"Sept. 26, 2019",12.27
"Sept. 25, 2019",12.22
"Sept. 24, 2019",12.22
"Sept. 23, 2019",12.11
"Sept. 20, 2019",12.09
"Sept. 19, 2019",12.09
"Sept. 18, 2019",12.10
"Sept. 17, 2019",12.08
"Sept. 16, 2019",12.01
"Sept. 13, 2019",12.01
"Sept. 12, 2019",12.05
"Sept. 11, 2019",11.99
"Sept. 10, 2019",11.96
"Sept. 9, 2019",11.95
"Sept. 6, 2019",12.00
"Sept. 5, 2019",11.97
"Sept. 4, 2019",12.02
"Sept. 3, 2019",11.92
"Aug. 30, 2019",11.80
"Aug. 29, 2019",11.82
"Aug. 28, 2019",11.81
"Aug. 27, 2019",11.84
"Aug. 26, 2019",11.78
"Aug. 23, 2019",11.71
"Aug. 22, 2019",11.76
"Aug. 21, 2019",11.74
"Aug. 20, 2019",11.70
"Aug. 19, 2019",11.69
"Aug. 16, 2019",11.66
"Aug. 15, 2019",11.67
"Aug. 14, 2019",11.52
"Aug. 13, 2019",11.59
"Aug. 12, 2019",11.58
"Aug. 9, 2019",11.64
"Aug. 8, 2019",11.64
"Aug. 7, 2019",11.59
"Aug. 6, 2019",11.55
"Aug. 5, 2019",11.46
"Aug. 2, 2019",11.48
"Aug. 1, 2019",11.46
"July 31, 2019",11.40
"July 30, 2019",11.46
"July 29, 2019",11.49
"July 26, 2019",11.43
"July 25, 2019",11.43
"July 24, 2019",11.45
"July 23, 2019",11.48
"July 22, 2019",11.50
"July 19, 2019",11.48
"July 18, 2019",11.64
"July 17, 2019",11.54
"July 16, 2019",11.51
"July 15, 2019",11.58
"July 12, 2019",11.56
"July 11, 2019",11.60
"July 10, 2019",11.57
