date,zmijewski_score
"Dec. 31, 2019",-0.5026
"Sept. 30, 2019",-0.4914
"June 30, 2019",-0.4973
"March 31, 2019",-0.4802
"Dec. 31, 2018",-0.4858
"Sept. 30, 2018",-0.5111
"June 30, 2018",-0.5026
"March 31, 2018",-0.5004
"Dec. 31, 2017",-0.5264
"Sept. 30, 2017",-0.6737
"June 30, 2017",-0.6871
"March 31, 2017",-0.6879
"Dec. 31, 2016",-0.689
"Sept. 30, 2016",-0.7286
"June 30, 2016",-0.7138
"March 31, 2016",-0.7129
"Dec. 31, 2015",-0.708
"Sept. 30, 2015",-0.74
"June 30, 2015",-0.7317
"March 31, 2015",-0.7019
"Dec. 31, 2014",-0.6894
"Sept. 30, 2014",-0.7863
"June 30, 2014",-0.7679
"March 31, 2014",-0.7462
"Dec. 31, 2013",-0.7439
"Sept. 30, 2013",-0.6801
"June 30, 2013",-0.6747
"March 31, 2013",-0.6437
"Dec. 31, 2012",-0.611
"Sept. 30, 2012",-0.6354
"June 30, 2012",-0.6155
"March 31, 2012",-0.215
"Dec. 31, 2011",-0.2325
"Sept. 30, 2011",-0.308
"June 30, 2011",-0.3259
"March 31, 2011",-0.3602
"Dec. 31, 2010",-0.2716
"Sept. 30, 2010",-0.2411
"June 30, 2010",-0.2111
"March 31, 2010",-0.2598
"Dec. 31, 2009",-0.2029
"Sept. 30, 2009",-0.2373
"June 30, 2009",-0.2166
"March 31, 2009",-0.1778
"Dec. 31, 2008",-0.0218
"Sept. 30, 2008",-0.1549
"June 30, 2008",-0.1087
"March 31, 2008",-0.1442
"Dec. 31, 2007",-0.2382
"Sept. 30, 2007",-0.3596
"June 30, 2007",-0.3875
"March 31, 2007",-0.3799
"Dec. 31, 2006",-0.2984
"Sept. 30, 2006",0.0258
"June 30, 2006",0.158
"March 31, 2006",0.2322
"Dec. 31, 2005",0.289
"Sept. 30, 2005",0.4792
"June 30, 2005",0.337
"March 31, 2005",0.2959
"Dec. 31, 2004",0.1238
"Sept. 30, 2004",0.1185
"June 30, 2004",0.0929
"March 31, 2004",0.0886
"Dec. 31, 2003",0.0909
"Sept. 30, 2003",-0.0034
"June 30, 2003",-0.0079
"March 31, 2003",-0.0357
"Dec. 31, 2002",0.0515
"Sept. 30, 2002",0.0117
"June 30, 2002",0.0427
"March 31, 2002",0.0187
"Dec. 31, 2001",0.0124
"Sept. 30, 2001",0.0969
"June 30, 2001",0.0735
"March 31, 2001",0.0576
"Dec. 31, 2000",-0.0217
"Sept. 30, 2000",-0.1539
"June 30, 2000",-0.0888
"March 31, 2000",-0.1418
"Dec. 31, 1999",-0.1103
"Sept. 30, 1999",-0.0026
"June 30, 1999",0.0355
"March 31, 1999",0.0264
"Dec. 31, 1998",0.0558
"Sept. 30, 1998",-0.0504
"June 30, 1998",-0.1094
"March 31, 1998",-0.0433
"Dec. 31, 1997",-0.028
"Sept. 30, 1997",0.0067
"June 30, 1997",-0.0692
"March 31, 1997",-0.1154
"Dec. 31, 1996",-0.1433
"Sept. 30, 1996",-0.3274
"June 30, 1996",-0.3576
"March 31, 1996",-0.4127
"Dec. 31, 1995",-0.4024
"Sept. 30, 1995",-0.3993
"June 30, 1995",-0.3642
"March 31, 1995",-0.3663
"Dec. 31, 1994",-0.3608
