date,forward_pe_ratio
"March 19, 2020",21.09
"March 18, 2020",23.60
"March 17, 2020",23.87
"March 16, 2020",21.12
"March 13, 2020",24.23
"March 12, 2020",22.61
"March 11, 2020",24.02
"March 10, 2020",24.94
"March 9, 2020",25.33
"March 6, 2020",26.37
"March 5, 2020",26.69
"March 4, 2020",26.99
"March 3, 2020",25.31
"March 2, 2020",25.64
"Feb. 28, 2020",23.68
"Feb. 27, 2020",24.52
"Feb. 26, 2020",25.60
"Feb. 25, 2020",25.58
"Feb. 24, 2020",26.08
"Feb. 21, 2020",26.29
"Feb. 20, 2020",26.20
"Feb. 19, 2020",25.83
"Feb. 18, 2020",25.97
"Feb. 14, 2020",25.66
"Feb. 13, 2020",25.33
"Feb. 12, 2020",25.00
"Feb. 11, 2020",24.98
"Feb. 10, 2020",25.03
"Feb. 7, 2020",24.81
"Feb. 6, 2020",24.89
"Feb. 5, 2020",24.79
"Feb. 4, 2020",24.82
"Feb. 3, 2020",25.31
"Jan. 31, 2020",25.32
"Jan. 30, 2020",25.53
"Jan. 29, 2020",25.31
"Jan. 28, 2020",25.14
"Jan. 27, 2020",25.03
"Jan. 24, 2020",25.15
"Jan. 23, 2020",24.99
"Jan. 22, 2020",24.64
"Jan. 21, 2020",24.60
"Jan. 17, 2020",24.30
"Jan. 16, 2020",24.04
"Jan. 15, 2020",23.92
"Jan. 14, 2020",23.52
"Jan. 13, 2020",23.32
"Jan. 10, 2020",23.12
"Jan. 9, 2020",22.84
"Jan. 8, 2020",22.67
"Jan. 7, 2020",22.65
"Jan. 6, 2020",22.82
"Jan. 3, 2020",22.70
"Jan. 2, 2020",22.80
"Dec. 31, 2019",23.30
"Dec. 30, 2019",24.44
"Dec. 27, 2019",24.41
"Dec. 26, 2019",24.41
"Dec. 24, 2019",24.31
"Dec. 23, 2019",24.24
"Dec. 20, 2019",24.49
"Dec. 19, 2019",24.26
"Dec. 18, 2019",24.20
"Dec. 17, 2019",23.97
"Dec. 16, 2019",23.76
"Dec. 13, 2019",23.55
"Dec. 12, 2019",23.41
"Dec. 11, 2019",23.55
"Dec. 10, 2019",23.45
"Dec. 9, 2019",23.37
