date,days_inventory_outstanding
"Dec. 31, 2019",18.52
"Sept. 30, 2019",16.26
"June 30, 2019",21.70
"March 31, 2019",17.93
"Dec. 31, 2018",18.52
"Sept. 30, 2018",14.00
"June 30, 2018",20.98
"March 31, 2018",17.38
"Dec. 31, 2017",25.88
"Sept. 30, 2017",28.12
"June 30, 2017",34.39
"March 31, 2017",28.85
"Dec. 31, 2016",33.34
"Sept. 30, 2016",27.80
"June 30, 2016",32.97
"March 31, 2016",29.53
"Dec. 31, 2015",32.78
"Sept. 30, 2015",26.22
"June 30, 2015",26.01
"March 31, 2015",19.26
"Dec. 31, 2014",29.39
"Sept. 30, 2014",26.48
"June 30, 2014",23.32
"March 31, 2014",18.23
"Dec. 31, 2013",27.03
"Sept. 30, 2013",25.86
"June 30, 2013",28.05
"March 31, 2013",21.14
"Dec. 31, 2012",25.97
"Sept. 30, 2012",24.22
"June 30, 2012",20.50
"March 31, 2012",32.49
"Dec. 31, 2011",16.23
"Sept. 30, 2011",48.42
"June 30, 2011",47.93
"March 31, 2011",42.98
"Dec. 31, 2010",14.98
"Sept. 30, 2010",43.72
"June 30, 2010",32.06
"March 31, 2010",38.33
"Dec. 31, 2009",42.79
"Sept. 30, 2009",40.29
"June 30, 2009",38.66
"March 31, 2009",29.14
"Dec. 31, 2008",26.65
"Sept. 30, 2008",22.04
"June 30, 2008",19.51
"March 31, 2008",15.08
"Dec. 31, 2007",12.97
"Sept. 30, 2007",21.60
"June 30, 2007",18.44
"March 31, 2007",13.35
"Dec. 31, 2006",17.14
"Sept. 30, 2006",14.61
"June 30, 2006",12.08
"March 31, 2006",10.13
"Dec. 31, 2005",11.00
"Sept. 30, 2005",14.85
"June 30, 2005",14.91
"March 31, 2005",8.977
"Dec. 31, 2004",14.70
"Sept. 30, 2004",14.72
"June 30, 2004",13.85
"March 31, 2004",10.73
"Dec. 31, 2003",14.81
"Sept. 30, 2003",12.56
"June 30, 2003",14.00
"March 31, 2003",10.93
"Dec. 31, 2002",12.56
"Sept. 30, 2002",14.46
"June 30, 2002",9.044
"March 31, 2002",13.65
"Dec. 31, 2001",12.82
"Sept. 30, 2001",9.548
"June 30, 2001",8.890
"March 31, 2001",10.08
"Dec. 31, 2000",19.09
"Sept. 30, 2000",17.02
"June 30, 2000",19.34
"March 31, 2000",20.63
"Dec. 31, 1999",31.46
"Sept. 30, 1999",31.02
"June 30, 1999",48.12
"March 31, 1999",48.26
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",62.51
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",72.89
"March 31, 1997",
"Dec. 31, 1996",59.05
"Sept. 30, 1996",61.25
"June 30, 1996",94.17
"March 31, 1996",58.87
"Dec. 31, 1995",81.56
"Sept. 30, 1995",76.94
"June 30, 1995",90.66
"March 31, 1995",74.12
"Dec. 31, 1994",87.56
"Sept. 30, 1994",82.98
"June 30, 1994",99.09
