date,sales_est_0y
"March 19, 2020",9.118B
"March 14, 2020",9.118B
"March 12, 2020",9.118B
"March 11, 2020",9.128B
"March 10, 2020",9.144B
"Feb. 28, 2020",9.144B
"Feb. 24, 2020",9.192B
"Feb. 21, 2020",9.191B
"Feb. 20, 2020",9.397B
"Feb. 11, 2020",9.021B
"Feb. 10, 2020",9.021B
"Jan. 22, 2020",9.021B
"Jan. 21, 2020",9.035B
"Jan. 17, 2020",9.067B
"Jan. 16, 2020",9.064B
"Jan. 15, 2020",9.101B
"Dec. 31, 2019",8.648B
"Dec. 11, 2019",8.747B
"Nov. 25, 2019",8.732B
"Nov. 7, 2019",8.732B
"Nov. 6, 2019",8.653B
"Oct. 21, 2019",8.591B
"Oct. 17, 2019",8.593B
"Oct. 9, 2019",8.594B
"Oct. 4, 2019",8.587B
"Oct. 3, 2019",8.668B
"Oct. 2, 2019",8.668B
"Sept. 24, 2019",8.654B
"Aug. 19, 2019",8.668B
"Aug. 16, 2019",8.670B
"Aug. 5, 2019",8.670B
"Aug. 4, 2019",8.657B
"Aug. 1, 2019",8.761B
"July 23, 2019",8.772B
"July 22, 2019",8.712B
"July 19, 2019",8.712B
"July 18, 2019",8.712B
"July 16, 2019",8.704B
"July 12, 2019",8.697B
"June 7, 2019",8.697B
"June 4, 2019",8.719B
"June 3, 2019",8.729B
"May 31, 2019",8.729B
"May 6, 2019",8.704B
"May 3, 2019",8.700B
"May 2, 2019",8.565B
"April 29, 2019",8.523B
"April 22, 2019",8.522B
"April 18, 2019",8.484B
"April 17, 2019",8.470B
"April 8, 2019",8.465B
"March 13, 2019",8.465B
"March 7, 2019",8.450B
"March 4, 2019",8.407B
"March 1, 2019",8.410B
"Feb. 25, 2019",8.411B
"Feb. 22, 2019",8.386B
"Feb. 21, 2019",8.365B
"Feb. 19, 2019",8.335B
"Feb. 6, 2019",8.335B
"Feb. 3, 2019",8.335B
"Jan. 30, 2019",8.335B
"Jan. 23, 2019",8.310B
"Jan. 14, 2019",8.305B
"Jan. 11, 2019",8.306B
"Jan. 7, 2019",8.277B
"Dec. 31, 2018",8.235B
"Dec. 4, 2018",8.084B
"Nov. 27, 2018",8.079B
"Nov. 19, 2018",8.058B
"Nov. 9, 2018",8.058B
"Nov. 5, 2018",8.058B
"Nov. 4, 2018",7.847B
"Nov. 2, 2018",7.847B
"Oct. 19, 2018",8.019B
"Oct. 18, 2018",8.019B
"Oct. 17, 2018",8.019B
"Oct. 11, 2018",8.018B
"Oct. 8, 2018",8.006B
"Sept. 4, 2018",7.957B
"Aug. 29, 2018",7.956B
"Aug. 7, 2018",7.956B
"Aug. 3, 2018",7.956B
"Aug. 2, 2018",7.992B
"Aug. 1, 2018",7.986B
"July 18, 2018",7.913B
"July 13, 2018",7.913B
"July 9, 2018",7.918B
"June 18, 2018",7.918B
"June 4, 2018",7.921B
"May 17, 2018",7.888B
"May 15, 2018",7.890B
"May 11, 2018",7.832B
"May 4, 2018",7.739B
"May 1, 2018",7.861B
"April 30, 2018",7.812B
"April 24, 2018",7.835B
"April 20, 2018",7.835B
"April 13, 2018",7.835B
"April 10, 2018",7.835B
"April 4, 2018",7.823B
"April 3, 2018",7.820B
"April 2, 2018",7.817B
"March 5, 2018",7.820B
"Feb. 26, 2018",7.809B
"Feb. 25, 2018",7.879B
"Feb. 15, 2018",7.875B
"Feb. 8, 2018",7.877B
"Feb. 2, 2018",7.910B
"Feb. 1, 2018",7.927B
"Jan. 29, 2018",7.926B
"Jan. 25, 2018",7.959B
"Jan. 18, 2018",7.952B
"Jan. 17, 2018",7.987B
"Jan. 10, 2018",7.986B
