date,forward_pe_ratio_1y
"March 19, 2020",19.75
"March 18, 2020",22.10
"March 17, 2020",22.35
"March 16, 2020",19.78
"March 13, 2020",22.69
"March 12, 2020",21.17
"March 11, 2020",22.50
"March 10, 2020",23.36
"March 9, 2020",23.72
"March 6, 2020",24.69
"March 5, 2020",25.08
"March 4, 2020",25.36
"March 3, 2020",23.78
"March 2, 2020",24.10
"Feb. 28, 2020",22.25
"Feb. 27, 2020",23.04
"Feb. 26, 2020",24.06
"Feb. 25, 2020",24.04
"Feb. 24, 2020",24.51
"Feb. 21, 2020",24.70
"Feb. 20, 2020",24.62
"Feb. 19, 2020",24.27
"Feb. 18, 2020",24.40
"Feb. 14, 2020",24.11
"Feb. 13, 2020",23.80
"Feb. 12, 2020",23.49
"Feb. 11, 2020",23.47
"Feb. 10, 2020",23.52
"Feb. 7, 2020",23.32
"Feb. 6, 2020",23.39
"Feb. 5, 2020",23.29
"Feb. 4, 2020",23.32
"Feb. 3, 2020",23.79
"Jan. 31, 2020",23.79
"Jan. 30, 2020",23.99
"Jan. 29, 2020",23.78
"Jan. 28, 2020",23.63
"Jan. 27, 2020",23.52
"Jan. 24, 2020",23.63
"Jan. 23, 2020",23.48
"Jan. 22, 2020",23.15
"Jan. 21, 2020",23.11
"Jan. 17, 2020",22.84
"Jan. 16, 2020",22.59
"Jan. 15, 2020",22.48
"Jan. 14, 2020",22.10
"Jan. 13, 2020",21.92
"Jan. 10, 2020",21.73
"Jan. 9, 2020",21.47
"Jan. 8, 2020",21.30
"Jan. 7, 2020",21.28
"Jan. 6, 2020",21.44
"Jan. 3, 2020",21.33
"Jan. 2, 2020",21.42
"Dec. 31, 2019",21.90
"Dec. 30, 2019",23.12
"Dec. 27, 2019",23.10
"Dec. 26, 2019",23.09
"Dec. 24, 2019",23.00
"Dec. 23, 2019",22.94
"Dec. 20, 2019",23.17
"Dec. 19, 2019",22.95
"Dec. 18, 2019",22.90
"Dec. 17, 2019",22.68
"Dec. 16, 2019",22.48
"Dec. 13, 2019",22.28
"Dec. 12, 2019",22.15
"Dec. 11, 2019",22.28
"Dec. 10, 2019",22.18
"Dec. 9, 2019",22.11
"Dec. 6, 2019",22.24
"Dec. 5, 2019",22.51
"Dec. 4, 2019",22.74
"Dec. 3, 2019",22.47
"Dec. 2, 2019",22.47
"Nov. 29, 2019",22.64
"Nov. 27, 2019",22.71
"Nov. 26, 2019",22.66
"Nov. 25, 2019",22.50
"Nov. 22, 2019",22.52
"Nov. 21, 2019",22.52
"Nov. 20, 2019",22.60
"Nov. 19, 2019",22.52
"Nov. 18, 2019",22.50
"Nov. 15, 2019",22.26
"Nov. 14, 2019",22.13
"Nov. 13, 2019",22.16
"Nov. 12, 2019",21.69
"Nov. 11, 2019",21.72
"Nov. 8, 2019",21.75
"Nov. 7, 2019",21.75
"Nov. 6, 2019",22.29
"Nov. 5, 2019",22.21
"Nov. 4, 2019",22.30
"Nov. 1, 2019",22.68
"Oct. 31, 2019",22.94
"Oct. 30, 2019",22.80
"Oct. 29, 2019",22.71
"Oct. 28, 2019",22.97
"Oct. 25, 2019",23.37
"Oct. 24, 2019",23.61
"Oct. 23, 2019",23.57
"Oct. 22, 2019",23.52
"Oct. 21, 2019",23.60
"Oct. 18, 2019",23.45
"Oct. 17, 2019",23.32
"Oct. 16, 2019",23.17
"Oct. 15, 2019",23.03
"Oct. 14, 2019",23.22
"Oct. 11, 2019",23.44
"Oct. 10, 2019",23.43
"Oct. 9, 2019",23.58
"Oct. 8, 2019",23.24
"Oct. 7, 2019",23.38
"Oct. 4, 2019",23.45
"Oct. 3, 2019",23.19
"Oct. 2, 2019",23.12
"Oct. 1, 2019",23.38
"Sept. 30, 2019",23.41
"Sept. 27, 2019",23.38
"Sept. 26, 2019",23.35
"Sept. 25, 2019",23.18
"Sept. 24, 2019",23.19
"Sept. 23, 2019",22.87
"Sept. 20, 2019",22.81
"Sept. 19, 2019",22.80
"Sept. 18, 2019",22.84
"Sept. 17, 2019",22.78
"Sept. 16, 2019",22.58
"Sept. 13, 2019",22.57
"Sept. 12, 2019",22.70
"Sept. 11, 2019",22.51
"Sept. 10, 2019",22.43
"Sept. 9, 2019",22.41
"Sept. 6, 2019",22.56
"Sept. 5, 2019",22.47
"Sept. 4, 2019",22.60
"Sept. 3, 2019",22.32
