date,three_year_return
"Aug. 21, 2019",43.25%
"Aug. 20, 2019",42.42%
"Aug. 19, 2019",42.19%
"Aug. 16, 2019",41.77%
"Aug. 15, 2019",39.81%
"Aug. 14, 2019",34.78%
"Aug. 13, 2019",36.09%
"Aug. 12, 2019",35.85%
"Aug. 9, 2019",37.98%
"Aug. 8, 2019",38.12%
"Aug. 7, 2019",37.28%
"Aug. 6, 2019",36.48%
"Aug. 5, 2019",34.91%
"Aug. 2, 2019",31.13%
"Aug. 1, 2019",29.66%
"July 31, 2019",29.70%
"July 30, 2019",30.84%
"July 29, 2019",31.32%
"July 26, 2019",30.75%
"July 25, 2019",29.44%
"July 24, 2019",29.79%
"July 23, 2019",30.35%
"July 22, 2019",30.62%
"July 19, 2019",32.16%
"July 18, 2019",34.87%
"July 17, 2019",33.68%
"July 16, 2019",33.21%
"July 15, 2019",34.35%
"July 12, 2019",33.97%
"July 11, 2019",31.57%
"July 10, 2019",30.38%
"July 9, 2019",29.19%
"July 8, 2019",29.33%
"July 5, 2019",27.78%
"July 3, 2019",29.16%
"July 2, 2019",28.39%
"July 1, 2019",26.71%
"June 28, 2019",29.88%
"June 27, 2019",28.71%
"June 26, 2019",31.72%
"June 25, 2019",34.53%
"June 24, 2019",35.25%
"June 21, 2019",35.72%
"June 20, 2019",36.45%
"June 19, 2019",35.65%
"June 18, 2019",34.10%
"June 17, 2019",34.47%
"June 14, 2019",35.12%
"June 13, 2019",34.70%
"June 12, 2019",34.99%
"June 11, 2019",33.17%
"June 10, 2019",34.12%
"June 7, 2019",36.98%
"June 6, 2019",37.67%
"June 5, 2019",35.90%
"June 4, 2019",32.46%
"June 3, 2019",33.24%
"May 31, 2019",33.67%
"May 30, 2019",33.01%
"May 29, 2019",32.50%
"May 28, 2019",34.76%
"May 24, 2019",36.97%
"May 23, 2019",38.18%
"May 22, 2019",34.29%
"May 21, 2019",34.29%
"May 20, 2019",34.09%
"May 17, 2019",31.73%
"May 16, 2019",27.45%
"May 15, 2019",26.50%
"May 14, 2019",26.49%
"May 13, 2019",27.18%
"May 10, 2019",24.71%
"May 9, 2019",22.35%
"May 8, 2019",23.16%
"May 7, 2019",25.10%
"May 6, 2019",25.73%
"May 3, 2019",26.52%
"May 2, 2019",25.32%
"May 1, 2019",26.03%
"April 30, 2019",26.97%
"April 29, 2019",25.05%
"April 26, 2019",28.29%
"April 25, 2019",27.64%
"April 24, 2019",27.91%
"April 23, 2019",27.08%
"April 22, 2019",26.34%
"April 18, 2019",22.48%
"April 17, 2019",23.78%
"April 16, 2019",23.68%
"April 15, 2019",24.79%
"April 12, 2019",24.72%
"April 11, 2019",24.67%
"April 10, 2019",23.24%
"April 9, 2019",24.07%
"April 8, 2019",23.79%
"April 5, 2019",24.53%
"April 4, 2019",20.09%
"April 3, 2019",19.92%
"April 2, 2019",20.29%
"April 1, 2019",20.20%
"March 29, 2019",21.22%
"March 28, 2019",21.76%
"March 27, 2019",23.17%
"March 26, 2019",24.42%
"March 25, 2019",24.11%
"March 22, 2019",24.72%
"March 21, 2019",23.56%
"March 20, 2019",22.78%
"March 19, 2019",22.75%
"March 18, 2019",24.60%
"March 15, 2019",26.40%
"March 14, 2019",24.99%
"March 13, 2019",24.85%
"March 12, 2019",24.69%
"March 11, 2019",24.28%
"March 8, 2019",22.91%
"March 7, 2019",23.67%
"March 6, 2019",24.36%
"March 5, 2019",23.50%
"March 4, 2019",24.18%
"March 1, 2019",28.60%
"Feb. 28, 2019",27.46%
"Feb. 27, 2019",27.19%
"Feb. 26, 2019",27.19%
"Feb. 25, 2019",22.43%
"Feb. 22, 2019",27.03%
"Feb. 21, 2019",29.01%
"Feb. 20, 2019",28.53%
"Feb. 19, 2019",28.77%
"Feb. 15, 2019",31.19%
"Feb. 14, 2019",31.00%
"Feb. 13, 2019",30.93%
"Feb. 12, 2019",31.34%
"Feb. 11, 2019",30.15%
"Feb. 8, 2019",29.51%
"Feb. 7, 2019",28.10%
"Feb. 6, 2019",26.27%
"Feb. 5, 2019",26.80%
"Feb. 4, 2019",25.65%
"Feb. 1, 2019",26.70%
"Jan. 31, 2019",29.01%
"Jan. 30, 2019",25.61%
"Jan. 29, 2019",25.19%
"Jan. 28, 2019",26.41%
"Jan. 25, 2019",30.29%
"Jan. 24, 2019",32.73%
"Jan. 23, 2019",32.42%
"Jan. 22, 2019",30.85%
"Jan. 18, 2019",31.68%
"Jan. 17, 2019",30.92%
"Jan. 16, 2019",29.71%
"Jan. 15, 2019",29.23%
"Jan. 14, 2019",26.46%
"Jan. 11, 2019",29.32%
"Jan. 10, 2019",29.97%
"Jan. 9, 2019",27.41%
"Jan. 8, 2019",28.10%
"Jan. 7, 2019",25.01%
"Jan. 4, 2019",25.96%
"Jan. 3, 2019",24.24%
"Jan. 2, 2019",24.32%
"Dec. 31, 2018",27.35%
"Dec. 28, 2018",24.75%
"Dec. 27, 2018",25.20%
"Dec. 26, 2018",24.16%
"Dec. 24, 2018",22.50%
"Dec. 21, 2018",32.75%
"Dec. 20, 2018",33.14%
"Dec. 19, 2018",33.38%
"Dec. 18, 2018",32.92%
"Dec. 17, 2018",30.03%
"Dec. 14, 2018",41.84%
"Dec. 13, 2018",43.59%
"Dec. 12, 2018",42.00%
"Dec. 11, 2018",43.47%
"Dec. 10, 2018",42.53%
"Dec. 7, 2018",35.72%
"Dec. 6, 2018",36.56%
"Dec. 4, 2018",36.18%
"Dec. 3, 2018",39.38%
"Nov. 30, 2018",34.13%
"Nov. 29, 2018",32.73%
"Nov. 28, 2018",33.45%
"Nov. 27, 2018",33.49%
"Nov. 26, 2018",32.64%
"Nov. 23, 2018",30.69%
"Nov. 21, 2018",29.12%
"Nov. 20, 2018",31.49%
"Nov. 19, 2018",32.01%
"Nov. 16, 2018",31.53%
"Nov. 15, 2018",32.93%
"Nov. 14, 2018",31.39%
"Nov. 13, 2018",32.07%
"Nov. 12, 2018",30.36%
"Nov. 9, 2018",32.00%
"Nov. 8, 2018",31.66%
"Nov. 7, 2018",31.33%
"Nov. 6, 2018",29.48%
"Nov. 5, 2018",22.17%
"Nov. 2, 2018",22.04%
"Nov. 1, 2018",23.07%
"Oct. 31, 2018",24.19%
"Oct. 30, 2018",25.70%
"Oct. 29, 2018",25.95%
"Oct. 26, 2018",20.60%
"Oct. 25, 2018",23.11%
"Oct. 24, 2018",25.43%
"Oct. 23, 2018",22.39%
"Oct. 22, 2018",19.92%
"Oct. 19, 2018",21.84%
"Oct. 18, 2018",19.03%
"Oct. 17, 2018",19.62%
"Oct. 16, 2018",18.61%
"Oct. 15, 2018",18.41%
"Oct. 12, 2018",20.20%
"Oct. 11, 2018",21.82%
"Oct. 10, 2018",24.51%
"Oct. 9, 2018",25.14%
"Oct. 8, 2018",23.03%
"Oct. 5, 2018",22.11%
"Oct. 4, 2018",21.84%
"Oct. 3, 2018",20.95%
"Oct. 2, 2018",23.06%
"Oct. 1, 2018",23.24%
"Sept. 28, 2018",25.16%
"Sept. 27, 2018",23.87%
"Sept. 26, 2018",23.13%
"Sept. 25, 2018",24.12%
"Sept. 24, 2018",27.63%
"Sept. 21, 2018",30.84%
"Sept. 20, 2018",30.81%
"Sept. 19, 2018",31.36%
"Sept. 18, 2018",34.77%
"Sept. 17, 2018",33.80%
"Sept. 14, 2018",37.36%
"Sept. 13, 2018",38.01%
"Sept. 12, 2018",37.14%
"Sept. 11, 2018",37.27%
"Sept. 10, 2018",39.12%
"Sept. 7, 2018",37.32%
"Sept. 6, 2018",38.85%
"Sept. 5, 2018",38.57%
"Sept. 4, 2018",36.47%
"Aug. 31, 2018",32.16%
"Aug. 30, 2018",29.72%
"Aug. 29, 2018",28.76%
"Aug. 28, 2018",28.06%
"Aug. 27, 2018",28.03%
"Aug. 24, 2018",28.29%
"Aug. 23, 2018",22.32%
"Aug. 22, 2018",22.18%
"Aug. 21, 2018",23.06%
"Aug. 20, 2018",22.28%
"Aug. 17, 2018",22.53%
"Aug. 16, 2018",23.08%
"Aug. 15, 2018",21.81%
"Aug. 14, 2018",20.75%
"Aug. 13, 2018",21.58%
"Aug. 10, 2018",22.65%
"Aug. 9, 2018",22.77%
"Aug. 8, 2018",22.39%
"Aug. 7, 2018",22.47%
"Aug. 6, 2018",23.34%
"Aug. 3, 2018",22.23%
"Aug. 2, 2018",20.68%
"Aug. 1, 2018",20.15%
"July 31, 2018",22.12%
"July 30, 2018",22.53%
"July 27, 2018",25.51%
"July 26, 2018",27.85%
"July 25, 2018",25.69%
"July 24, 2018",24.59%
"July 23, 2018",23.46%
"July 20, 2018",23.48%
"July 19, 2018",23.46%
"July 18, 2018",22.12%
"July 17, 2018",22.85%
"July 16, 2018",22.24%
"July 13, 2018",25.72%
"July 12, 2018",26.12%
"July 11, 2018",26.36%
"July 10, 2018",25.23%
"July 9, 2018",25.10%
"July 6, 2018",30.23%
"July 5, 2018",28.40%
"July 3, 2018",27.97%
"July 2, 2018",26.90%
"June 29, 2018",28.81%
"June 28, 2018",26.72%
"June 27, 2018",26.09%
"June 26, 2018",25.14%
"June 25, 2018",25.97%
"June 22, 2018",20.34%
"June 21, 2018",19.17%
"June 20, 2018",19.41%
"June 19, 2018",19.30%
"June 18, 2018",16.49%
"June 15, 2018",18.71%
"June 14, 2018",17.12%
"June 13, 2018",15.90%
"June 12, 2018",16.44%
"June 11, 2018",13.31%
"June 8, 2018",15.61%
"June 7, 2018",14.80%
"June 6, 2018",14.89%
"June 5, 2018",17.78%
"June 4, 2018",16.99%
"June 1, 2018",13.44%
"May 31, 2018",15.90%
"May 30, 2018",16.02%
"May 29, 2018",15.35%
"May 25, 2018",14.14%
"May 24, 2018",14.89%
"May 23, 2018",14.71%
"May 22, 2018",17.22%
"May 21, 2018",16.27%
"May 18, 2018",15.94%
"May 17, 2018",16.13%
"May 16, 2018",16.82%
"May 15, 2018",16.72%
"May 14, 2018",18.52%
"May 11, 2018",19.65%
"May 10, 2018",19.58%
"May 9, 2018",17.62%
"May 8, 2018",18.28%
"May 7, 2018",22.56%
"May 4, 2018",19.61%
"May 3, 2018",20.41%
"May 2, 2018",22.09%
"May 1, 2018",22.21%
"April 30, 2018",23.56%
"April 27, 2018",21.68%
"April 26, 2018",19.35%
"April 25, 2018",18.06%
"April 24, 2018",18.19%
"April 23, 2018",19.33%
"April 20, 2018",17.27%
"April 19, 2018",19.60%
"April 18, 2018",19.68%
"April 17, 2018",20.36%
"April 16, 2018",18.53%
"April 13, 2018",18.82%
"April 12, 2018",16.12%
"April 11, 2018",17.64%
"April 10, 2018",17.45%
"April 9, 2018",19.52%
"April 6, 2018",16.85%
"April 5, 2018",18.50%
"April 4, 2018",17.56%
"April 3, 2018",17.10%
"April 2, 2018",15.86%
"March 29, 2018",17.56%
"March 28, 2018",16.66%
"March 27, 2018",16.90%
"March 26, 2018",15.27%
"March 23, 2018",10.34%
"March 22, 2018",12.74%
"March 21, 2018",12.64%
"March 20, 2018",13.06%
"March 19, 2018",14.41%
"March 16, 2018",17.08%
"March 15, 2018",17.20%
"March 14, 2018",16.41%
"March 13, 2018",15.37%
"March 12, 2018",14.88%
"March 9, 2018",17.15%
"March 8, 2018",16.63%
"March 7, 2018",15.44%
"March 6, 2018",16.24%
"March 5, 2018",14.18%
"March 2, 2018",13.63%
"March 1, 2018",9.28%
"Feb. 28, 2018",10.14%
"Feb. 27, 2018",10.90%
"Feb. 26, 2018",13.46%
"Feb. 23, 2018",12.85%
"Feb. 22, 2018",9.40%
"Feb. 21, 2018",9.17%
"Feb. 20, 2018",10.72%
"Feb. 16, 2018",15.88%
"Feb. 15, 2018",14.80%
"Feb. 14, 2018",12.86%
"Feb. 13, 2018",12.94%
"Feb. 12, 2018",10.00%
"Feb. 9, 2018",7.28%
"Feb. 8, 2018",4.47%
"Feb. 7, 2018",5.92%
"Feb. 6, 2018",7.13%
"Feb. 5, 2018",3.64%
"Feb. 2, 2018",5.70%
"Feb. 1, 2018",8.24%
"Jan. 31, 2018",13.51%
"Jan. 30, 2018",12.56%
"Jan. 29, 2018",10.71%
"Jan. 26, 2018",14.82%
"Jan. 25, 2018",15.63%
"Jan. 24, 2018",9.47%
"Jan. 23, 2018",9.46%
"Jan. 22, 2018",9.36%
"Jan. 19, 2018",9.43%
"Jan. 18, 2018",9.47%
"Jan. 17, 2018",10.98%
"Jan. 16, 2018",9.72%
"Jan. 12, 2018",15.04%
"Jan. 11, 2018",15.03%
"Jan. 10, 2018",14.66%
"Jan. 9, 2018",15.52%
"Jan. 8, 2018",14.94%
"Jan. 5, 2018",16.07%
"Jan. 4, 2018",14.83%
"Jan. 3, 2018",16.47%
"Jan. 2, 2018",17.51%
"Dec. 29, 2017",12.52%
"Dec. 28, 2017",13.08%
"Dec. 27, 2017",12.32%
"Dec. 26, 2017",11.30%
"Dec. 22, 2017",17.55%
"Dec. 21, 2017",17.61%
"Dec. 20, 2017",18.06%
"Dec. 19, 2017",18.77%
"Dec. 18, 2017",20.88%
"Dec. 15, 2017",27.38%
"Dec. 14, 2017",26.67%
"Dec. 13, 2017",27.26%
"Dec. 12, 2017",25.56%
"Dec. 11, 2017",27.13%
"Dec. 8, 2017",25.54%
"Dec. 7, 2017",26.46%
"Dec. 6, 2017",26.85%
"Dec. 5, 2017",26.40%
"Dec. 4, 2017",27.00%
"Dec. 1, 2017",29.08%
"Nov. 30, 2017",28.06%
"Nov. 29, 2017",27.59%
"Nov. 28, 2017",27.49%
"Nov. 27, 2017",29.77%
"Nov. 24, 2017",28.63%
"Nov. 22, 2017",26.71%
"Nov. 21, 2017",26.95%
"Nov. 20, 2017",27.78%
"Nov. 17, 2017",29.87%
"Nov. 16, 2017",32.97%
"Nov. 15, 2017",33.20%
"Nov. 14, 2017",34.86%
"Nov. 13, 2017",31.44%
"Nov. 10, 2017",26.30%
"Nov. 9, 2017",27.57%
"Nov. 8, 2017",27.48%
"Nov. 7, 2017",27.26%
"Nov. 6, 2017",28.69%
"Nov. 3, 2017",28.16%
"Nov. 2, 2017",28.13%
"Nov. 1, 2017",27.01%
"Oct. 31, 2017",26.93%
"Oct. 30, 2017",26.63%
"Oct. 27, 2017",29.60%
"Oct. 26, 2017",28.09%
"Oct. 25, 2017",28.28%
"Oct. 24, 2017",28.46%
"Oct. 23, 2017",28.84%
"Oct. 20, 2017",29.25%
"Oct. 19, 2017",31.54%
"Oct. 18, 2017",30.22%
"Oct. 17, 2017",30.86%
"Oct. 16, 2017",30.38%
"Oct. 13, 2017",31.82%
"Oct. 12, 2017",32.74%
"Oct. 11, 2017",31.94%
"Oct. 10, 2017",30.56%
"Oct. 9, 2017",30.85%
"Oct. 6, 2017",32.56%
"Oct. 5, 2017",33.11%
"Oct. 4, 2017",33.46%
"Oct. 3, 2017",32.18%
"Oct. 2, 2017",34.03%
"Sept. 29, 2017",36.40%
"Sept. 28, 2017",36.42%
"Sept. 27, 2017",36.10%
"Sept. 26, 2017",38.15%
"Sept. 25, 2017",38.85%
"Sept. 22, 2017",35.18%
"Sept. 21, 2017",35.18%
"Sept. 20, 2017",35.27%
"Sept. 19, 2017",35.91%
"Sept. 18, 2017",36.30%
"Sept. 15, 2017",40.88%
"Sept. 14, 2017",41.46%
"Sept. 13, 2017",39.94%
"Sept. 12, 2017",40.54%
"Sept. 11, 2017",41.27%
"Sept. 8, 2017",37.01%
"Sept. 7, 2017",35.71%
"Sept. 6, 2017",34.44%
"Sept. 5, 2017",35.17%
"Sept. 1, 2017",36.35%
"Aug. 31, 2017",37.28%
"Aug. 30, 2017",37.81%
"Aug. 29, 2017",37.92%
"Aug. 28, 2017",38.81%
"Aug. 25, 2017",39.10%
"Aug. 24, 2017",39.44%
"Aug. 23, 2017",39.81%
"Aug. 22, 2017",39.30%
"Aug. 21, 2017",39.38%
"Aug. 18, 2017",42.73%
"Aug. 17, 2017",41.41%
"Aug. 16, 2017",42.18%
"Aug. 15, 2017",41.66%
"Aug. 14, 2017",41.20%
"Aug. 11, 2017",42.93%
"Aug. 10, 2017",43.10%
"Aug. 9, 2017",41.97%
"Aug. 8, 2017",43.31%
"Aug. 7, 2017",46.14%
"Aug. 4, 2017",42.58%
"Aug. 3, 2017",41.31%
"Aug. 2, 2017",39.44%
"Aug. 1, 2017",39.05%
"July 31, 2017",38.47%
"July 28, 2017",31.30%
"July 27, 2017",33.90%
"July 26, 2017",34.41%
"July 25, 2017",33.39%
"July 24, 2017",33.52%
"July 21, 2017",35.40%
"July 20, 2017",34.41%
"July 19, 2017",33.22%
"July 18, 2017",32.72%
"July 17, 2017",33.90%
"July 14, 2017",33.32%
"July 13, 2017",30.99%
"July 12, 2017",31.25%
"July 11, 2017",30.81%
"July 10, 2017",30.13%
"July 7, 2017",31.36%
"July 6, 2017",31.33%
"July 5, 2017",31.50%
"July 3, 2017",32.25%
"June 30, 2017",28.43%
"June 29, 2017",29.53%
"June 28, 2017",30.67%
"June 27, 2017",32.29%
"June 26, 2017",33.97%
"June 23, 2017",34.54%
"June 22, 2017",33.91%
"June 21, 2017",35.03%
"June 20, 2017",35.31%
"June 19, 2017",34.20%
"June 16, 2017",38.20%
"June 15, 2017",38.05%
"June 14, 2017",37.68%
"June 13, 2017",37.04%
"June 12, 2017",38.12%
"June 9, 2017",37.92%
"June 8, 2017",36.57%
"June 7, 2017",37.60%
"June 6, 2017",36.68%
"June 5, 2017",36.60%
"June 2, 2017",37.56%
"June 1, 2017",37.33%
"May 31, 2017",36.72%
"May 30, 2017",35.42%
"May 26, 2017",35.75%
"May 25, 2017",36.72%
"May 24, 2017",35.77%
"May 23, 2017",35.18%
"May 22, 2017",33.52%
"May 19, 2017",32.81%
"May 18, 2017",31.01%
"May 17, 2017",30.90%
"May 16, 2017",29.69%
"May 15, 2017",32.28%
"May 12, 2017",32.62%
"May 11, 2017",29.95%
"May 10, 2017",29.41%
"May 9, 2017",29.67%
"May 8, 2017",28.60%
"May 5, 2017",27.73%
"May 4, 2017",29.38%
"May 3, 2017",28.56%
"May 2, 2017",28.80%
"May 1, 2017",25.40%
"April 28, 2017",25.55%
"April 27, 2017",27.25%
"April 26, 2017",27.19%
"April 25, 2017",27.74%
"April 24, 2017",29.26%
"April 21, 2017",30.82%
"April 20, 2017",29.41%
"April 19, 2017",29.85%
"April 18, 2017",30.94%
"April 17, 2017",31.26%
"April 13, 2017",31.21%
"April 12, 2017",31.78%
"April 11, 2017",30.30%
"April 10, 2017",30.60%
"April 7, 2017",31.71%
"April 6, 2017",32.05%
"April 5, 2017",31.76%
"April 4, 2017",30.54%
"April 3, 2017",30.95%
"March 31, 2017",29.19%
"March 30, 2017",30.41%
"March 29, 2017",31.41%
"March 28, 2017",32.35%
"March 27, 2017",32.48%
"March 24, 2017",34.10%
"March 23, 2017",34.33%
"March 22, 2017",34.42%
"March 21, 2017",33.81%
"March 20, 2017",32.76%
"March 17, 2017",30.72%
"March 16, 2017",30.41%
"March 15, 2017",31.72%
"March 14, 2017",29.94%
"March 13, 2017",30.11%
"March 10, 2017",32.67%
"March 9, 2017",31.15%
"March 8, 2017",31.47%
"March 7, 2017",33.85%
"March 6, 2017",34.14%
"March 3, 2017",32.61%
"March 2, 2017",31.81%
"March 1, 2017",30.91%
"Feb. 28, 2017",31.97%
"Feb. 27, 2017",33.36%
"Feb. 24, 2017",32.92%
"Feb. 23, 2017",30.17%
"Feb. 22, 2017",29.00%
"Feb. 21, 2017",27.30%
"Feb. 17, 2017",24.86%
"Feb. 16, 2017",25.17%
"Feb. 15, 2017",23.99%
"Feb. 14, 2017",24.42%
"Feb. 13, 2017",26.40%
"Feb. 10, 2017",28.84%
"Feb. 9, 2017",29.45%
"Feb. 8, 2017",30.46%
"Feb. 7, 2017",28.82%
"Feb. 6, 2017",29.88%
"Feb. 3, 2017",28.24%
"Feb. 2, 2017",26.37%
"Feb. 1, 2017",24.89%
"Jan. 31, 2017",26.30%
"Jan. 30, 2017",25.16%
"Jan. 27, 2017",26.72%
"Jan. 26, 2017",28.52%
"Jan. 25, 2017",27.98%
"Jan. 24, 2017",28.56%
"Jan. 23, 2017",26.92%
"Jan. 20, 2017",29.14%
"Jan. 19, 2017",29.30%
"Jan. 18, 2017",30.36%
"Jan. 17, 2017",30.83%
"Jan. 13, 2017",30.29%
"Jan. 12, 2017",29.68%
"Jan. 11, 2017",29.10%
"Jan. 10, 2017",27.27%
"Jan. 9, 2017",30.18%
"Jan. 6, 2017",33.00%
"Jan. 5, 2017",33.14%
"Jan. 4, 2017",33.12%
"Jan. 3, 2017",32.66%
"Dec. 30, 2016",30.32%
"Dec. 29, 2016",31.68%
"Dec. 28, 2016",29.67%
"Dec. 27, 2016",31.23%
"Dec. 23, 2016",31.55%
"Dec. 22, 2016",31.66%
"Dec. 21, 2016",30.49%
"Dec. 20, 2016",31.23%
"Dec. 19, 2016",31.49%
"Dec. 16, 2016",30.74%
"Dec. 15, 2016",29.07%
"Dec. 14, 2016",27.60%
"Dec. 13, 2016",31.16%
"Dec. 12, 2016",31.23%
"Dec. 9, 2016",30.04%
"Dec. 8, 2016",28.19%
"Dec. 7, 2016",27.39%
"Dec. 6, 2016",25.08%
"Dec. 5, 2016",26.94%
"Dec. 2, 2016",26.17%
"Dec. 1, 2016",24.39%
"Nov. 30, 2016",25.66%
"Nov. 29, 2016",30.84%
"Nov. 28, 2016",30.74%
"Nov. 25, 2016",25.60%
"Nov. 23, 2016",22.66%
"Nov. 22, 2016",24.35%
"Nov. 21, 2016",23.76%
"Nov. 18, 2016",20.93%
"Nov. 17, 2016",21.59%
"Nov. 16, 2016",21.06%
"Nov. 15, 2016",22.13%
"Nov. 14, 2016",20.88%
"Nov. 11, 2016",22.61%
"Nov. 10, 2016",23.82%
"Nov. 9, 2016",25.93%
"Nov. 8, 2016",30.19%
"Nov. 7, 2016",28.04%
"Nov. 4, 2016",24.63%
"Nov. 3, 2016",25.60%
"Nov. 2, 2016",25.74%
"Nov. 1, 2016",27.25%
"Oct. 31, 2016",28.37%
"Oct. 28, 2016",25.12%
"Oct. 27, 2016",24.19%
"Oct. 26, 2016",25.11%
"Oct. 25, 2016",25.09%
"Oct. 24, 2016",26.24%
"Oct. 21, 2016",27.87%
"Oct. 20, 2016",27.82%
"Oct. 19, 2016",27.47%
"Oct. 18, 2016",27.85%
"Oct. 17, 2016",27.10%
"Oct. 14, 2016",27.44%
"Oct. 13, 2016",26.42%
"Oct. 12, 2016",24.72%
"Oct. 11, 2016",23.29%
"Oct. 10, 2016",25.77%
"Oct. 7, 2016",28.91%
"Oct. 6, 2016",28.52%
"Oct. 5, 2016",28.13%
"Oct. 4, 2016",28.25%
"Oct. 3, 2016",30.49%
"Sept. 30, 2016",31.35%
"Sept. 29, 2016",31.97%
"Sept. 28, 2016",33.30%
"Sept. 27, 2016",33.71%
"Sept. 26, 2016",35.96%
"Sept. 23, 2016",35.07%
"Sept. 22, 2016",35.52%
"Sept. 21, 2016",34.62%
"Sept. 20, 2016",32.14%
"Sept. 19, 2016",30.91%
