date,debt_equity_ratio
"Dec. 31, 2019",1.233
"Sept. 30, 2019",1.286
"June 30, 2019",1.268
"March 31, 2019",1.304
"Dec. 31, 2018",1.274
"Sept. 30, 2018",1.248
"June 30, 2018",1.262
"March 31, 2018",1.266
"Dec. 31, 2017",1.210
"Sept. 30, 2017",1.041
"June 30, 2017",1.04
"March 31, 2017",1.020
"Dec. 31, 2016",1.004
"Sept. 30, 2016",0.9724
"June 30, 2016",0.9879
"March 31, 2016",0.9861
"Dec. 31, 2015",0.9849
"Sept. 30, 2015",0.9716
"June 30, 2015",0.9742
"March 31, 2015",0.9744
"Dec. 31, 2014",0.9794
"Sept. 30, 2014",0.9564
"June 30, 2014",0.9686
"March 31, 2014",0.9687
"Dec. 31, 2013",0.9783
"Sept. 30, 2013",0.9872
"June 30, 2013",0.9923
"March 31, 2013",0.9915
"Dec. 31, 2012",0.9923
"Sept. 30, 2012",0.9887
"June 30, 2012",0.9957
"March 31, 2012",1.474
"Dec. 31, 2011",1.340
"Sept. 30, 2011",1.292
"June 30, 2011",1.271
"March 31, 2011",1.221
"Dec. 31, 2010",1.351
"Sept. 30, 2010",1.371
"June 30, 2010",1.414
"March 31, 2010",1.416
"Dec. 31, 2009",1.426
"Sept. 30, 2009",1.483
"June 30, 2009",1.400
"March 31, 2009",0.3392
"Dec. 31, 2008",1.581
"Sept. 30, 2008",1.465
"June 30, 2008",1.385
"March 31, 2008",1.317
"Dec. 31, 2007",1.530
"Sept. 30, 2007",1.213
"June 30, 2007",1.125
"March 31, 2007",1.114
"Dec. 31, 2006",1.018
"Sept. 30, 2006",1.259
"June 30, 2006",1.256
"March 31, 2006",1.202
"Dec. 31, 2005",1.211
"Sept. 30, 2005",1.558
"June 30, 2005",1.450
"March 31, 2005",1.370
"Dec. 31, 2004",1.268
"Sept. 30, 2004",1.203
"June 30, 2004",1.068
"March 31, 2004",1.079
"Dec. 31, 2003",1.114
"Sept. 30, 2003",1.099
"June 30, 2003",1.110
"March 31, 2003",1.055
"Dec. 31, 2002",1.032
"Sept. 30, 2002",1.145
"June 30, 2002",1.158
"March 31, 2002",1.138
"Dec. 31, 2001",1.179
"Sept. 30, 2001",1.063
"June 30, 2001",1.077
"March 31, 2001",1.498
"Dec. 31, 2000",1.600
"Sept. 30, 2000",1.491
"June 30, 2000",1.552
"March 31, 2000",1.484
"Dec. 31, 1999",1.398
"Sept. 30, 1999",1.574
"June 30, 1999",1.588
"March 31, 1999",1.623
"Dec. 31, 1998",1.629
"Sept. 30, 1998",1.495
"June 30, 1998",1.52
"March 31, 1998",1.630
"Dec. 31, 1997",1.653
"Sept. 30, 1997",1.620
"June 30, 1997",1.564
"March 31, 1997",1.555
"Dec. 31, 1996",1.484
"Sept. 30, 1996",1.416
"June 30, 1996",1.446
"March 31, 1996",1.384
"Dec. 31, 1995",1.418
"Sept. 30, 1995",1.443
"June 30, 1995",1.508
"March 31, 1995",1.517
"Dec. 31, 1994",1.500
"Sept. 30, 1994",
"June 30, 1994",1.576
"March 31, 1994",1.585
