date,f_score_ttm
"Dec. 31, 2019",6.00
"Sept. 30, 2019",4.00
"June 30, 2019",3.00
"March 31, 2019",6.00
"Dec. 31, 2018",2.00
"Sept. 30, 2018",3.00
"June 30, 2018",4.00
"March 31, 2018",3.00
"Dec. 31, 2017",4.00
"Sept. 30, 2017",5.00
"June 30, 2017",5.00
"March 31, 2017",6.00
"Dec. 31, 2016",6.00
"Sept. 30, 2016",7.00
"June 30, 2016",4.00
"March 31, 2016",4.00
"Dec. 31, 2015",2.00
"Sept. 30, 2015",3.00
"June 30, 2015",5.00
"March 31, 2015",6.00
"Dec. 31, 2014",7.00
"Sept. 30, 2014",6.00
"June 30, 2014",4.00
"March 31, 2014",7.00
"Dec. 31, 2013",7.00
"Sept. 30, 2013",3.00
"June 30, 2013",6.00
"March 31, 2013",7.00
"Dec. 31, 2012",6.00
"Sept. 30, 2012",7.00
"June 30, 2012",2.00
"March 31, 2012",2.00
"Dec. 31, 2011",3.00
"Sept. 30, 2011",2.00
"June 30, 2011",6.00
"March 31, 2011",7.00
"Dec. 31, 2010",6.00
"Sept. 30, 2010",6.00
"June 30, 2010",1.00
"March 31, 2010",5.00
"Dec. 31, 2009",6.00
"Sept. 30, 2009",4.00
"June 30, 2009",5.00
"March 31, 2009",7.00
"Dec. 31, 2008",4.00
"Sept. 30, 2008",4.00
"June 30, 2008",4.00
"March 31, 2008",2.00
"Dec. 31, 2007",1.00
"Sept. 30, 2007",3.00
"June 30, 2007",5.00
"March 31, 2007",5.00
"Dec. 31, 2006",5.00
"Sept. 30, 2006",6.00
"June 30, 2006",7.00
"March 31, 2006",6.00
"Dec. 31, 2005",3.00
"Sept. 30, 2005",3.00
"June 30, 2005",2.00
"March 31, 2005",2.00
"Dec. 31, 2004",3.00
"Sept. 30, 2004",2.00
"June 30, 2004",3.00
"March 31, 2004",6.00
"Dec. 31, 2003",4.00
"Sept. 30, 2003",5.00
"June 30, 2003",5.00
"March 31, 2003",7.00
"Dec. 31, 2002",8.00
"Sept. 30, 2002",5.00
"June 30, 2002",6.00
"March 31, 2002",4.00
"Dec. 31, 2001",6.00
"Sept. 30, 2001",5.00
"June 30, 2001",7.00
"March 31, 2001",6.00
"Dec. 31, 2000",3.00
"Sept. 30, 2000",6.00
"June 30, 2000",5.00
"March 31, 2000",5.00
"Dec. 31, 1999",
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",1.00
"Sept. 30, 1996",4.00
"June 30, 1996",5.00
"March 31, 1996",5.00
"Dec. 31, 1995",4.00
"Sept. 30, 1995",7.00
"June 30, 1995",4.00
"March 31, 1995",3.00
