Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/03/2020,03/04/2020,03/31/2020,02/05/2020,Normal,0.5675
12/19/2019,12/20/2019,12/31/2019,12/10/2019,Normal,0.535
09/19/2019,09/20/2019,09/30/2019,09/09/2019,Normal,0.535
05/22/2019,05/23/2019,06/28/2019,05/01/2019,Normal,0.535
03/04/2019,03/05/2019,03/29/2019,02/06/2019,Normal,0.535
12/17/2018,12/18/2018,12/31/2018,12/04/2018,Normal,0.505
09/20/2018,09/21/2018,09/28/2018,09/10/2018,Normal,0.505
05/23/2018,05/24/2018,06/29/2018,05/02/2018,Normal,0.505
03/05/2018,03/06/2018,03/30/2018,02/08/2018,Normal,0.505
12/15/2017,12/18/2017,12/29/2017,12/05/2017,Normal,0.475
09/18/2017,09/19/2017,09/29/2017,09/06/2017,Normal,0.475
05/26/2017,05/31/2017,06/30/2017,05/03/2017,Normal,0.475
02/28/2017,03/02/2017,03/31/2017,02/02/2017,Normal,0.475
12/14/2016,12/16/2016,12/30/2016,12/07/2016,Normal,0.445
09/15/2016,09/19/2016,09/30/2016,09/07/2016,Normal,0.445
05/26/2016,05/31/2016,06/30/2016,05/04/2016,Normal,0.445
02/29/2016,03/02/2016,03/31/2016,02/03/2016,Normal,0.445
12/10/2015,12/14/2015,12/31/2015,12/02/2015,Normal,0.4175
09/10/2015,09/14/2015,09/30/2015,09/01/2015,Normal,0.4175
05/27/2015,05/29/2015,06/30/2015,04/29/2015,Normal,0.4175
02/26/2015,03/02/2015,03/31/2015,02/03/2015,Normal,0.4175
12/11/2014,12/15/2014,12/31/2014,12/03/2014,Normal,0.393
09/11/2014,09/15/2014,09/30/2014,09/02/2014,Normal,0.393
05/28/2014,05/30/2014,06/30/2014,05/01/2014,Normal,0.3925
02/27/2014,03/03/2014,03/31/2014,02/04/2014,Normal,0.3925
12/11/2013,12/13/2013,12/31/2013,12/03/2013,Normal,0.3675
09/12/2013,09/16/2013,09/30/2013,09/04/2013,Normal,0.3675
05/29/2013,05/31/2013,06/28/2013,04/02/2013,Normal,0.3675
02/27/2013,03/01/2013,03/28/2013,02/05/2013,Normal,0.3675
11/28/2012,11/30/2012,12/31/2012,11/01/2012,Normal,0.343
08/29/2012,08/31/2012,09/28/2012,07/19/2012,Normal,0.343
05/30/2012,06/01/2012,06/29/2012,05/03/2012,Normal,0.343
02/28/2012,03/01/2012,03/30/2012,02/15/2012,Normal,0.2938
12/27/2011,11/10/2011,12/30/2011,10/12/2011,Normal,0.275
08/30/2011,09/01/2011,09/30/2011,07/14/2011,Normal,0.275
05/27/2011,06/01/2011,06/30/2011,04/14/2011,Normal,0.275
02/25/2011,03/01/2011,03/31/2011,02/09/2011,Normal,0.275
11/29/2010,12/01/2010,12/31/2010,10/13/2010,Normal,0.2562
08/30/2010,09/01/2010,09/30/2010,07/15/2010,Normal,0.2562
05/27/2010,06/01/2010,06/30/2010,04/15/2010,Normal,0.2562
02/25/2010,03/01/2010,03/31/2010,02/10/2010,Normal,0.2562
11/27/2009,12/01/2009,12/31/2009,10/14/2009,Normal,0.2375
08/28/2009,09/01/2009,09/30/2009,07/15/2009,Normal,0.2375
05/28/2009,06/01/2009,06/30/2009,04/15/2009,Normal,0.2375
02/25/2009,03/01/2009,03/31/2009,02/11/2009,Normal,0.2375
11/26/2008,12/01/2008,12/31/2008,10/17/2008,Normal,0.2125
08/27/2008,09/01/2008,09/30/2008,05/12/2008,Normal,0.2125
05/28/2008,06/01/2008,06/30/2008,04/08/2008,Normal,0.20
02/27/2008,03/01/2008,03/31/2008,02/12/2008,Normal,0.20
11/28/2007,12/01/2007,12/31/2007,11/13/2007,Normal,0.20
08/29/2007,09/01/2007,09/28/2007,05/08/2007,Normal,0.20
05/30/2007,06/01/2007,06/29/2007,04/10/2007,Normal,0.1875
02/27/2007,03/01/2007,03/30/2007,02/13/2007,Normal,0.1875
11/29/2006,12/01/2006,12/29/2006,11/13/2006,Normal,0.1875
08/30/2006,09/01/2006,09/29/2006,05/08/2006,Normal,0.1875
05/30/2006,06/01/2006,06/30/2006,04/11/2006,Normal,0.175
02/27/2006,03/01/2006,03/31/2006,02/14/2006,Normal,0.175
11/29/2005,12/01/2005,12/30/2005,11/10/2005,Normal,0.175
08/30/2005,09/01/2005,09/30/2005,05/10/2005,Normal,0.175
05/27/2005,06/01/2005,06/30/2005,04/13/2005,Normal,0.1625
02/25/2005,03/01/2005,03/31/2005,01/14/2005,Normal,0.1625
11/29/2004,12/01/2004,12/30/2004,10/12/2004,Normal,0.1625
08/30/2004,09/01/2004,09/30/2004,07/21/2004,Normal,0.1625
05/27/2004,06/01/2004,06/30/2004,04/15/2004,Normal,0.15
02/26/2004,03/01/2004,03/31/2004,01/15/2004,Normal,0.15
11/26/2003,12/01/2003,12/31/2003,10/16/2003,Normal,0.15
08/27/2003,09/01/2003,09/30/2003,05/13/2003,Normal,0.15
05/28/2003,06/01/2003,06/30/2003,04/09/2003,Normal,0.1375
02/26/2003,03/01/2003,03/31/2003,01/15/2003,Normal,0.1375
11/26/2002,12/01/2002,12/31/2002,10/08/2002,Normal,0.1375
08/28/2002,09/01/2002,09/30/2002,05/14/2002,Normal,0.1375
05/29/2002,06/01/2002,06/28/2002,04/11/2002,Normal,0.125
02/27/2002,03/01/2002,03/29/2002,01/18/2002,Normal,0.125
11/28/2001,12/01/2001,12/31/2001,10/10/2001,Normal,0.125
08/29/2001,09/01/2001,09/28/2001,06/28/2001,Normal,0.125
05/30/2001,06/01/2001,06/29/2001,04/10/2001,Normal,0.10
02/27/2001,03/01/2001,03/30/2001,01/09/2001,Normal,0.10
11/29/2000,12/01/2000,12/29/2000,10/11/2000,Normal,0.10
08/30/2000,09/01/2000,09/29/2000,07/11/2000,Normal,0.10
05/30/2000,06/01/2000,06/30/2000,04/12/2000,Normal,0.10
03/02/2000,03/06/2000,03/31/2000,01/11/2000,Normal,0.10
