date,net_income_ttm
"Dec. 31, 2019",909.05M
"Sept. 30, 2019",890.32M
"June 30, 2019",860.82M
"March 31, 2019",1.072B
"Dec. 31, 2018",1.033B
"Sept. 30, 2018",1.039B
"June 30, 2018",1.010B
"March 31, 2018",998.08M
"Dec. 31, 2017",988.00M
"Sept. 30, 2017",979.76M
"June 30, 2017",984.70M
"March 31, 2017",957.60M
"Dec. 31, 2016",942.30M
"Sept. 30, 2016",894.93M
"June 30, 2016",865.53M
"March 31, 2016",869.38M
"Dec. 31, 2015",878.49M
"Sept. 30, 2015",918.29M
"June 30, 2015",916.98M
"March 31, 2015",836.84M
"Dec. 31, 2014",819.55M
"Sept. 30, 2014",775.34M
"June 30, 2014",750.22M
"March 31, 2014",793.88M
"Dec. 31, 2013",786.01M
"Sept. 30, 2013",783.33M
"June 30, 2013",781.45M
"March 31, 2013",654.77M
"Dec. 31, 2012",525.94M
"Sept. 30, 2012",464.53M
"June 30, 2012",346.86M
"March 31, 2012",379.80M
"Dec. 31, 2011",394.69M
"Sept. 30, 2011",410.66M
"June 30, 2011",421.23M
"March 31, 2011",415.89M
"Dec. 31, 2010",387.95M
"Sept. 30, 2010",343.40M
"June 30, 2010",307.66M
"March 31, 2010",318.57M
"Dec. 31, 2009",330.03M
"Sept. 30, 2009",322.77M
"June 30, 2009",330.67M
"March 31, 2009",305.67M
"Dec. 31, 2008",266.39M
"Sept. 30, 2008",261.64M
"June 30, 2008",239.08M
"March 31, 2008",231.17M
"Dec. 31, 2007",249.26M
"Sept. 30, 2007",524.93M
"June 30, 2007",587.65M
"March 31, 2007",561.34M
"Dec. 31, 2006",476.14M
"Sept. 30, 2006",115.57M
"June 30, 2006",-90.37M
"March 31, 2006",-140.32M
"Dec. 31, 2005",-247.93M
"Sept. 30, 2005",-201.29M
"June 30, 2005",-114.71M
"March 31, 2005",-63.01M
"Dec. 31, 2004",122.15M
"Sept. 30, 2004",79.18M
"June 30, 2004",126.33M
"March 31, 2004",129.21M
"Dec. 31, 2003",121.97M
"Sept. 30, 2003",187.90M
"June 30, 2003",197.24M
"March 31, 2003",199.23M
"Dec. 31, 2002",157.67M
"Sept. 30, 2002",151.33M
"June 30, 2002",137.00M
"March 31, 2002",153.49M
"Dec. 31, 2001",248.32M
"Sept. 30, 2001",19.05M
"June 30, 2001",51.71M
"March 31, 2001",21.10M
"Dec. 31, 2000",-14.42M
"Sept. 30, 2000",153.36M
"June 30, 2000",121.96M
"March 31, 2000",112.04M
"Dec. 31, 1999",57.10M
"Sept. 30, 1999",-38.00M
"June 30, 1999",-78.00M
"March 31, 1999",-71.10M
"Dec. 31, 1998",-113.40M
"Sept. 30, 1998",-14.60M
"June 30, 1998",-63.20M
"March 31, 1998",-132.80M
"Dec. 31, 1997",-114.00M
"Sept. 30, 1997",-175.20M
"June 30, 1997",-113.80M
"March 31, 1997",-37.40M
"Dec. 31, 1996",35.60M
"Sept. 30, 1996",176.10M
"June 30, 1996",264.50M
"March 31, 1996",295.30M
"Dec. 31, 1995",321.80M
"Sept. 30, 1995",324.70M
"June 30, 1995",302.60M
"March 31, 1995",323.80M
"Dec. 31, 1994",329.90M
"Sept. 30, 1994",320.30M
"June 30, 1994",294.00M
"March 31, 1994",240.30M
"Dec. 31, 1993",249.90M
"Sept. 30, 1993",280.80M
"June 30, 1993",294.40M
"March 31, 1993",342.60M
"Dec. 31, 1992",303.00M
"Sept. 30, 1992",223.60M
"June 30, 1992",238.40M
"March 31, 1992",233.30M
"Dec. 31, 1991",236.70M
"Sept. 30, 1991",302.60M
"June 30, 1991",290.40M
"March 31, 1991",269.80M
"Dec. 31, 1990",256.00M
"Sept. 30, 1990",218.70M
"June 30, 1990",208.80M
"March 31, 1990",205.10M
"Dec. 31, 1989",209.10M
"Sept. 30, 1989",265.00M
"June 30, 1989",271.30M
"March 31, 1989",277.10M
"Dec. 31, 1988",272.50M
"Sept. 30, 1988",230.30M
"June 30, 1988",223.40M
"March 31, 1988",233.60M
"Dec. 31, 1987",253.10M
"Sept. 30, 1987",250.20M
"June 30, 1987",259.90M
"March 31, 1987",305.00M
"Dec. 31, 1986",300.90M
"Sept. 30, 1986",346.60M
"June 30, 1986",347.90M
"March 31, 1986",317.30M
"Dec. 31, 1985",332.80M
"Sept. 30, 1985",299.90M
"June 30, 1985",309.40M
"March 31, 1985",296.30M
"Dec. 31, 1984",288.90M
