date,ca_score
"Dec. 31, 2019",-1.085
"Sept. 30, 2019",-1.087
"June 30, 2019",-1.091
"March 31, 2019",-1.064
"Dec. 31, 2018",-1.060
"Sept. 30, 2018",-1.020
"June 30, 2018",-0.9841
"March 31, 2018",-0.9423
"Dec. 31, 2017",-0.8967
"Sept. 30, 2017",-0.8533
"June 30, 2017",-0.8394
"March 31, 2017",-0.8352
"Dec. 31, 2016",-0.8318
"Sept. 30, 2016",-0.8296
"June 30, 2016",-0.8366
"March 31, 2016",-0.8372
"Dec. 31, 2015",-0.831
"Sept. 30, 2015",-0.8027
"June 30, 2015",-0.7933
"March 31, 2015",-0.8052
"Dec. 31, 2014",-0.8001
"Sept. 30, 2014",-0.8092
"June 30, 2014",-0.8352
"March 31, 2014",-0.8475
"Dec. 31, 2013",-0.8771
"Sept. 30, 2013",-0.8972
"June 30, 2013",-0.8985
"March 31, 2013",-0.9465
"Dec. 31, 2012",-1.014
"Sept. 30, 2012",-1.063
"June 30, 2012",-1.151
"March 31, 2012",-1.188
"Dec. 31, 2011",-1.163
"Sept. 30, 2011",-1.136
"June 30, 2011",-1.139
"March 31, 2011",-1.15
"Dec. 31, 2010",-1.168
"Sept. 30, 2010",-1.181
"June 30, 2010",-1.202
"March 31, 2010",-1.210
"Dec. 31, 2009",-1.244
"Sept. 30, 2009",-1.246
"June 30, 2009",-1.246
"March 31, 2009",-1.248
"Dec. 31, 2008",-1.244
"Sept. 30, 2008",-1.177
"June 30, 2008",-1.169
"March 31, 2008",-1.142
"Dec. 31, 2007",-1.112
"Sept. 30, 2007",-1.189
"June 30, 2007",-1.249
"March 31, 2007",-1.319
"Dec. 31, 2006",-1.428
"Sept. 30, 2006",-1.549
"June 30, 2006",-1.641
"March 31, 2006",-1.702
"Dec. 31, 2005",-1.747
"Sept. 30, 2005",-1.741
"June 30, 2005",-1.652
"March 31, 2005",-1.583
"Dec. 31, 2004",-1.454
"Sept. 30, 2004",-1.418
"June 30, 2004",-1.361
"March 31, 2004",-1.340
"Dec. 31, 2003",-1.344
"Sept. 30, 2003",-1.284
"June 30, 2003",-1.300
"March 31, 2003",-1.291
"Dec. 31, 2002",-1.335
"Sept. 30, 2002",-1.617
"June 30, 2002",-1.615
"March 31, 2002",-1.603
"Dec. 31, 2001",-1.487
"Sept. 30, 2001",-1.163
"June 30, 2001",-1.125
"March 31, 2001",-1.114
"Dec. 31, 2000",-1.141
"Sept. 30, 2000",-1.162
"June 30, 2000",-1.192
"March 31, 2000",-1.233
"Dec. 31, 1999",-1.298
"Sept. 30, 1999",-2.469
"June 30, 1999",-2.113
"March 31, 1999",-2.102
"Dec. 31, 1998",-1.722
"Sept. 30, 1998",-1.779
"June 30, 1998",-1.768
"March 31, 1998",-1.811
"Dec. 31, 1997",-1.797
"Sept. 30, 1997",-0.653
"June 30, 1997",-1.007
"March 31, 1997",-0.9304
"Dec. 31, 1996",-1.240
"Sept. 30, 1996",-1.110
"June 30, 1996",-1.046
"March 31, 1996",-1.020
"Dec. 31, 1995",-1.008
"Sept. 30, 1995",-1.265
"June 30, 1995",-1.279
"March 31, 1995",-1.272
"Dec. 31, 1994",-1.323
"Sept. 30, 1994",-1.129
