date,ohlson_score
"Dec. 31, 2019",1.656
"Sept. 30, 2019",1.230
"June 30, 2019",6.259
"March 31, 2019",1.863
"Dec. 31, 2018",1.967
"Sept. 30, 2018",1.637
"June 30, 2018",1.691
"March 31, 2018",1.527
"Dec. 31, 2017",1.592
"Sept. 30, 2017",1.068
"June 30, 2017",1.645
"March 31, 2017",1.272
"Dec. 31, 2016",1.542
"Sept. 30, 2016",0.9751
"June 30, 2016",1.094
"March 31, 2016",0.9059
"Dec. 31, 2015",1.326
"Sept. 30, 2015",1.192
"June 30, 2015",1.300
"March 31, 2015",1.106
"Dec. 31, 2014",1.260
"Sept. 30, 2014",1.108
"June 30, 2014",1.776
"March 31, 2014",1.079
"Dec. 31, 2013",1.646
"Sept. 30, 2013",1.601
"June 30, 2013",1.736
"March 31, 2013",1.705
"Dec. 31, 2012",1.828
"Sept. 30, 2012",1.422
"June 30, 2012",2.492
"March 31, 2012",2.177
"Dec. 31, 2011",2.116
"Sept. 30, 2011",1.858
"June 30, 2011",2.128
"March 31, 2011",1.694
"Dec. 31, 2010",1.628
"Sept. 30, 2010",1.596
"June 30, 2010",1.822
"March 31, 2010",1.614
"Dec. 31, 2009",1.595
"Sept. 30, 2009",1.857
"June 30, 2009",1.829
"March 31, 2009",1.638
"Dec. 31, 2008",2.196
"Sept. 30, 2008",1.876
"June 30, 2008",1.873
"March 31, 2008",2.241
"Dec. 31, 2007",1.747
"Sept. 30, 2007",1.684
"June 30, 2007",2.025
"March 31, 2007",3.351
"Dec. 31, 2006",1.412
"Sept. 30, 2006",1.530
"June 30, 2006",1.277
"March 31, 2006",2.315
"Dec. 31, 2005",5.659
"Sept. 30, 2005",2.180
"June 30, 2005",4.216
"March 31, 2005",1.765
"Dec. 31, 2004",1.637
"Sept. 30, 2004",-0.469
"June 30, 2004",3.055
"March 31, 2004",1.519
"Dec. 31, 2003",-0.8156
"Sept. 30, 2003",1.968
"June 30, 2003",2.743
"March 31, 2003",2.076
"Dec. 31, 2002",2.144
"Sept. 30, 2002",2.043
"June 30, 2002",2.10
"March 31, 2002",3.177
"Dec. 31, 2001",2.124
"Sept. 30, 2001",2.705
"June 30, 2001",3.188
"March 31, 2001",1.085
"Dec. 31, 2000",2.650
"Sept. 30, 2000",2.622
"June 30, 2000",4.973
"March 31, 2000",2.137
"Dec. 31, 1999",0.2843
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",1.640
"Sept. 30, 1996",2.486
"June 30, 1996",3.465
"March 31, 1996",1.939
"Dec. 31, 1995",2.266
"Sept. 30, 1995",1.893
"June 30, 1995",2.915
"March 31, 1995",2.063
"Dec. 31, 1994",2.299
