date,quality_ratio
"Dec. 31, 2019",0.1046
"Sept. 30, 2019",0.1068
"June 30, 2019",0.1074
"March 31, 2019",0.1077
"Dec. 31, 2018",0.1067
"Sept. 30, 2018",0.1094
"June 30, 2018",0.1108
"March 31, 2018",0.1139
"Dec. 31, 2017",0.1174
"Sept. 30, 2017",0.1192
"June 30, 2017",0.1216
"March 31, 2017",0.1219
"Dec. 31, 2016",0.1222
"Sept. 30, 2016",0.1206
"June 30, 2016",0.1167
"March 31, 2016",0.1158
"Dec. 31, 2015",0.1178
"Sept. 30, 2015",0.1205
"June 30, 2015",0.1199
"March 31, 2015",0.1167
"Dec. 31, 2014",0.1164
"Sept. 30, 2014",0.1151
"June 30, 2014",0.1159
"March 31, 2014",0.1194
"Dec. 31, 2013",0.1171
"Sept. 30, 2013",0.1168
"June 30, 2013",0.1177
"March 31, 2013",0.1199
"Dec. 31, 2012",0.1131
"Sept. 30, 2012",0.0769
"June 30, 2012",0.0777
"March 31, 2012",0.0964
"Dec. 31, 2011",0.12
"Sept. 30, 2011",0.1228
"June 30, 2011",0.1289
"March 31, 2011",0.1175
"Dec. 31, 2010",0.1163
"Sept. 30, 2010",0.1887
"June 30, 2010",0.1852
"March 31, 2010",0.1978
"Dec. 31, 2009",0.1994
"Sept. 30, 2009",0.1854
"June 30, 2009",0.1727
"March 31, 2009",0.1611
"Dec. 31, 2008",0.1408
"Sept. 30, 2008",0.0849
"June 30, 2008",0.0953
"March 31, 2008",0.1121
"Dec. 31, 2007",0.1339
"Sept. 30, 2007",0.2074
"June 30, 2007",0.2049
"March 31, 2007",0.1982
"Dec. 31, 2006",0.1911
"Sept. 30, 2006",0.1509
"June 30, 2006",0.1527
"March 31, 2006",0.1511
"Dec. 31, 2005",0.1485
"Sept. 30, 2005",0.1767
"June 30, 2005",0.1755
"March 31, 2005",0.1819
"Dec. 31, 2004",0.1932
"Sept. 30, 2004",0.2072
"June 30, 2004",0.2195
"March 31, 2004",0.2199
"Dec. 31, 2003",0.2191
"Sept. 30, 2003",0.2235
"June 30, 2003",0.2206
"March 31, 2003",0.2171
"Dec. 31, 2002",0.2109
"Sept. 30, 2002",0.212
"June 30, 2002",0.2109
"March 31, 2002",0.2128
"Dec. 31, 2001",0.2198
"Sept. 30, 2001",0.2333
"June 30, 2001",0.2424
"March 31, 2001",0.2421
"Dec. 31, 2000",0.2475
"Sept. 30, 2000",0.2381
"June 30, 2000",0.2376
"March 31, 2000",0.2454
"Dec. 31, 1999",0.2519
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",0.2515
"Sept. 30, 1996",0.2655
"June 30, 1996",0.2739
"March 31, 1996",0.2709
"Dec. 31, 1995",0.2695
"Sept. 30, 1995",0.2643
"June 30, 1995",0.2602
"March 31, 1995",0.2626
"Dec. 31, 1994",0.2656
