date,one_year_return
"Feb. 15, 2019",19.86%
"Feb. 14, 2019",21.74%
"Feb. 13, 2019",21.59%
"Feb. 12, 2019",22.16%
"Feb. 11, 2019",23.03%
"Feb. 8, 2019",24.84%
"Feb. 7, 2019",23.08%
"Feb. 6, 2019",19.95%
"Feb. 5, 2019",18.82%
"Feb. 4, 2019",16.29%
"Feb. 1, 2019",14.93%
"Jan. 31, 2019",10.02%
"Jan. 30, 2019",8.02%
"Jan. 29, 2019",7.86%
"Jan. 28, 2019",4.74%
"Jan. 25, 2019",4.20%
"Jan. 24, 2019",11.99%
"Jan. 23, 2019",11.75%
"Jan. 22, 2019",11.08%
"Jan. 18, 2019",11.28%
"Jan. 17, 2019",9.13%
"Jan. 16, 2019",9.37%
"Jan. 15, 2019",8.25%
"Jan. 14, 2019",6.89%
"Jan. 11, 2019",7.27%
"Jan. 10, 2019",7.71%
"Jan. 9, 2019",4.81%
"Jan. 8, 2019",4.58%
"Jan. 7, 2019",3.41%
"Jan. 4, 2019",3.86%
"Jan. 3, 2019",1.37%
"Jan. 2, 2019",0.54%
"Dec. 31, 2018",2.94%
"Dec. 28, 2018",2.73%
"Dec. 27, 2018",3.60%
"Dec. 26, 2018",3.68%
"Dec. 24, 2018",1.62%
"Dec. 21, 2018",7.24%
"Dec. 20, 2018",7.96%
"Dec. 19, 2018",7.51%
"Dec. 18, 2018",4.93%
"Dec. 17, 2018",4.07%
"Dec. 14, 2018",7.70%
"Dec. 13, 2018",7.91%
"Dec. 12, 2018",8.16%
"Dec. 11, 2018",6.80%
"Dec. 10, 2018",6.78%
"Dec. 7, 2018",7.01%
"Dec. 6, 2018",6.19%
"Dec. 4, 2018",5.30%
"Dec. 3, 2018",5.06%
"Nov. 30, 2018",5.38%
"Nov. 29, 2018",3.81%
"Nov. 28, 2018",4.45%
"Nov. 27, 2018",4.70%
"Nov. 26, 2018",3.84%
"Nov. 23, 2018",4.72%
"Nov. 21, 2018",3.89%
"Nov. 20, 2018",5.95%
"Nov. 19, 2018",4.94%
"Nov. 16, 2018",3.31%
"Nov. 15, 2018",1.85%
"Nov. 14, 2018",-0.58%
"Nov. 13, 2018",1.56%
"Nov. 12, 2018",2.20%
"Nov. 9, 2018",0.71%
"Nov. 8, 2018",-0.14%
"Nov. 7, 2018",-0.22%
"Nov. 6, 2018",-0.36%
"Nov. 5, 2018",-0.98%
"Nov. 2, 2018",-1.64%
"Nov. 1, 2018",0.02%
"Oct. 31, 2018",0.99%
"Oct. 30, 2018",2.46%
"Oct. 29, 2018",1.82%
"Oct. 26, 2018",0.85%
"Oct. 25, 2018",2.15%
"Oct. 24, 2018",3.92%
"Oct. 23, 2018",1.49%
"Oct. 22, 2018",1.72%
"Oct. 19, 2018",2.05%
"Oct. 18, 2018",1.20%
"Oct. 17, 2018",1.21%
"Oct. 16, 2018",1.24%
"Oct. 15, 2018",-0.45%
"Oct. 12, 2018",-0.24%
"Oct. 11, 2018",0.62%
"Oct. 10, 2018",3.92%
"Oct. 9, 2018",5.04%
"Oct. 8, 2018",4.06%
"Oct. 5, 2018",2.92%
"Oct. 4, 2018",1.23%
"Oct. 3, 2018",1.46%
"Oct. 2, 2018",2.95%
"Oct. 1, 2018",1.79%
"Sept. 28, 2018",1.44%
"Sept. 27, 2018",0.22%
"Sept. 26, 2018",-1.86%
"Sept. 25, 2018",-1.29%
"Sept. 24, 2018",1.27%
"Sept. 21, 2018",1.17%
"Sept. 20, 2018",0.47%
"Sept. 19, 2018",0.42%
"Sept. 18, 2018",3.16%
"Sept. 17, 2018",1.45%
"Sept. 14, 2018",0.76%
"Sept. 13, 2018",1.99%
"Sept. 12, 2018",0.91%
"Sept. 11, 2018",-1.31%
"Sept. 10, 2018",-0.30%
"Sept. 7, 2018",-0.62%
"Sept. 6, 2018",1.44%
"Sept. 5, 2018",0.68%
"Sept. 4, 2018",-0.24%
"Aug. 31, 2018",-0.90%
"Aug. 30, 2018",-0.95%
"Aug. 29, 2018",-1.75%
"Aug. 28, 2018",-2.26%
"Aug. 27, 2018",-1.38%
"Aug. 24, 2018",-0.33%
"Aug. 23, 2018",-1.12%
"Aug. 22, 2018",-0.87%
"Aug. 21, 2018",-0.25%
"Aug. 20, 2018",0.10%
"Aug. 17, 2018",1.25%
"Aug. 16, 2018",0.30%
"Aug. 15, 2018",-0.37%
"Aug. 14, 2018",-0.60%
"Aug. 13, 2018",-0.18%
"Aug. 10, 2018",-1.40%
"Aug. 9, 2018",-0.96%
"Aug. 8, 2018",-2.18%
"Aug. 7, 2018",-1.71%
"Aug. 6, 2018",-0.80%
"Aug. 3, 2018",-1.54%
"Aug. 2, 2018",-1.74%
"Aug. 1, 2018",-1.89%
"July 31, 2018",-0.12%
"July 30, 2018",-1.27%
"July 27, 2018",-1.04%
"July 26, 2018",-0.95%
"July 25, 2018",-1.88%
"July 24, 2018",-3.16%
"July 23, 2018",-5.00%
"July 20, 2018",-4.02%
"July 19, 2018",-2.49%
"July 18, 2018",-3.18%
"July 17, 2018",-2.40%
"July 16, 2018",-1.96%
"July 13, 2018",-1.27%
"July 12, 2018",-1.47%
"July 11, 2018",-0.95%
"July 10, 2018",-1.99%
"July 9, 2018",-2.68%
"July 6, 2018",0.53%
"July 5, 2018",-0.58%
"July 3, 2018",-1.47%
"July 2, 2018",-2.78%
"June 29, 2018",-3.44%
"June 28, 2018",-4.82%
"June 27, 2018",-6.45%
"June 26, 2018",-8.16%
"June 25, 2018",-7.90%
"June 22, 2018",-9.92%
"June 21, 2018",-11.19%
"June 20, 2018",-11.20%
"June 19, 2018",-11.20%
"June 18, 2018",-12.89%
"June 15, 2018",-12.76%
"June 14, 2018",-13.55%
"June 13, 2018",-14.04%
"June 12, 2018",-13.77%
"June 11, 2018",-15.14%
"June 8, 2018",-13.77%
"June 7, 2018",-14.35%
"June 6, 2018",-13.71%
"June 5, 2018",-11.72%
"June 4, 2018",-11.01%
"June 1, 2018",-10.51%
"May 31, 2018",-8.04%
"May 30, 2018",-7.06%
"May 29, 2018",-7.48%
"May 25, 2018",-9.02%
"May 24, 2018",-7.78%
"May 23, 2018",-7.52%
"May 22, 2018",-4.87%
"May 21, 2018",-4.39%
"May 18, 2018",-4.85%
"May 17, 2018",-5.13%
"May 16, 2018",-3.67%
"May 15, 2018",-4.59%
"May 14, 2018",-3.92%
"May 11, 2018",-2.42%
"May 10, 2018",-2.16%
"May 9, 2018",-3.96%
"May 8, 2018",-4.08%
"May 7, 2018",-1.38%
"May 4, 2018",-0.76%
"May 3, 2018",-0.41%
"May 2, 2018",0.79%
"May 1, 2018",1.03%
"April 30, 2018",1.43%
"April 27, 2018",1.42%
"April 26, 2018",0.47%
"April 25, 2018",-1.05%
"April 24, 2018",-0.98%
"April 23, 2018",-0.99%
"April 20, 2018",-0.37%
"April 19, 2018",0.37%
"April 18, 2018",-0.40%
"April 17, 2018",-0.08%
"April 16, 2018",0.10%
"April 13, 2018",-0.99%
"April 12, 2018",-2.07%
"April 11, 2018",0.34%
"April 10, 2018",0.05%
"April 9, 2018",0.52%
"April 6, 2018",0.18%
"April 5, 2018",1.01%
"April 4, 2018",1.14%
"April 3, 2018",0.70%
"April 2, 2018",-0.19%
"March 29, 2018",-0.25%
"March 28, 2018",-1.71%
"March 27, 2018",-1.61%
"March 26, 2018",-4.13%
"March 23, 2018",-4.83%
"March 22, 2018",-3.68%
"March 21, 2018",-3.33%
"March 20, 2018",-1.39%
"March 19, 2018",-1.51%
"March 16, 2018",-0.48%
"March 15, 2018",-2.62%
"March 14, 2018",-1.95%
"March 13, 2018",-2.34%
"March 12, 2018",-1.13%
"March 9, 2018",-0.24%
"March 8, 2018",-1.13%
"March 7, 2018",-3.88%
"March 6, 2018",-2.86%
"March 5, 2018",-0.96%
"March 2, 2018",-2.54%
"March 1, 2018",-2.82%
"Feb. 28, 2018",-2.83%
"Feb. 27, 2018",-2.26%
"Feb. 26, 2018",-0.36%
"Feb. 23, 2018",2.32%
"Feb. 22, 2018",-0.21%
"Feb. 21, 2018",0.91%
"Feb. 20, 2018",3.60%
"Feb. 16, 2018",5.03%
"Feb. 15, 2018",5.04%
"Feb. 14, 2018",2.91%
"Feb. 13, 2018",2.00%
"Feb. 12, 2018",1.97%
"Feb. 9, 2018",1.73%
"Feb. 8, 2018",-0.67%
"Feb. 7, 2018",1.99%
"Feb. 6, 2018",3.34%
"Feb. 5, 2018",4.68%
"Feb. 2, 2018",7.23%
"Feb. 1, 2018",9.98%
"Jan. 31, 2018",14.05%
"Jan. 30, 2018",14.94%
"Jan. 29, 2018",15.10%
"Jan. 26, 2018",17.50%
"Jan. 25, 2018",18.91%
"Jan. 24, 2018",12.06%
"Jan. 23, 2018",11.66%
"Jan. 22, 2018",10.47%
"Jan. 19, 2018",10.39%
"Jan. 18, 2018",9.53%
"Jan. 17, 2018",10.64%
"Jan. 16, 2018",10.52%
"Jan. 12, 2018",10.92%
"Jan. 11, 2018",11.73%
"Jan. 10, 2018",12.97%
"Jan. 9, 2018",13.21%
"Jan. 8, 2018",12.65%
"Jan. 5, 2018",11.83%
"Jan. 4, 2018",11.65%
"Jan. 3, 2018",13.63%
"Jan. 2, 2018",14.34%
"Dec. 29, 2017",13.69%
"Dec. 28, 2017",15.04%
"Dec. 27, 2017",12.91%
"Dec. 26, 2017",11.72%
"Dec. 22, 2017",12.50%
"Dec. 21, 2017",12.79%
"Dec. 20, 2017",12.60%
"Dec. 19, 2017",13.66%
"Dec. 18, 2017",17.12%
"Dec. 15, 2017",20.38%
"Dec. 14, 2017",22.07%
"Dec. 13, 2017",19.30%
"Dec. 12, 2017",18.27%
"Dec. 11, 2017",22.21%
"Dec. 8, 2017",22.36%
"Dec. 7, 2017",22.54%
"Dec. 6, 2017",25.19%
"Dec. 5, 2017",24.94%
"Dec. 4, 2017",26.70%
"Dec. 1, 2017",28.04%
"Nov. 30, 2017",25.63%
"Nov. 29, 2017",20.20%
"Nov. 28, 2017",19.91%
"Nov. 27, 2017",22.49%
"Nov. 24, 2017",24.33%
"Nov. 22, 2017",21.66%
"Nov. 21, 2017",22.47%
"Nov. 20, 2017",23.20%
"Nov. 17, 2017",23.01%
"Nov. 16, 2017",24.86%
"Nov. 15, 2017",23.97%
"Nov. 14, 2017",27.32%
"Nov. 13, 2017",24.66%
"Nov. 10, 2017",22.41%
"Nov. 9, 2017",21.51%
"Nov. 8, 2017",17.44%
"Nov. 7, 2017",18.84%
"Nov. 6, 2017",19.78%
"Nov. 3, 2017",19.03%
"Nov. 2, 2017",18.32%
"Nov. 1, 2017",15.90%
"Oct. 31, 2017",13.77%
"Oct. 30, 2017",15.30%
"Oct. 27, 2017",16.47%
"Oct. 26, 2017",14.60%
"Oct. 25, 2017",14.79%
"Oct. 24, 2017",15.32%
"Oct. 23, 2017",15.50%
"Oct. 20, 2017",14.80%
"Oct. 19, 2017",14.99%
"Oct. 18, 2017",13.50%
"Oct. 17, 2017",14.87%
"Oct. 16, 2017",15.08%
"Oct. 13, 2017",15.67%
"Oct. 12, 2017",17.29%
"Oct. 11, 2017",17.93%
"Oct. 10, 2017",14.97%
"Oct. 9, 2017",15.03%
"Oct. 6, 2017",14.53%
"Oct. 5, 2017",15.35%
"Oct. 4, 2017",15.55%
"Oct. 3, 2017",12.46%
"Oct. 2, 2017",11.44%
"Sept. 29, 2017",10.51%
"Sept. 28, 2017",9.65%
"Sept. 27, 2017",9.06%
"Sept. 26, 2017",8.87%
"Sept. 25, 2017",9.32%
"Sept. 22, 2017",8.76%
"Sept. 21, 2017",10.80%
"Sept. 20, 2017",12.95%
"Sept. 19, 2017",13.15%
"Sept. 18, 2017",13.86%
"Sept. 15, 2017",16.91%
"Sept. 14, 2017",17.41%
"Sept. 13, 2017",16.34%
"Sept. 12, 2017",15.34%
"Sept. 11, 2017",20.39%
"Sept. 8, 2017",15.42%
"Sept. 7, 2017",15.18%
"Sept. 6, 2017",13.92%
"Sept. 5, 2017",15.78%
"Sept. 1, 2017",16.76%
"Aug. 31, 2017",16.73%
"Aug. 30, 2017",17.68%
"Aug. 29, 2017",16.41%
"Aug. 28, 2017",16.91%
"Aug. 25, 2017",14.13%
"Aug. 24, 2017",13.79%
"Aug. 23, 2017",14.22%
"Aug. 22, 2017",13.09%
"Aug. 21, 2017",13.38%
"Aug. 18, 2017",11.55%
"Aug. 17, 2017",12.00%
"Aug. 16, 2017",13.21%
"Aug. 15, 2017",11.00%
"Aug. 14, 2017",8.59%
"Aug. 11, 2017",8.24%
"Aug. 10, 2017",9.27%
"Aug. 9, 2017",8.60%
"Aug. 8, 2017",9.76%
"Aug. 7, 2017",9.36%
"Aug. 4, 2017",6.87%
"Aug. 3, 2017",7.47%
"Aug. 2, 2017",4.39%
"Aug. 1, 2017",3.15%
"July 31, 2017",3.93%
"July 28, 2017",4.42%
"July 27, 2017",5.20%
"July 26, 2017",4.51%
"July 25, 2017",2.73%
"July 24, 2017",3.16%
"July 21, 2017",6.09%
"July 20, 2017",5.72%
"July 19, 2017",4.44%
"July 18, 2017",3.97%
"July 17, 2017",4.23%
"July 14, 2017",4.28%
"July 13, 2017",2.73%
"July 12, 2017",3.70%
"July 11, 2017",0.83%
"July 10, 2017",0.57%
"July 7, 2017",1.21%
"July 6, 2017",-0.42%
"July 5, 2017",-0.30%
"July 3, 2017",1.17%
"June 30, 2017",1.35%
"June 29, 2017",3.62%
"June 28, 2017",4.97%
"June 27, 2017",5.80%
"June 26, 2017",9.51%
"June 23, 2017",10.33%
"June 22, 2017",9.72%
"June 21, 2017",9.98%
"June 20, 2017",10.61%
"June 19, 2017",10.37%
"June 16, 2017",11.38%
"June 15, 2017",10.79%
"June 14, 2017",9.01%
"June 13, 2017",9.21%
"June 12, 2017",9.83%
"June 9, 2017",9.53%
"June 8, 2017",10.26%
"June 7, 2017",12.35%
"June 6, 2017",11.36%
"June 5, 2017",10.92%
"June 2, 2017",12.68%
"June 1, 2017",12.30%
"May 31, 2017",12.36%
"May 30, 2017",11.76%
"May 26, 2017",12.04%
"May 25, 2017",13.89%
"May 24, 2017",12.33%
"May 23, 2017",12.89%
"May 22, 2017",10.62%
"May 19, 2017",8.72%
"May 18, 2017",9.95%
"May 17, 2017",7.83%
"May 16, 2017",3.92%
"May 15, 2017",4.81%
"May 12, 2017",3.90%
"May 11, 2017",3.70%
"May 10, 2017",2.94%
"May 9, 2017",3.07%
"May 8, 2017",4.55%
"May 5, 2017",3.75%
"May 4, 2017",3.44%
"May 3, 2017",3.76%
"May 2, 2017",3.77%
"May 1, 2017",4.78%
"April 28, 2017",5.96%
"April 27, 2017",6.64%
"April 26, 2017",7.91%
"April 25, 2017",8.11%
"April 24, 2017",8.36%
"April 21, 2017",8.69%
"April 20, 2017",6.83%
"April 19, 2017",4.56%
"April 18, 2017",5.29%
"April 17, 2017",6.29%
"April 13, 2017",6.33%
"April 12, 2017",5.66%
"April 11, 2017",4.56%
"April 10, 2017",3.91%
"April 7, 2017",4.58%
"April 6, 2017",4.66%
"April 5, 2017",4.08%
"April 4, 2017",0.46%
"April 3, 2017",0.15%
"March 31, 2017",0.75%
"March 30, 2017",0.39%
"March 29, 2017",0.92%
"March 28, 2017",2.98%
"March 27, 2017",2.97%
"March 24, 2017",3.77%
"March 23, 2017",3.00%
"March 22, 2017",3.88%
"March 21, 2017",3.64%
"March 20, 2017",2.26%
"March 17, 2017",1.88%
"March 16, 2017",2.00%
"March 15, 2017",4.19%
"March 14, 2017",2.80%
"March 13, 2017",2.63%
"March 10, 2017",2.14%
"March 9, 2017",0.90%
"March 8, 2017",1.46%
"March 7, 2017",4.37%
"March 6, 2017",5.06%
"March 3, 2017",6.68%
"March 2, 2017",7.82%
"March 1, 2017",7.30%
"Feb. 28, 2017",7.10%
"Feb. 27, 2017",7.21%
"Feb. 24, 2017",4.98%
"Feb. 23, 2017",4.08%
"Feb. 22, 2017",4.08%
"Feb. 21, 2017",3.97%
"Feb. 17, 2017",4.87%
"Feb. 16, 2017",4.51%
"Feb. 15, 2017",4.20%
"Feb. 14, 2017",4.56%
"Feb. 13, 2017",5.57%
"Feb. 10, 2017",2.69%
"Feb. 9, 2017",2.49%
"Feb. 8, 2017",4.44%
"Feb. 7, 2017",2.05%
"Feb. 6, 2017",1.87%
"Feb. 3, 2017",0.00%
"Feb. 2, 2017",0.49%
"Feb. 1, 2017",0.24%
"Jan. 31, 2017",2.83%
"Jan. 30, 2017",1.17%
"Jan. 27, 2017",3.69%
"Jan. 26, 2017",4.56%
"Jan. 25, 2017",5.15%
"Jan. 24, 2017",5.76%
"Jan. 23, 2017",6.13%
"Jan. 20, 2017",7.53%
"Jan. 19, 2017",4.72%
"Jan. 18, 2017",8.04%
"Jan. 17, 2017",8.43%
"Jan. 13, 2017",7.50%
"Jan. 12, 2017",8.20%
"Jan. 11, 2017",7.90%
"Jan. 10, 2017",6.81%
"Jan. 9, 2017",7.38%
"Jan. 6, 2017",7.38%
"Jan. 5, 2017",7.65%
"Jan. 4, 2017",8.63%
"Jan. 3, 2017",7.85%
"Dec. 30, 2016",6.52%
"Dec. 29, 2016",7.07%
"Dec. 28, 2016",5.56%
"Dec. 27, 2016",7.04%
"Dec. 23, 2016",7.40%
"Dec. 22, 2016",9.37%
"Dec. 21, 2016",9.75%
"Dec. 20, 2016",9.53%
"Dec. 19, 2016",9.16%
"Dec. 16, 2016",6.69%
"Dec. 15, 2016",7.96%
"Dec. 14, 2016",7.89%
"Dec. 13, 2016",11.53%
"Dec. 12, 2016",11.00%
"Dec. 9, 2016",5.74%
"Dec. 8, 2016",4.28%
"Dec. 7, 2016",3.50%
"Dec. 6, 2016",2.73%
"Dec. 5, 2016",2.57%
"Dec. 2, 2016",3.92%
"Dec. 1, 2016",0.65%
"Nov. 30, 2016",1.32%
"Nov. 29, 2016",6.37%
"Nov. 28, 2016",6.55%
"Nov. 25, 2016",4.43%
"Nov. 23, 2016",1.19%
"Nov. 22, 2016",1.96%
"Nov. 21, 2016",1.48%
"Nov. 18, 2016",2.41%
"Nov. 17, 2016",5.14%
"Nov. 16, 2016",1.96%
"Nov. 15, 2016",5.28%
"Nov. 14, 2016",3.80%
"Nov. 11, 2016",1.72%
"Nov. 10, 2016",3.91%
"Nov. 9, 2016",7.86%
"Nov. 8, 2016",12.26%
"Nov. 7, 2016",10.75%
"Nov. 4, 2016",3.08%
"Nov. 3, 2016",3.75%
"Nov. 2, 2016",4.87%
"Nov. 1, 2016",6.16%
"Oct. 31, 2016",8.09%
"Oct. 28, 2016",6.34%
"Oct. 27, 2016",3.81%
"Oct. 26, 2016",4.34%
"Oct. 25, 2016",4.99%
"Oct. 24, 2016",4.66%
"Oct. 21, 2016",3.73%
"Oct. 20, 2016",3.68%
"Oct. 19, 2016",3.83%
"Oct. 18, 2016",3.62%
"Oct. 17, 2016",2.89%
"Oct. 14, 2016",3.77%
"Oct. 13, 2016",4.61%
"Oct. 12, 2016",2.74%
"Oct. 11, 2016",2.67%
"Oct. 10, 2016",4.21%
"Oct. 7, 2016",4.01%
"Oct. 6, 2016",4.11%
"Oct. 5, 2016",2.86%
"Oct. 4, 2016",4.16%
"Oct. 3, 2016",6.00%
"Sept. 30, 2016",7.03%
"Sept. 29, 2016",10.93%
