date,book_value_of_equity_per_share
"Dec. 31, 2019",38.29
"Sept. 30, 2019",37.44
"June 30, 2019",36.95
"March 31, 2019",36.67
"Dec. 31, 2018",36.25
"Sept. 30, 2018",36.00
"June 30, 2018",35.58
"March 31, 2018",35.29
"Dec. 31, 2017",34.98
"Sept. 30, 2017",34.71
"June 30, 2017",34.35
"March 31, 2017",34.09
"Dec. 31, 2016",33.80
"Sept. 30, 2016",33.53
"June 30, 2016",33.13
"March 31, 2016",32.91
"Dec. 31, 2015",32.64
"Sept. 30, 2015",32.46
"June 30, 2015",32.11
"March 31, 2015",31.85
"Dec. 31, 2014",31.47
"Sept. 30, 2014",31.24
"June 30, 2014",30.85
"March 31, 2014",30.79
"Dec. 31, 2013",30.49
"Sept. 30, 2013",30.23
"June 30, 2013",29.89
"March 31, 2013",29.71
"Dec. 31, 2012",29.41
"Sept. 30, 2012",29.23
"June 30, 2012",28.90
"March 31, 2012",22.92
"Dec. 31, 2011",22.65
"Sept. 30, 2011",22.38
"June 30, 2011",22.14
"March 31, 2011",21.98
"Dec. 31, 2010",21.60
"Sept. 30, 2010",21.12
"June 30, 2010",20.78
"March 31, 2010",20.60
"Dec. 31, 2009",20.37
"Sept. 30, 2009",20.14
"June 30, 2009",19.98
"March 31, 2009",22.18
"Dec. 31, 2008",19.38
"Sept. 30, 2008",19.39
"June 30, 2008",18.90
"March 31, 2008",18.84
"Dec. 31, 2007",18.79
"Sept. 30, 2007",18.54
"June 30, 2007",18.23
"March 31, 2007",18.23
"Dec. 31, 2006",18.14
"Sept. 30, 2006",16.06
"June 30, 2006",15.31
"March 31, 2006",15.49
"Dec. 31, 2005",15.85
"Sept. 30, 2005",15.62
"June 30, 2005",16.21
"March 31, 2005",16.78
"Dec. 31, 2004",17.93
"Sept. 30, 2004",18.07
"June 30, 2004",18.14
"March 31, 2004",18.24
"Dec. 31, 2003",17.73
"Sept. 30, 2003",17.71
"June 30, 2003",17.45
"March 31, 2003",17.61
"Dec. 31, 2002",17.20
"Sept. 30, 2002",16.94
"June 30, 2002",16.52
"March 31, 2002",16.52
"Dec. 31, 2001",16.27
"Sept. 30, 2001",16.05
"June 30, 2001",15.86
"March 31, 2001",16.11
"Dec. 31, 2000",15.43
"Sept. 30, 2000",16.81
"June 30, 2000",16.49
"March 31, 2000",16.51
"Dec. 31, 1999",15.19
"Sept. 30, 1999",15.27
"June 30, 1999",15.12
"March 31, 1999",15.09
"Dec. 31, 1998",14.96
"Sept. 30, 1998",15.89
"June 30, 1998",15.84
"March 31, 1998",15.77
"Dec. 31, 1997",15.64
"Sept. 30, 1997",15.89
"June 30, 1997",16.24
"March 31, 1997",16.66
"Dec. 31, 1996",17.73
"Sept. 30, 1996",18.57
"June 30, 1996",18.82
"March 31, 1996",19.17
"Dec. 31, 1995",19.08
"Sept. 30, 1995",18.98
"June 30, 1995",17.52
"March 31, 1995",18.75
"Dec. 31, 1994",18.48
"Sept. 30, 1994",0.00
"June 30, 1994",16.99
"March 31, 1994",18.23
