date,current_ratio
"Dec. 31, 2019",0.6697
"Sept. 30, 2019",0.5924
"June 30, 2019",0.607
"March 31, 2019",0.5046
"Dec. 31, 2018",0.5573
"Sept. 30, 2018",0.5932
"June 30, 2018",0.6453
"March 31, 2018",0.6766
"Dec. 31, 2017",0.693
"Sept. 30, 2017",0.9172
"June 30, 2017",0.6157
"March 31, 2017",0.7533
"Dec. 31, 2016",0.6809
"Sept. 30, 2016",0.9139
"June 30, 2016",1.048
"March 31, 2016",0.9987
"Dec. 31, 2015",0.8759
"Sept. 30, 2015",0.7967
"June 30, 2015",0.863
"March 31, 2015",0.8975
"Dec. 31, 2014",0.859
"Sept. 30, 2014",0.7173
"June 30, 2014",0.738
"March 31, 2014",0.8479
"Dec. 31, 2013",0.6371
"Sept. 30, 2013",0.5974
"June 30, 2013",0.6656
"March 31, 2013",0.562
"Dec. 31, 2012",0.6113
"Sept. 30, 2012",0.5628
"June 30, 2012",0.5598
"March 31, 2012",0.7742
"Dec. 31, 2011",0.697
"Sept. 30, 2011",0.8646
"June 30, 2011",0.9064
"March 31, 2011",1.166
"Dec. 31, 2010",1.120
"Sept. 30, 2010",1.169
"June 30, 2010",1.256
"March 31, 2010",1.353
"Dec. 31, 2009",1.294
"Sept. 30, 2009",1.239
"June 30, 2009",1.232
"March 31, 2009",1.265
"Dec. 31, 2008",0.8838
"Sept. 30, 2008",1.029
"June 30, 2008",1.253
"March 31, 2008",0.9158
"Dec. 31, 2007",1.066
"Sept. 30, 2007",1.350
"June 30, 2007",1.224
"March 31, 2007",1.802
"Dec. 31, 2006",1.269
"Sept. 30, 2006",1.356
"June 30, 2006",1.438
"March 31, 2006",1.296
"Dec. 31, 2005",1.203
"Sept. 30, 2005",1.021
"June 30, 2005",1.052
"March 31, 2005",1.013
"Dec. 31, 2004",1.10
"Sept. 30, 2004",1.348
"June 30, 2004",1.202
"March 31, 2004",1.288
"Dec. 31, 2003",1.188
"Sept. 30, 2003",1.194
"June 30, 2003",1.207
"March 31, 2003",1.193
"Dec. 31, 2002",1.139
"Sept. 30, 2002",1.076
"June 30, 2002",1.078
"March 31, 2002",0.9657
"Dec. 31, 2001",1.114
"Sept. 30, 2001",0.8752
"June 30, 2001",0.9744
"March 31, 2001",0.9304
"Dec. 31, 2000",0.4526
"Sept. 30, 2000",0.5286
"June 30, 2000",0.5717
"March 31, 2000",0.6273
"Dec. 31, 1999",0.6817
"Sept. 30, 1999",0.815
"June 30, 1999",0.84
"March 31, 1999",0.8831
"Dec. 31, 1998",0.8272
"Sept. 30, 1998",0.889
"June 30, 1998",0.7963
"March 31, 1998",0.7641
"Dec. 31, 1997",0.7954
"Sept. 30, 1997",0.8525
"June 30, 1997",0.8292
"March 31, 1997",0.901
"Dec. 31, 1996",0.8857
"Sept. 30, 1996",1.059
"June 30, 1996",0.9294
"March 31, 1996",0.989
"Dec. 31, 1995",0.8751
"Sept. 30, 1995",0.8306
"June 30, 1995",0.6789
"March 31, 1995",0.8194
"Dec. 31, 1994",0.7528
"Sept. 30, 1994",
"June 30, 1994",0.6755
"March 31, 1994",0.6855
