date,max_drawdown_all
"Feb. 29, 2020",66.91%
"Jan. 31, 2020",66.91%
"Dec. 31, 2019",66.91%
"Nov. 30, 2019",66.91%
"Oct. 31, 2019",66.91%
"Sept. 30, 2019",66.91%
"Aug. 31, 2019",66.91%
"July 31, 2019",66.91%
"June 30, 2019",66.91%
"May 31, 2019",66.91%
"April 30, 2019",66.91%
"March 31, 2019",66.91%
"Feb. 28, 2019",66.91%
"Jan. 31, 2019",66.91%
"Dec. 31, 2018",66.91%
"Nov. 30, 2018",66.91%
"Oct. 31, 2018",66.91%
"Sept. 30, 2018",66.91%
"Aug. 31, 2018",66.91%
"July 31, 2018",66.91%
"June 30, 2018",66.91%
"May 31, 2018",66.91%
"April 30, 2018",66.91%
"March 31, 2018",66.91%
"Feb. 28, 2018",66.91%
"Jan. 31, 2018",66.91%
"Dec. 31, 2017",66.91%
"Nov. 30, 2017",66.91%
"Oct. 31, 2017",66.91%
"Sept. 30, 2017",66.91%
"Aug. 31, 2017",66.91%
"July 31, 2017",66.91%
"June 30, 2017",66.91%
"May 31, 2017",66.91%
"April 30, 2017",66.91%
"March 31, 2017",66.91%
"Feb. 28, 2017",66.91%
"Jan. 31, 2017",66.91%
"Dec. 31, 2016",66.91%
"Nov. 30, 2016",66.91%
"Oct. 31, 2016",66.91%
"Sept. 30, 2016",66.91%
"Aug. 31, 2016",66.91%
"July 31, 2016",66.91%
"June 30, 2016",66.91%
"May 31, 2016",66.91%
"April 30, 2016",66.91%
"March 31, 2016",66.91%
"Feb. 29, 2016",66.91%
"Jan. 31, 2016",66.91%
"Dec. 31, 2015",66.91%
"Nov. 30, 2015",66.91%
"Oct. 31, 2015",66.91%
"Sept. 30, 2015",66.91%
"Aug. 31, 2015",66.91%
"July 31, 2015",66.91%
"June 30, 2015",66.91%
"May 31, 2015",66.91%
"April 30, 2015",66.91%
"March 31, 2015",66.91%
"Feb. 28, 2015",66.91%
"Jan. 31, 2015",66.91%
"Dec. 31, 2014",66.91%
"Nov. 30, 2014",66.91%
"Oct. 31, 2014",66.91%
"Sept. 30, 2014",66.91%
"Aug. 31, 2014",66.91%
"July 31, 2014",66.91%
"June 30, 2014",66.91%
"May 31, 2014",66.91%
"April 30, 2014",66.91%
"March 31, 2014",66.91%
"Feb. 28, 2014",66.91%
"Jan. 31, 2014",66.91%
"Dec. 31, 2013",66.91%
"Nov. 30, 2013",66.91%
"Oct. 31, 2013",66.91%
"Sept. 30, 2013",66.91%
"Aug. 31, 2013",66.91%
"July 31, 2013",66.91%
"June 30, 2013",66.91%
"May 31, 2013",66.91%
"April 30, 2013",66.91%
"March 31, 2013",66.91%
"Feb. 28, 2013",66.91%
"Jan. 31, 2013",66.91%
"Dec. 31, 2012",66.91%
"Nov. 30, 2012",66.91%
"Oct. 31, 2012",66.91%
"Sept. 30, 2012",66.91%
"Aug. 31, 2012",66.91%
"July 31, 2012",66.91%
"June 30, 2012",66.91%
"May 31, 2012",66.91%
"April 30, 2012",66.91%
"March 31, 2012",66.91%
"Feb. 29, 2012",66.91%
"Jan. 31, 2012",66.91%
"Dec. 31, 2011",66.91%
"Nov. 30, 2011",66.91%
"Oct. 31, 2011",66.91%
"Sept. 30, 2011",66.91%
"Aug. 31, 2011",66.91%
"July 31, 2011",66.91%
"June 30, 2011",66.91%
"May 31, 2011",66.91%
"April 30, 2011",66.91%
"March 31, 2011",66.91%
"Feb. 28, 2011",66.91%
"Jan. 31, 2011",66.91%
"Dec. 31, 2010",66.91%
"Nov. 30, 2010",66.91%
"Oct. 31, 2010",66.91%
"Sept. 30, 2010",66.91%
"Aug. 31, 2010",66.91%
"July 31, 2010",66.91%
"June 30, 2010",66.91%
"May 31, 2010",66.91%
"April 30, 2010",66.91%
"March 31, 2010",66.91%
"Feb. 28, 2010",66.91%
"Jan. 31, 2010",66.91%
"Dec. 31, 2009",66.91%
"Nov. 30, 2009",66.91%
"Oct. 31, 2009",66.91%
"Sept. 30, 2009",66.91%
"Aug. 31, 2009",66.91%
"July 31, 2009",66.91%
"June 30, 2009",66.91%
"May 31, 2009",66.91%
"April 30, 2009",66.91%
"March 31, 2009",66.91%
"Feb. 28, 2009",66.91%
"Jan. 31, 2009",66.91%
"Dec. 31, 2008",66.91%
"Nov. 30, 2008",66.91%
"Oct. 31, 2008",66.91%
"Sept. 30, 2008",66.91%
"Aug. 31, 2008",66.91%
"July 31, 2008",66.91%
"June 30, 2008",66.91%
"May 31, 2008",66.91%
"April 30, 2008",66.91%
"March 31, 2008",66.91%
"Feb. 29, 2008",66.91%
"Jan. 31, 2008",66.91%
"Dec. 31, 2007",66.91%
"Nov. 30, 2007",66.91%
"Oct. 31, 2007",66.91%
"Sept. 30, 2007",66.91%
"Aug. 31, 2007",66.91%
"July 31, 2007",66.91%
"June 30, 2007",66.91%
"May 31, 2007",66.91%
"April 30, 2007",66.91%
"March 31, 2007",66.91%
"Feb. 28, 2007",66.91%
"Jan. 31, 2007",66.91%
"Dec. 31, 2006",66.91%
"Nov. 30, 2006",66.91%
"Oct. 31, 2006",66.91%
"Sept. 30, 2006",66.91%
"Aug. 31, 2006",66.91%
"July 31, 2006",66.91%
"June 30, 2006",66.91%
"May 31, 2006",66.91%
"April 30, 2006",66.91%
"March 31, 2006",66.91%
"Feb. 28, 2006",66.91%
"Jan. 31, 2006",66.91%
"Dec. 31, 2005",66.91%
"Nov. 30, 2005",66.91%
"Oct. 31, 2005",66.91%
"Sept. 30, 2005",66.91%
"Aug. 31, 2005",66.91%
"July 31, 2005",66.91%
"June 30, 2005",66.91%
"May 31, 2005",66.91%
"April 30, 2005",66.91%
"March 31, 2005",66.91%
"Feb. 28, 2005",66.91%
"Jan. 31, 2005",66.91%
"Dec. 31, 2004",66.91%
"Nov. 30, 2004",66.91%
"Oct. 31, 2004",66.91%
"Sept. 30, 2004",66.91%
"Aug. 31, 2004",66.91%
"July 31, 2004",66.91%
"June 30, 2004",66.91%
"May 31, 2004",66.91%
"April 30, 2004",66.91%
"March 31, 2004",66.91%
"Feb. 29, 2004",66.91%
"Jan. 31, 2004",66.91%
"Dec. 31, 2003",66.91%
"Nov. 30, 2003",66.91%
"Oct. 31, 2003",66.91%
"Sept. 30, 2003",66.91%
"Aug. 31, 2003",66.91%
"July 31, 2003",66.91%
"June 30, 2003",66.91%
"May 31, 2003",66.91%
"April 30, 2003",66.91%
"March 31, 2003",66.91%
"Feb. 28, 2003",66.91%
"Jan. 31, 2003",66.91%
"Dec. 31, 2002",66.91%
"Nov. 30, 2002",66.91%
"Oct. 31, 2002",66.91%
"Sept. 30, 2002",66.91%
"Aug. 31, 2002",66.91%
"July 31, 2002",66.91%
"June 30, 2002",66.91%
"May 31, 2002",66.91%
"April 30, 2002",66.91%
"March 31, 2002",66.91%
"Feb. 28, 2002",66.91%
"Jan. 31, 2002",66.91%
"Dec. 31, 2001",66.91%
"Nov. 30, 2001",66.91%
"Oct. 31, 2001",66.91%
"Sept. 30, 2001",66.91%
"Aug. 31, 2001",66.91%
"July 31, 2001",66.91%
"June 30, 2001",66.91%
"May 31, 2001",66.91%
"April 30, 2001",66.91%
"March 31, 2001",66.91%
"Feb. 28, 2001",66.91%
"Jan. 31, 2001",66.91%
"Dec. 31, 2000",66.91%
"Nov. 30, 2000",66.91%
"Oct. 31, 2000",66.91%
"Sept. 30, 2000",66.91%
"Aug. 31, 2000",66.91%
"July 31, 2000",66.91%
"June 30, 2000",66.91%
"May 31, 2000",66.91%
"April 30, 2000",66.91%
"March 31, 2000",66.91%
"Feb. 29, 2000",66.91%
"Jan. 31, 2000",66.91%
"Dec. 31, 1999",66.91%
"Nov. 30, 1999",66.91%
"Oct. 31, 1999",66.91%
"Sept. 30, 1999",66.91%
"Aug. 31, 1999",66.91%
"July 31, 1999",66.91%
"June 30, 1999",66.91%
"May 31, 1999",66.91%
"April 30, 1999",66.91%
"March 31, 1999",66.91%
"Feb. 28, 1999",66.91%
"Jan. 31, 1999",66.91%
"Dec. 31, 1998",66.91%
"Nov. 30, 1998",66.91%
"Oct. 31, 1998",66.91%
"Sept. 30, 1998",66.91%
"Aug. 31, 1998",66.91%
"July 31, 1998",66.91%
"June 30, 1998",66.91%
"May 31, 1998",66.91%
"April 30, 1998",66.91%
"March 31, 1998",66.91%
"Feb. 28, 1998",66.91%
"Jan. 31, 1998",66.91%
"Dec. 31, 1997",66.91%
"Nov. 30, 1997",66.91%
"Oct. 31, 1997",66.91%
"Sept. 30, 1997",66.91%
"Aug. 31, 1997",66.91%
"July 31, 1997",66.91%
"June 30, 1997",66.91%
"May 31, 1997",66.91%
"April 30, 1997",66.91%
"March 31, 1997",66.91%
"Feb. 28, 1997",66.91%
"Jan. 31, 1997",66.91%
"Dec. 31, 1996",66.91%
"Nov. 30, 1996",66.91%
"Oct. 31, 1996",66.91%
"Sept. 30, 1996",66.91%
"Aug. 31, 1996",66.91%
"July 31, 1996",66.91%
