date,sales_est_0y
"March 16, 2020",1.564B
"March 12, 2020",1.624B
"March 11, 2020",1.651B
"March 10, 2020",1.691B
"March 9, 2020",1.725B
"March 2, 2020",1.749B
"Feb. 24, 2020",1.754B
"Feb. 21, 2020",1.757B
"Feb. 20, 2020",1.815B
"Feb. 18, 2020",1.817B
"Feb. 5, 2020",1.811B
"Feb. 4, 2020",1.802B
"Feb. 3, 2020",1.846B
"Jan. 31, 2020",1.850B
"Jan. 30, 2020",1.850B
"Jan. 27, 2020",1.855B
"Jan. 25, 2020",1.876B
"Jan. 24, 2020",1.889B
"Jan. 23, 2020",1.896B
"Jan. 21, 2020",1.905B
"Jan. 14, 2020",1.926B
"Jan. 13, 2020",1.934B
"Jan. 10, 2020",1.977B
"Jan. 9, 2020",1.978B
"Jan. 6, 2020",1.992B
"Jan. 3, 2020",1.996B
"Dec. 31, 2019",2.095B
"Dec. 23, 2019",2.114B
"Dec. 20, 2019",2.114B
"Dec. 2, 2019",2.111B
"Nov. 19, 2019",2.115B
"Nov. 15, 2019",2.115B
"Nov. 12, 2019",2.115B
"Nov. 4, 2019",2.113B
"Oct. 31, 2019",2.117B
"Oct. 28, 2019",2.117B
"Oct. 27, 2019",2.115B
"Oct. 25, 2019",2.117B
"Oct. 24, 2019",2.141B
"Oct. 21, 2019",2.147B
"Oct. 16, 2019",2.156B
"Oct. 15, 2019",2.157B
"Oct. 14, 2019",2.162B
"Oct. 10, 2019",2.167B
"Oct. 7, 2019",2.178B
"Oct. 4, 2019",2.173B
"Sept. 30, 2019",2.171B
"Sept. 20, 2019",2.176B
"Sept. 19, 2019",2.177B
"Aug. 15, 2019",2.187B
"Aug. 12, 2019",2.187B
"Aug. 5, 2019",2.185B
"July 29, 2019",2.190B
"July 26, 2019",2.207B
"July 23, 2019",2.236B
"July 22, 2019",2.236B
"July 18, 2019",2.243B
"July 17, 2019",2.244B
"July 15, 2019",2.267B
"July 11, 2019",2.276B
"July 10, 2019",2.276B
"July 8, 2019",2.295B
"June 25, 2019",2.295B
"June 24, 2019",2.295B
"June 20, 2019",2.313B
"June 17, 2019",2.314B
"June 14, 2019",2.315B
"May 23, 2019",2.322B
"May 13, 2019",2.330B
"May 10, 2019",2.345B
"May 8, 2019",2.349B
"April 29, 2019",2.355B
"April 26, 2019",2.318B
"April 22, 2019",2.373B
"April 17, 2019",2.380B
"April 16, 2019",2.369B
"April 12, 2019",2.362B
"April 11, 2019",2.381B
"March 22, 2019",2.391B
"March 18, 2019",2.385B
"March 13, 2019",2.385B
"March 5, 2019",2.373B
"March 4, 2019",2.374B
"Feb. 25, 2019",2.381B
"Feb. 24, 2019",2.377B
"Feb. 22, 2019",2.384B
"Feb. 11, 2019",2.496B
"Feb. 7, 2019",2.458B
"Jan. 29, 2019",2.464B
"Jan. 28, 2019",2.442B
"Jan. 25, 2019",2.442B
"Jan. 16, 2019",2.446B
"Jan. 14, 2019",2.481B
"Jan. 9, 2019",2.481B
"Jan. 7, 2019",2.502B
"Dec. 31, 2018",2.041B
"Dec. 19, 2018",2.030B
"Dec. 13, 2018",2.017B
"Dec. 11, 2018",1.980B
"Dec. 10, 2018",1.996B
"Dec. 4, 2018",1.994B
"Nov. 27, 2018",1.972B
"Nov. 26, 2018",1.950B
"Nov. 20, 2018",1.953B
"Nov. 16, 2018",1.947B
"Nov. 13, 2018",1.947B
"Oct. 29, 2018",1.952B
"Oct. 26, 2018",1.929B
"Oct. 24, 2018",1.907B
"Oct. 23, 2018",1.907B
"Oct. 22, 2018",1.883B
"Oct. 18, 2018",1.886B
"Oct. 16, 2018",1.894B
"Oct. 12, 2018",1.894B
"Oct. 10, 2018",1.906B
"Oct. 9, 2018",1.918B
"Oct. 3, 2018",1.927B
"Oct. 2, 2018",1.926B
"Sept. 26, 2018",1.922B
"Sept. 25, 2018",1.921B
"Sept. 24, 2018",1.914B
"Sept. 19, 2018",1.915B
"Aug. 29, 2018",1.910B
"Aug. 13, 2018",1.910B
"Aug. 5, 2018",1.903B
"July 31, 2018",1.902B
"July 30, 2018",1.892B
"July 27, 2018",1.899B
"July 24, 2018",1.885B
"July 19, 2018",1.874B
"July 17, 2018",1.860B
"July 16, 2018",1.861B
"July 13, 2018",1.864B
"July 12, 2018",1.867B
"July 11, 2018",1.868B
"July 9, 2018",1.867B
"July 2, 2018",1.867B
"June 25, 2018",1.875B
"June 19, 2018",1.864B
"June 4, 2018",1.867B
"May 23, 2018",1.867B
"May 22, 2018",1.864B
"May 14, 2018",1.868B
"May 11, 2018",1.867B
"May 10, 2018",1.867B
"May 7, 2018",1.873B
"April 30, 2018",1.881B
"April 27, 2018",1.880B
"April 24, 2018",1.898B
"April 23, 2018",1.899B
"April 20, 2018",1.899B
"April 18, 2018",1.904B
"April 17, 2018",1.880B
"April 13, 2018",1.889B
"April 11, 2018",1.909B
"April 9, 2018",1.912B
"April 2, 2018",1.916B
"March 26, 2018",1.912B
"March 20, 2018",1.924B
"March 12, 2018",1.955B
"March 9, 2018",1.948B
"March 7, 2018",1.948B
"March 6, 2018",1.948B
"March 5, 2018",1.932B
"March 2, 2018",1.934B
"March 1, 2018",1.931B
"Feb. 27, 2018",1.939B
"Feb. 26, 2018",1.921B
"Feb. 23, 2018",1.952B
"Feb. 12, 2018",1.996B
"Jan. 26, 2018",2.010B
"Jan. 22, 2018",2.022B
"Jan. 17, 2018",2.027B
"Jan. 11, 2018",2.026B
"Jan. 8, 2018",2.063B
"Jan. 4, 2018",2.063B
"Jan. 2, 2018",2.091B
