date,market_beta_60_month
"Feb. 29, 2020",0.3767
"Jan. 31, 2020",0.4749
"Dec. 31, 2019",0.4943
"Nov. 30, 2019",0.484
"Oct. 31, 2019",0.5563
"Sept. 30, 2019",0.5345
"Aug. 31, 2019",0.5326
"July 31, 2019",0.5073
"June 30, 2019",0.5249
"May 31, 2019",0.6163
"April 30, 2019",0.6177
"March 31, 2019",0.6248
"Feb. 28, 2019",0.6158
"Jan. 31, 2019",0.5401
"Dec. 31, 2018",0.392
"Nov. 30, 2018",0.2958
"Oct. 31, 2018",0.275
"Sept. 30, 2018",0.4057
"Aug. 31, 2018",0.3779
"July 31, 2018",0.3264
"June 30, 2018",0.3856
"May 31, 2018",0.3789
"April 30, 2018",0.3999
"March 31, 2018",0.4012
"Feb. 28, 2018",0.4535
"Jan. 31, 2018",0.3899
"Dec. 31, 2017",0.5258
"Nov. 30, 2017",0.5211
"Oct. 31, 2017",0.5084
"Sept. 30, 2017",0.465
"Aug. 31, 2017",0.4803
"July 31, 2017",0.4782
"June 30, 2017",0.4848
"May 31, 2017",0.6207
"April 30, 2017",0.6762
"March 31, 2017",0.632
"Feb. 28, 2017",0.5945
"Jan. 31, 2017",0.6382
"Dec. 31, 2016",0.5326
"Nov. 30, 2016",0.5302
"Oct. 31, 2016",0.4726
"Sept. 30, 2016",0.6993
"Aug. 31, 2016",0.876
"July 31, 2016",0.809
"June 30, 2016",0.7795
"May 31, 2016",0.7361
"April 30, 2016",0.7222
"March 31, 2016",0.7331
"Feb. 29, 2016",0.6547
"Jan. 31, 2016",0.6722
"Dec. 31, 2015",0.8628
"Nov. 30, 2015",0.856
"Oct. 31, 2015",0.8045
"Sept. 30, 2015",0.8704
"Aug. 31, 2015",0.8229
"July 31, 2015",0.8125
"June 30, 2015",0.7539
"May 31, 2015",0.7879
"April 30, 2015",0.7807
"March 31, 2015",0.782
"Feb. 28, 2015",0.7061
"Jan. 31, 2015",0.6874
"Dec. 31, 2014",0.7023
"Nov. 30, 2014",0.689
"Oct. 31, 2014",0.651
"Sept. 30, 2014",0.6351
"Aug. 31, 2014",0.6161
"July 31, 2014",0.6141
"June 30, 2014",0.6551
"May 31, 2014",0.6829
"April 30, 2014",0.7413
"March 31, 2014",0.9086
"Feb. 28, 2014",0.9426
"Jan. 31, 2014",1.181
"Dec. 31, 2013",1.090
"Nov. 30, 2013",1.089
"Oct. 31, 2013",1.014
"Sept. 30, 2013",1.122
"Aug. 31, 2013",1.197
"July 31, 2013",1.207
"June 30, 2013",1.243
"May 31, 2013",1.133
"April 30, 2013",1.135
"March 31, 2013",1.149
"Feb. 28, 2013",1.143
"Jan. 31, 2013",1.071
"Dec. 31, 2012",1.075
"Nov. 30, 2012",1.065
"Oct. 31, 2012",1.093
"Sept. 30, 2012",1.105
"Aug. 31, 2012",1.099
"July 31, 2012",1.102
"June 30, 2012",1.110
"May 31, 2012",1.083
"April 30, 2012",1.077
"March 31, 2012",1.087
"Feb. 29, 2012",1.112
"Jan. 31, 2012",1.100
"Dec. 31, 2011",1.159
"Nov. 30, 2011",1.164
"Oct. 31, 2011",1.179
"Sept. 30, 2011",1.120
"Aug. 31, 2011",1.045
"July 31, 2011",1.055
"June 30, 2011",1.074
"May 31, 2011",1.089
"April 30, 2011",1.112
"March 31, 2011",1.110
"Feb. 28, 2011",1.115
"Jan. 31, 2011",1.107
"Dec. 31, 2010",1.114
"Nov. 30, 2010",1.115
"Oct. 31, 2010",1.088
"Sept. 30, 2010",1.119
"Aug. 31, 2010",1.144
