date,days_sales_outstanding
"Dec. 31, 2019",62.41
"Sept. 30, 2019",63.53
"June 30, 2019",54.44
"March 31, 2019",57.14
"Dec. 31, 2018",48.43
"Sept. 30, 2018",42.74
"June 30, 2018",47.64
"March 31, 2018",50.53
"Dec. 31, 2017",52.55
"Sept. 30, 2017",45.28
"June 30, 2017",38.46
"March 31, 2017",34.87
"Dec. 31, 2016",48.75
"Sept. 30, 2016",38.08
"June 30, 2016",42.02
"March 31, 2016",37.16
"Dec. 31, 2015",42.33
"Sept. 30, 2015",41.00
"June 30, 2015",48.21
"March 31, 2015",41.65
"Dec. 31, 2014",31.77
"Sept. 30, 2014",35.94
"June 30, 2014",39.12
"March 31, 2014",41.84
"Dec. 31, 2013",37.71
"Sept. 30, 2013",41.11
"June 30, 2013",39.05
"March 31, 2013",42.18
"Dec. 31, 2012",34.20
"Sept. 30, 2012",29.81
"June 30, 2012",31.65
"March 31, 2012",35.36
"Dec. 31, 2011",38.73
"Sept. 30, 2011",41.25
"June 30, 2011",41.53
"March 31, 2011",41.12
"Dec. 31, 2010",19.38
"Sept. 30, 2010",16.89
"June 30, 2010",43.41
"March 31, 2010",41.51
"Dec. 31, 2009",34.19
"Sept. 30, 2009",30.91
"June 30, 2009",28.90
"March 31, 2009",36.05
"Dec. 31, 2008",50.67
"Sept. 30, 2008",58.12
"June 30, 2008",55.42
"March 31, 2008",52.36
"Dec. 31, 2007",50.26
"Sept. 30, 2007",55.74
"June 30, 2007",53.38
"March 31, 2007",56.82
"Dec. 31, 2006",65.17
"Sept. 30, 2006",50.31
"June 30, 2006",51.13
"March 31, 2006",60.02
"Dec. 31, 2005",60.83
"Sept. 30, 2005",63.54
"June 30, 2005",57.70
"March 31, 2005",71.07
"Dec. 31, 2004",59.14
"Sept. 30, 2004",62.73
"June 30, 2004",61.83
"March 31, 2004",53.51
"Dec. 31, 2003",62.50
"Sept. 30, 2003",59.57
"June 30, 2003",69.70
"March 31, 2003",59.92
"Dec. 31, 2002",52.30
"Sept. 30, 2002",54.08
"June 30, 2002",53.15
"March 31, 2002",62.20
"Dec. 31, 2001",62.17
"Sept. 30, 2001",50.07
"June 30, 2001",53.76
"March 31, 2001",46.19
"Dec. 31, 2000",58.73
"Sept. 30, 2000",63.66
"June 30, 2000",59.50
"March 31, 2000",53.47
"Dec. 31, 1999",26.63
"Sept. 30, 1999",95.79
"June 30, 1999",102.85
"March 31, 1999",137.41
"Dec. 31, 1998",35.29
"Sept. 30, 1998",108.94
"June 30, 1998",98.91
"March 31, 1998",125.15
"Dec. 31, 1997",84.59
"Sept. 30, 1997",79.51
"June 30, 1997",85.58
"March 31, 1997",92.89
"Dec. 31, 1996",95.52
"Sept. 30, 1996",91.25
"June 30, 1996",109.96
"March 31, 1996",106.20
"Dec. 31, 1995",55.98
"Sept. 30, 1995",55.70
"June 30, 1995",61.51
"March 31, 1995",59.76
"Dec. 31, 1994",58.85
"Sept. 30, 1994",62.96
"June 30, 1994",59.76
"March 31, 1994",48.68
"Dec. 31, 1993",57.29
"Sept. 30, 1993",72.05
"June 30, 1993",69.41
"March 31, 1993",67.76
"Dec. 31, 1992",51.47
"Sept. 30, 1992",53.58
"June 30, 1992",55.09
"March 31, 1992",54.20
"Dec. 31, 1991",41.79
"Sept. 30, 1991",52.20
"June 30, 1991",57.60
"March 31, 1991",48.81
"Dec. 31, 1990",43.65
"Sept. 30, 1990",70.43
"June 30, 1990",57.56
"March 31, 1990",23.58
"Dec. 31, 1989",20.42
"Sept. 30, 1989",19.76
"June 30, 1989",0.00
"March 31, 1989",0.00
