date,historical_daily_var_1_all
"Feb. 29, 2020",6.31%
"Jan. 31, 2020",6.26%
"Dec. 31, 2019",6.20%
"Nov. 30, 2019",6.22%
"Oct. 31, 2019",6.23%
"Sept. 30, 2019",6.25%
"Aug. 31, 2019",6.27%
"July 31, 2019",6.28%
"June 30, 2019",6.22%
"May 31, 2019",6.24%
"April 30, 2019",6.26%
"March 31, 2019",6.27%
"Feb. 28, 2019",6.29%
"Jan. 31, 2019",6.30%
"Dec. 31, 2018",6.31%
"Nov. 30, 2018",6.32%
"Oct. 31, 2018",6.34%
"Sept. 30, 2018",6.29%
"Aug. 31, 2018",6.30%
"July 31, 2018",6.32%
"June 30, 2018",6.27%
"May 31, 2018",6.28%
"April 30, 2018",6.30%
"March 31, 2018",6.31%
"Feb. 28, 2018",6.32%
"Jan. 31, 2018",6.33%
"Dec. 31, 2017",6.34%
"Nov. 30, 2017",6.34%
"Oct. 31, 2017",6.35%
"Sept. 30, 2017",6.35%
"Aug. 31, 2017",6.36%
"July 31, 2017",6.36%
"June 30, 2017",6.37%
"May 31, 2017",6.37%
"April 30, 2017",6.37%
"March 31, 2017",6.37%
"Feb. 28, 2017",6.37%
"Jan. 31, 2017",6.38%
"Dec. 31, 2016",6.38%
"Nov. 30, 2016",6.38%
"Oct. 31, 2016",6.38%
"Sept. 30, 2016",6.38%
"Aug. 31, 2016",6.38%
"July 31, 2016",6.38%
"June 30, 2016",6.39%
"May 31, 2016",6.39%
"April 30, 2016",6.39%
"March 31, 2016",6.39%
"Feb. 29, 2016",6.39%
"Jan. 31, 2016",6.39%
"Dec. 31, 2015",6.37%
"Nov. 30, 2015",6.36%
"Oct. 31, 2015",6.27%
"Sept. 30, 2015",6.28%
"Aug. 31, 2015",6.29%
"July 31, 2015",6.24%
"June 30, 2015",6.26%
"May 31, 2015",6.27%
"April 30, 2015",6.29%
"March 31, 2015",6.30%
"Feb. 28, 2015",6.31%
"Jan. 31, 2015",6.32%
"Dec. 31, 2014",6.34%
"Nov. 30, 2014",6.35%
"Oct. 31, 2014",6.35%
"Sept. 30, 2014",6.36%
"Aug. 31, 2014",6.37%
"July 31, 2014",6.37%
"June 30, 2014",6.37%
"May 31, 2014",6.38%
"April 30, 2014",6.38%
"March 31, 2014",6.38%
"Feb. 28, 2014",6.38%
"Jan. 31, 2014",6.37%
"Dec. 31, 2013",6.38%
"Nov. 30, 2013",6.38%
"Oct. 31, 2013",6.38%
"Sept. 30, 2013",6.38%
"Aug. 31, 2013",6.38%
"July 31, 2013",6.38%
"June 30, 2013",6.38%
"May 31, 2013",6.39%
"April 30, 2013",6.39%
"March 31, 2013",6.39%
"Feb. 28, 2013",6.39%
"Jan. 31, 2013",6.39%
"Dec. 31, 2012",6.39%
"Nov. 30, 2012",6.40%
"Oct. 31, 2012",6.40%
"Sept. 30, 2012",6.40%
