date,graham_number
"Dec. 31, 2019",14.08
"Sept. 30, 2019",15.27
"June 30, 2019",15.76
"March 31, 2019",14.18
"Dec. 31, 2018",11.83
"Sept. 30, 2018",7.514
"June 30, 2018",5.546
"March 31, 2018",5.357
"Dec. 31, 2017",5.208
"Sept. 30, 2017",
"June 30, 2017",
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",
"June 30, 2016",
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",3.077
"Dec. 31, 2014",5.293
"Sept. 30, 2014",11.18
"June 30, 2014",10.80
"March 31, 2014",10.08
"Dec. 31, 2013",8.934
"Sept. 30, 2013",8.458
"June 30, 2013",7.780
"March 31, 2013",6.476
"Dec. 31, 2012",5.997
"Sept. 30, 2012",5.665
"June 30, 2012",5.506
"March 31, 2012",5.949
"Dec. 31, 2011",5.786
"Sept. 30, 2011",6.166
"June 30, 2011",5.498
"March 31, 2011",4.595
"Dec. 31, 2010",4.981
"Sept. 30, 2010",4.661
"June 30, 2010",5.469
"March 31, 2010",5.556
"Dec. 31, 2009",5.909
"Sept. 30, 2009",6.072
"June 30, 2009",6.622
"March 31, 2009",7.252
"Dec. 31, 2008",7.102
"Sept. 30, 2008",6.870
"June 30, 2008",5.641
"March 31, 2008",5.054
"Dec. 31, 2007",4.757
"Sept. 30, 2007",4.565
"June 30, 2007",5.391
"March 31, 2007",4.999
"Dec. 31, 2006",5.352
"Sept. 30, 2006",5.572
"June 30, 2006",4.206
"March 31, 2006",4.216
"Dec. 31, 2005",3.519
"Sept. 30, 2005",2.754
"June 30, 2005",2.483
"March 31, 2005",2.016
"Dec. 31, 2004",2.063
"Sept. 30, 2004",1.939
"June 30, 2004",2.071
"March 31, 2004",2.090
"Dec. 31, 2003",1.051
"Sept. 30, 2003",0.474
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",0.7614
"Sept. 30, 2002",
"June 30, 2002",
"March 31, 2002",0.5761
"Dec. 31, 2001",1.066
"Sept. 30, 2001",1.794
"June 30, 2001",1.593
"March 31, 2001",1.267
"Dec. 31, 2000",0.952
"Sept. 30, 2000",0.5935
"June 30, 2000",0.5655
"March 31, 2000",0.594
"Dec. 31, 1999",0.4745
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",0.07
"Sept. 30, 1998",0.6908
"June 30, 1998",0.7586
"March 31, 1998",0.7545
"Dec. 31, 1997",0.8225
"Sept. 30, 1997",0.7468
"June 30, 1997",0.7497
"March 31, 1997",0.7334
"Dec. 31, 1996",0.6629
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",
"Sept. 30, 1995",
"June 30, 1995",
"March 31, 1995",
"Dec. 31, 1994",
"Sept. 30, 1994",0.1438
"June 30, 1994",0.2102
"March 31, 1994",0.3006
"Dec. 31, 1993",0.2694
"Sept. 30, 1993",0.3533
"June 30, 1993",0.4429
"March 31, 1993",0.3191
"Dec. 31, 1992",0.2901
"Sept. 30, 1992",
"June 30, 1992",
"March 31, 1992",
"Dec. 31, 1991",
"Sept. 30, 1991",0.3413
"June 30, 1991",0.3524
"March 31, 1991",0.4025
"Dec. 31, 1990",0.4481
"Sept. 30, 1990",0.4179
