date,ebitda_ttm
"Dec. 31, 2019",1.282B
"Sept. 30, 2019",1.492B
"June 30, 2019",1.527B
"March 31, 2019",1.346B
"Dec. 31, 2018",1.204B
"Sept. 30, 2018",948.34M
"June 30, 2018",876.30M
"March 31, 2018",986.91M
"Dec. 31, 2017",1.012B
"Sept. 30, 2017",936.81M
"June 30, 2017",883.33M
"March 31, 2017",682.46M
"Dec. 31, 2016",462.03M
"Sept. 30, 2016",422.75M
"June 30, 2016",419.99M
"March 31, 2016",481.40M
"Dec. 31, 2015",637.89M
"Sept. 30, 2015",224.12M
"June 30, 2015",425.17M
"March 31, 2015",659.84M
"Dec. 31, 2014",738.95M
"Sept. 30, 2014",1.404B
"June 30, 2014",1.361B
"March 31, 2014",1.309B
"Dec. 31, 2013",1.203B
"Sept. 30, 2013",1.075B
"June 30, 2013",959.96M
"March 31, 2013",836.24M
"Dec. 31, 2012",757.59M
"Sept. 30, 2012",727.04M
"June 30, 2012",696.35M
"March 31, 2012",693.50M
"Dec. 31, 2011",649.99M
"Sept. 30, 2011",681.90M
"June 30, 2011",634.00M
"March 31, 2011",568.56M
"Dec. 31, 2010",589.13M
"Sept. 30, 2010",491.82M
"June 30, 2010",536.99M
"March 31, 2010",521.93M
"Dec. 31, 2009",533.53M
"Sept. 30, 2009",528.29M
"June 30, 2009",547.62M
"March 31, 2009",574.84M
"Dec. 31, 2008",551.50M
"Sept. 30, 2008",542.22M
"June 30, 2008",473.81M
"March 31, 2008",448.07M
"Dec. 31, 2007",442.30M
"Sept. 30, 2007",421.68M
"June 30, 2007",658.62M
"March 31, 2007",662.35M
"Dec. 31, 2006",672.92M
"Sept. 30, 2006",713.23M
"June 30, 2006",462.26M
"March 31, 2006",435.54M
"Dec. 31, 2005",373.10M
"Sept. 30, 2005",324.61M
"June 30, 2005",303.44M
"March 31, 2005",276.67M
"Dec. 31, 2004",272.29M
"Sept. 30, 2004",251.02M
"June 30, 2004",257.98M
"March 31, 2004",255.54M
"Dec. 31, 2003",172.03M
"Sept. 30, 2003",158.47M
"June 30, 2003",125.85M
"March 31, 2003",100.54M
"Dec. 31, 2002",151.93M
"Sept. 30, 2002",125.35M
"June 30, 2002",126.80M
"March 31, 2002",136.67M
"Dec. 31, 2001",192.88M
"Sept. 30, 2001",236.49M
"June 30, 2001",221.19M
"March 31, 2001",200.07M
"Dec. 31, 2000",143.10M
"Sept. 30, 2000",119.11M
"June 30, 2000",113.50M
"March 31, 2000",112.68M
"Dec. 31, 1999",100.04M
"Sept. 30, 1999",78.54M
"June 30, 1999",67.84M
"March 31, 1999",66.90M
"Dec. 31, 1998",71.30M
"Sept. 30, 1998",82.10M
"June 30, 1998",91.00M
"March 31, 1998",91.30M
"Dec. 31, 1997",105.90M
"Sept. 30, 1997",104.80M
"June 30, 1997",101.30M
"March 31, 1997",100.30M
"Dec. 31, 1996",91.40M
"Sept. 30, 1996",191.60M
"June 30, 1996",73.10M
"March 31, 1996",66.00M
"Dec. 31, 1995",56.60M
"Sept. 30, 1995",-53.40M
"June 30, 1995",61.70M
"March 31, 1995",65.30M
"Dec. 31, 1994",71.20M
"Sept. 30, 1994",66.20M
"June 30, 1994",70.50M
"March 31, 1994",66.00M
"Dec. 31, 1993",60.00M
"Sept. 30, 1993",62.00M
"June 30, 1993",52.30M
"March 31, 1993",50.20M
"Dec. 31, 1992",47.80M
"Sept. 30, 1992",43.90M
"June 30, 1992",40.30M
"March 31, 1992",35.40M
"Dec. 31, 1991",47.00M
"Sept. 30, 1991",55.50M
"June 30, 1991",51.90M
"March 31, 1991",55.40M
"Dec. 31, 1990",46.80M
"Sept. 30, 1990",62.40M
"June 30, 1990",-37.60M
"March 31, 1990",-8.30M
"Dec. 31, 1989",13.00M
"Sept. 30, 1989",14.10M
