date,zmijewski_score
"Dec. 31, 2019",-2.066
"Sept. 30, 2019",-2.316
"June 30, 2019",-2.434
"March 31, 2019",-2.314
"Dec. 31, 2018",-2.044
"Sept. 30, 2018",-1.729
"June 30, 2018",-1.558
"March 31, 2018",-1.760
"Dec. 31, 2017",-1.773
"Sept. 30, 2017",-1.452
"June 30, 2017",-1.370
"March 31, 2017",-1.359
"Dec. 31, 2016",-1.146
"Sept. 30, 2016",-1.390
"June 30, 2016",-1.382
"March 31, 2016",-1.406
"Dec. 31, 2015",-0.7321
"Sept. 30, 2015",-0.6681
"June 30, 2015",-0.7782
"March 31, 2015",-0.9262
"Dec. 31, 2014",-0.9802
"Sept. 30, 2014",-1.314
"June 30, 2014",-1.604
"March 31, 2014",-1.470
"Dec. 31, 2013",-1.426
"Sept. 30, 2013",-1.512
"June 30, 2013",-1.445
"March 31, 2013",-1.383
"Dec. 31, 2012",-1.410
"Sept. 30, 2012",-1.435
"June 30, 2012",-1.511
"March 31, 2012",-1.528
"Dec. 31, 2011",-1.543
"Sept. 30, 2011",-1.403
"June 30, 2011",-1.416
"March 31, 2011",-1.400
"Dec. 31, 2010",-1.431
"Sept. 30, 2010",
"June 30, 2010",-1.514
"March 31, 2010",-1.573
"Dec. 31, 2009",-1.630
"Sept. 30, 2009",-1.730
"June 30, 2009",-1.769
"March 31, 2009",-1.782
"Dec. 31, 2008",-1.728
"Sept. 30, 2008",-1.701
"June 30, 2008",-1.723
"March 31, 2008",-1.604
"Dec. 31, 2007",-1.786
"Sept. 30, 2007",-1.896
"June 30, 2007",-2.351
"March 31, 2007",-2.442
"Dec. 31, 2006",-2.437
"Sept. 30, 2006",-2.236
"June 30, 2006",-1.729
"March 31, 2006",-1.788
"Dec. 31, 2005",-1.436
"Sept. 30, 2005",-1.103
"June 30, 2005",-1.336
"March 31, 2005",-1.101
"Dec. 31, 2004",-1.143
"Sept. 30, 2004",-0.9112
"June 30, 2004",-0.9556
"March 31, 2004",-1.004
"Dec. 31, 2003",-0.7114
"Sept. 30, 2003",-0.6795
"June 30, 2003",-0.4062
"March 31, 2003",-0.2333
"Dec. 31, 2002",-0.5817
"Sept. 30, 2002",-0.5339
"June 30, 2002",-0.485
"March 31, 2002",-0.4763
"Dec. 31, 2001",-0.7355
"Sept. 30, 2001",-1.000
"June 30, 2001",-1.433
"March 31, 2001",-1.193
"Dec. 31, 2000",-0.6934
"Sept. 30, 2000",-0.5469
"June 30, 2000",-0.5387
"March 31, 2000",-0.4305
"Dec. 31, 1999",-0.3171
"Sept. 30, 1999",-0.1639
"June 30, 1999",-0.1207
"March 31, 1999",-0.1098
"Dec. 31, 1998",-0.167
"Sept. 30, 1998",-0.5286
"June 30, 1998",-0.6976
"March 31, 1998",-0.7707
"Dec. 31, 1997",-0.8172
"Sept. 30, 1997",-0.632
"June 30, 1997",-0.7028
"March 31, 1997",-0.6727
"Dec. 31, 1996",-0.4529
"Sept. 30, 1996",-0.4021
"June 30, 1996",0.2351
"March 31, 1996",0.3111
"Dec. 31, 1995",0.4001
"Sept. 30, 1995",0.2312
"June 30, 1995",-0.5506
"March 31, 1995",-0.5615
"Dec. 31, 1994",-0.6509
"Sept. 30, 1994",-0.7256
"June 30, 1994",-0.81
"March 31, 1994",-0.7121
"Dec. 31, 1993",-0.653
"Sept. 30, 1993",-0.7226
"June 30, 1993",-1.132
"March 31, 1993",-0.7206
"Dec. 31, 1992",-0.6098
"Sept. 30, 1992",-0.6648
"June 30, 1992",-0.6981
"March 31, 1992",-0.7768
"Dec. 31, 1991",-0.6966
"Sept. 30, 1991",-0.9239
"June 30, 1991",-1.048
"March 31, 1991",-1.125
"Dec. 31, 1990",-1.092
"Sept. 30, 1990",-1.035
"June 30, 1990",-1.251
