date,operating_pe_ratio
"March 19, 2020",8.055
"March 18, 2020",8.812
"March 17, 2020",9.094
"March 16, 2020",8.150
"March 13, 2020",8.751
"March 12, 2020",7.641
"March 11, 2020",7.722
"March 10, 2020",8.069
"March 9, 2020",8.046
"March 6, 2020",7.798
"March 5, 2020",7.107
"March 4, 2020",7.117
"March 3, 2020",7.045
"March 2, 2020",6.931
"Feb. 28, 2020",6.636
"Feb. 27, 2020",6.436
"Feb. 26, 2020",6.983
"Feb. 25, 2020",6.955
"Feb. 24, 2020",7.169
"Feb. 21, 2020",7.093
"Feb. 20, 2020",7.312
"Feb. 19, 2020",7.431
"Feb. 18, 2020",7.288
"Feb. 14, 2020",7.05
"Feb. 13, 2020",7.179
"Feb. 12, 2020",7.126
"Feb. 11, 2020",7.031
"Feb. 10, 2020",6.979
"Feb. 7, 2020",6.974
"Feb. 6, 2020",7.036
"Feb. 5, 2020",7.083
"Feb. 4, 2020",6.864
"Feb. 3, 2020",6.745
"Jan. 31, 2020",6.712
"Jan. 30, 2020",6.817
"Jan. 29, 2020",6.821
"Jan. 28, 2020",7.007
"Jan. 27, 2020",6.869
"Jan. 24, 2020",6.974
"Jan. 23, 2020",7.255
"Jan. 22, 2020",7.350
"Jan. 21, 2020",7.393
"Jan. 17, 2020",8.008
"Jan. 16, 2020",8.274
"Jan. 15, 2020",8.260
"Jan. 14, 2020",8.341
"Jan. 13, 2020",8.188
"Jan. 10, 2020",8.331
"Jan. 9, 2020",8.222
"Jan. 8, 2020",8.026
"Jan. 7, 2020",8.346
"Jan. 6, 2020",8.298
"Jan. 3, 2020",8.231
"Jan. 2, 2020",8.208
"Dec. 31, 2019",8.293
"Dec. 30, 2019",6.833
"Dec. 27, 2019",6.869
"Dec. 26, 2019",6.932
"Dec. 24, 2019",6.956
"Dec. 23, 2019",7.016
"Dec. 20, 2019",6.944
"Dec. 19, 2019",6.785
"Dec. 18, 2019",6.721
"Dec. 17, 2019",6.657
"Dec. 16, 2019",6.737
"Dec. 13, 2019",6.422
"Dec. 12, 2019",6.446
"Dec. 11, 2019",6.382
"Dec. 10, 2019",6.458
"Dec. 9, 2019",6.426
"Dec. 6, 2019",6.414
"Dec. 5, 2019",6.366
"Dec. 4, 2019",6.422
"Dec. 3, 2019",6.266
"Dec. 2, 2019",6.382
"Nov. 29, 2019",6.358
"Nov. 27, 2019",6.482
"Nov. 26, 2019",6.386
"Nov. 25, 2019",6.657
"Nov. 22, 2019",6.538
"Nov. 21, 2019",6.402
"Nov. 20, 2019",6.538
"Nov. 19, 2019",6.741
"Nov. 18, 2019",6.849
"Nov. 15, 2019",7.248
"Nov. 14, 2019",7.12
"Nov. 13, 2019",7.140
"Nov. 12, 2019",7.10
"Nov. 11, 2019",7.076
"Nov. 8, 2019",7.327
"Nov. 7, 2019",7.323
"Nov. 6, 2019",7.331
"Nov. 5, 2019",7.224
"Nov. 4, 2019",7.479
"Nov. 1, 2019",7.351
"Oct. 31, 2019",7.435
"Oct. 30, 2019",7.375
"Oct. 29, 2019",7.563
"Oct. 28, 2019",7.224
"Oct. 25, 2019",7.503
"Oct. 24, 2019",7.363
"Oct. 23, 2019",7.387
"Oct. 22, 2019",7.387
"Oct. 21, 2019",7.280
"Oct. 18, 2019",7.160
"Oct. 17, 2019",7.140
"Oct. 16, 2019",7.12
"Oct. 15, 2019",7.176
"Oct. 14, 2019",7.016
"Oct. 11, 2019",7.004
"Oct. 10, 2019",6.984
"Oct. 9, 2019",6.916
"Oct. 8, 2019",7.056
"Oct. 7, 2019",7.248
"Oct. 4, 2019",7.172
"Oct. 3, 2019",7.048
"Oct. 2, 2019",6.833
"Oct. 1, 2019",7.012
"Sept. 30, 2019",7.008
"Sept. 27, 2019",6.950
"Sept. 26, 2019",6.807
"Sept. 25, 2019",6.970
"Sept. 24, 2019",7.113
"Sept. 23, 2019",7.184
"Sept. 20, 2019",7.156
"Sept. 19, 2019",7.204
"Sept. 18, 2019",7.267
"Sept. 17, 2019",7.275
"Sept. 16, 2019",7.196
"Sept. 13, 2019",7.458
"Sept. 12, 2019",7.394
"Sept. 11, 2019",7.537
"Sept. 10, 2019",7.370
"Sept. 9, 2019",7.295
"Sept. 6, 2019",6.958
