date,price_target_upside
"March 19, 2020",15.79%
"March 18, 2020",5.19%
"March 17, 2020",1.94%
"March 16, 2020",12.63%
"March 13, 2020",1.73%
"March 12, 2020",15.61%
"March 11, 2020",13.86%
"March 10, 2020",6.90%
"March 9, 2020",7.73%
"March 6, 2020",10.57%
"March 5, 2020",21.31%
"March 4, 2020",21.15%
"March 3, 2020",22.38%
"March 2, 2020",24.40%
"Feb. 28, 2020",31.08%
"Feb. 27, 2020",35.16%
"Feb. 26, 2020",24.56%
"Feb. 25, 2020",25.21%
"Feb. 24, 2020",21.46%
"Feb. 21, 2020",23.30%
"Feb. 20, 2020",20.78%
"Feb. 19, 2020",18.85%
"Feb. 18, 2020",21.18%
"Feb. 14, 2020",25.27%
"Feb. 13, 2020",23.03%
"Feb. 12, 2020",23.93%
"Feb. 11, 2020",25.61%
"Feb. 10, 2020",26.55%
"Feb. 7, 2020",26.91%
"Feb. 6, 2020",26.34%
"Feb. 5, 2020",25.49%
"Feb. 4, 2020",29.77%
"Feb. 3, 2020",32.91%
"Jan. 31, 2020",33.57%
"Jan. 30, 2020",33.19%
"Jan. 29, 2020",33.08%
"Jan. 28, 2020",30.08%
"Jan. 27, 2020",32.70%
"Jan. 24, 2020",33.33%
"Jan. 23, 2020",29.68%
"Jan. 22, 2020",28.00%
"Jan. 21, 2020",28.49%
"Jan. 17, 2020",19.09%
"Jan. 16, 2020",15.25%
"Jan. 15, 2020",15.45%
"Jan. 14, 2020",14.77%
"Jan. 13, 2020",17.80%
"Jan. 10, 2020",16.66%
"Jan. 9, 2020",18.21%
"Jan. 8, 2020",21.32%
"Jan. 7, 2020",17.78%
"Jan. 6, 2020",18.83%
"Jan. 3, 2020",21.41%
"Jan. 2, 2020",22.69%
"Dec. 31, 2019",21.42%
"Dec. 30, 2019",23.41%
"Dec. 27, 2019",22.76%
"Dec. 26, 2019",21.63%
"Dec. 24, 2019",21.22%
"Dec. 23, 2019",20.18%
"Dec. 20, 2019",23.26%
"Dec. 19, 2019",26.51%
"Dec. 18, 2019",27.71%
"Dec. 17, 2019",28.93%
"Dec. 16, 2019",27.98%
"Dec. 13, 2019",34.26%
"Dec. 12, 2019",34.00%
"Dec. 11, 2019",35.34%
"Dec. 10, 2019",34.22%
"Dec. 9, 2019",34.89%
"Dec. 6, 2019",35.14%
"Dec. 5, 2019",36.16%
"Dec. 4, 2019",34.97%
