date,receivables_turnover
"Dec. 31, 2019",1.462
"Sept. 30, 2019",1.436
"June 30, 2019",1.676
"March 31, 2019",1.597
"Dec. 31, 2018",1.884
"Sept. 30, 2018",2.135
"June 30, 2018",1.915
"March 31, 2018",1.806
"Dec. 31, 2017",1.736
"Sept. 30, 2017",2.016
"June 30, 2017",2.372
"March 31, 2017",2.617
"Dec. 31, 2016",1.872
"Sept. 30, 2016",2.396
"June 30, 2016",2.172
"March 31, 2016",2.456
"Dec. 31, 2015",2.156
"Sept. 30, 2015",2.226
"June 30, 2015",1.893
"March 31, 2015",2.191
"Dec. 31, 2014",2.873
"Sept. 30, 2014",2.539
"June 30, 2014",2.332
"March 31, 2014",2.181
"Dec. 31, 2013",2.420
"Sept. 30, 2013",2.220
"June 30, 2013",2.337
"March 31, 2013",2.164
"Dec. 31, 2012",2.668
"Sept. 30, 2012",3.061
"June 30, 2012",2.883
"March 31, 2012",2.581
"Dec. 31, 2011",2.356
"Sept. 30, 2011",2.212
"June 30, 2011",2.197
"March 31, 2011",2.219
"Dec. 31, 2010",2.508
"Sept. 30, 2010",
"June 30, 2010",2.102
"March 31, 2010",2.198
"Dec. 31, 2009",2.669
"Sept. 30, 2009",2.952
"June 30, 2009",3.158
"March 31, 2009",2.531
"Dec. 31, 2008",1.801
"Sept. 30, 2008",1.570
"June 30, 2008",1.647
"March 31, 2008",1.743
"Dec. 31, 2007",1.815
"Sept. 30, 2007",1.637
"June 30, 2007",1.709
"March 31, 2007",1.606
"Dec. 31, 2006",1.400
"Sept. 30, 2006",1.814
"June 30, 2006",1.785
"March 31, 2006",1.520
"Dec. 31, 2005",1.500
"Sept. 30, 2005",1.436
"June 30, 2005",1.582
"March 31, 2005",1.284
"Dec. 31, 2004",1.543
"Sept. 30, 2004",1.455
"June 30, 2004",1.476
"March 31, 2004",1.705
"Dec. 31, 2003",1.46
"Sept. 30, 2003",1.532
"June 30, 2003",1.309
"March 31, 2003",1.523
"Dec. 31, 2002",1.745
"Sept. 30, 2002",1.687
"June 30, 2002",1.717
"March 31, 2002",1.467
"Dec. 31, 2001",1.468
"Sept. 30, 2001",1.823
"June 30, 2001",1.698
"March 31, 2001",1.975
"Dec. 31, 2000",1.554
"Sept. 30, 2000",1.433
"June 30, 2000",1.534
"March 31, 2000",1.707
"Dec. 31, 1999",3.426
"Sept. 30, 1999",0.9526
"June 30, 1999",0.8873
"March 31, 1999",0.6641
"Dec. 31, 1998",2.586
"Sept. 30, 1998",0.8376
"June 30, 1998",0.9226
"March 31, 1998",0.7291
"Dec. 31, 1997",1.079
"Sept. 30, 1997",1.148
"June 30, 1997",1.066
"March 31, 1997",0.9823
"Dec. 31, 1996",0.9553
"Sept. 30, 1996",1.00
"June 30, 1996",0.8298
"March 31, 1996",0.8592
"Dec. 31, 1995",1.630
"Sept. 30, 1995",1.638
"June 30, 1995",1.483
"March 31, 1995",1.527
"Dec. 31, 1994",1.551
"Sept. 30, 1994",1.449
"June 30, 1994",1.527
"March 31, 1994",1.875
"Dec. 31, 1993",1.593
"Sept. 30, 1993",1.266
"June 30, 1993",1.315
"March 31, 1993",1.347
"Dec. 31, 1992",1.773
"Sept. 30, 1992",1.703
"June 30, 1992",1.656
"March 31, 1992",1.684
"Dec. 31, 1991",2.184
"Sept. 30, 1991",1.748
"June 30, 1991",1.584
"March 31, 1991",1.870
"Dec. 31, 1990",2.090
"Sept. 30, 1990",1.296
"June 30, 1990",1.585
"March 31, 1990",2.212
