date,capex_ttm
"Dec. 31, 2019",788.37M
"Sept. 30, 2019",867.66M
"June 30, 2019",928.70M
"March 31, 2019",933.86M
"Dec. 31, 2018",894.47M
"Sept. 30, 2018",825.25M
"June 30, 2018",758.50M
"March 31, 2018",712.43M
"Dec. 31, 2017",764.56M
"Sept. 30, 2017",716.93M
"June 30, 2017",609.09M
"March 31, 2017",491.30M
"Dec. 31, 2016",375.15M
"Sept. 30, 2016",380.80M
"June 30, 2016",469.91M
"March 31, 2016",652.60M
"Dec. 31, 2015",955.60M
"Sept. 30, 2015",1.335B
"June 30, 2015",1.506B
"March 31, 2015",1.536B
"Dec. 31, 2014",1.480B
"Sept. 30, 2014",1.316B
"June 30, 2014",1.289B
"March 31, 2014",1.273B
"Dec. 31, 2013",1.195B
"Sept. 30, 2013",1.102B
"June 30, 2013",1.041B
"March 31, 2013",999.60M
"Dec. 31, 2012",927.98M
"Sept. 30, 2012",891.49M
"June 30, 2012",898.39M
"March 31, 2012",876.66M
"Dec. 31, 2011",891.28M
"Sept. 30, 2011",868.12M
"June 30, 2011",807.32M
"March 31, 2011",825.02M
"Dec. 31, 2010",857.25M
"Sept. 30, 2010",843.15M
"June 30, 2010",755.52M
"March 31, 2010",669.12M
"Dec. 31, 2009",611.21M
"Sept. 30, 2009",684.69M
"June 30, 2009",814.83M
"March 31, 2009",861.77M
"Dec. 31, 2008",817.44M
"Sept. 30, 2008",699.18M
"June 30, 2008",597.72M
"March 31, 2008",570.97M
"Dec. 31, 2007",557.21M
"Sept. 30, 2007",549.20M
"June 30, 2007",537.88M
"March 31, 2007",533.11M
"Dec. 31, 2006",516.83M
"Sept. 30, 2006",556.23M
"June 30, 2006",548.17M
"March 31, 2006",475.19M
"Dec. 31, 2005",413.15M
"Sept. 30, 2005",339.23M
"June 30, 2005",268.89M
"March 31, 2005",260.84M
"Dec. 31, 2004",255.48M
"Sept. 30, 2004",194.38M
"June 30, 2004",173.05M
"March 31, 2004",136.41M
"Dec. 31, 2003",122.02M
"Sept. 30, 2003",101.92M
"June 30, 2003",83.40M
"March 31, 2003",83.45M
"Dec. 31, 2002",103.19M
"Sept. 30, 2002",-63.02M
"June 30, 2002",134.56M
"March 31, 2002",133.44M
"Dec. 31, 2001",127.13M
"Sept. 30, 2001",304.48M
"June 30, 2001",121.05M
"March 31, 2001",115.16M
"Dec. 31, 2000",99.36M
"Sept. 30, 2000",92.87M
"June 30, 2000",82.86M
"March 31, 2000",74.64M
"Dec. 31, 1999",82.20M
"Sept. 30, 1999",170.60M
"June 30, 1999",176.90M
"March 31, 1999",198.70M
"Dec. 31, 1998",203.60M
"Sept. 30, 1998",103.70M
"June 30, 1998",109.80M
"March 31, 1998",93.30M
"Dec. 31, 1997",73.50M
"Sept. 30, 1997",85.90M
"June 30, 1997",68.60M
"March 31, 1997",58.00M
"Dec. 31, 1996",60.70M
"Sept. 30, 1996",52.40M
"June 30, 1996",40.60M
"March 31, 1996",35.90M
"Dec. 31, 1995",24.70M
"Sept. 30, 1995",23.50M
"June 30, 1995",45.80M
"March 31, 1995",62.30M
"Dec. 31, 1994",72.70M
"Sept. 30, 1994",79.30M
"June 30, 1994",113.60M
"March 31, 1994",99.50M
"Dec. 31, 1993",94.40M
"Sept. 30, 1993",85.50M
"June 30, 1993",37.10M
"March 31, 1993",37.50M
"Dec. 31, 1992",37.00M
"Sept. 30, 1992",29.70M
"June 30, 1992",33.70M
"March 31, 1992",20.80M
"Dec. 31, 1991",46.10M
"Sept. 30, 1991",59.90M
"June 30, 1991",44.80M
"March 31, 1991",50.00M
"Dec. 31, 1990",16.80M
