date,forward_ps_ratio
"March 19, 2020",4.308
"March 18, 2020",4.714
"March 17, 2020",4.864
"March 16, 2020",4.360
"March 13, 2020",4.680
"March 12, 2020",4.087
"March 11, 2020",4.130
"March 10, 2020",4.316
"March 9, 2020",4.303
"March 6, 2020",4.171
"March 5, 2020",3.802
"March 4, 2020",3.807
"March 3, 2020",3.768
"March 2, 2020",3.707
"Feb. 28, 2020",3.549
"Feb. 27, 2020",3.442
"Feb. 26, 2020",3.735
"Feb. 25, 2020",3.720
"Feb. 24, 2020",3.835
"Feb. 21, 2020",3.794
"Feb. 20, 2020",3.911
"Feb. 19, 2020",3.975
"Feb. 18, 2020",3.894
"Feb. 14, 2020",3.767
"Feb. 13, 2020",3.836
"Feb. 12, 2020",3.808
"Feb. 11, 2020",3.757
"Feb. 10, 2020",3.729
"Feb. 7, 2020",3.726
"Feb. 6, 2020",3.759
"Feb. 5, 2020",3.785
"Feb. 4, 2020",3.668
"Feb. 3, 2020",3.604
"Jan. 31, 2020",3.584
"Jan. 30, 2020",3.640
"Jan. 29, 2020",3.643
"Jan. 28, 2020",3.742
"Jan. 27, 2020",3.668
"Jan. 24, 2020",3.724
"Jan. 23, 2020",3.874
"Jan. 22, 2020",3.925
"Jan. 21, 2020",3.948
"Jan. 17, 2020",4.276
"Jan. 16, 2020",4.418
"Jan. 15, 2020",4.411
"Jan. 14, 2020",4.454
"Jan. 13, 2020",4.373
"Jan. 10, 2020",4.449
"Jan. 9, 2020",4.390
"Jan. 8, 2020",4.286
"Jan. 7, 2020",4.457
"Jan. 6, 2020",4.431
"Jan. 3, 2020",4.396
"Jan. 2, 2020",4.383
"Dec. 31, 2019",4.429
"Dec. 30, 2019",3.335
"Dec. 27, 2019",3.352
"Dec. 26, 2019",3.384
"Dec. 24, 2019",3.395
"Dec. 23, 2019",3.424
"Dec. 20, 2019",3.389
"Dec. 19, 2019",3.311
"Dec. 18, 2019",3.280
"Dec. 17, 2019",3.249
"Dec. 16, 2019",3.288
"Dec. 13, 2019",3.134
"Dec. 12, 2019",3.146
"Dec. 11, 2019",3.115
"Dec. 10, 2019",3.152
"Dec. 9, 2019",3.136
"Dec. 6, 2019",3.130
"Dec. 5, 2019",3.107
"Dec. 4, 2019",3.134
"Dec. 3, 2019",3.058
"Dec. 2, 2019",3.115
"Nov. 29, 2019",3.103
"Nov. 27, 2019",3.164
"Nov. 26, 2019",3.117
"Nov. 25, 2019",3.249
"Nov. 22, 2019",3.191
"Nov. 21, 2019",3.125
"Nov. 20, 2019",3.191
"Nov. 19, 2019",3.29
"Nov. 18, 2019",3.343
"Nov. 15, 2019",3.537
"Nov. 14, 2019",3.475
"Nov. 13, 2019",3.485
"Nov. 12, 2019",3.465
"Nov. 11, 2019",3.454
"Nov. 8, 2019",3.576
"Nov. 7, 2019",3.574
"Nov. 6, 2019",3.578
"Nov. 5, 2019",3.526
"Nov. 4, 2019",3.650
"Nov. 1, 2019",3.588
"Oct. 31, 2019",3.629
"Oct. 30, 2019",3.600
"Oct. 29, 2019",3.691
"Oct. 28, 2019",3.526
"Oct. 25, 2019",3.662
"Oct. 24, 2019",3.594
"Oct. 23, 2019",3.605
"Oct. 22, 2019",3.605
"Oct. 21, 2019",3.553
"Oct. 18, 2019",3.494
"Oct. 17, 2019",3.485
"Oct. 16, 2019",3.475
"Oct. 15, 2019",3.502
"Oct. 14, 2019",3.424
"Oct. 11, 2019",3.418
"Oct. 10, 2019",3.409
"Oct. 9, 2019",3.376
"Oct. 8, 2019",3.444
"Oct. 7, 2019",3.537
"Oct. 4, 2019",3.500
"Oct. 3, 2019",3.440
"Oct. 2, 2019",3.335
"Oct. 1, 2019",3.422
"Sept. 30, 2019",3.420
"Sept. 27, 2019",3.500
"Sept. 26, 2019",3.428
"Sept. 25, 2019",3.510
"Sept. 24, 2019",3.582
"Sept. 23, 2019",3.618
"Sept. 20, 2019",3.604
"Sept. 19, 2019",3.628
"Sept. 18, 2019",3.66
"Sept. 17, 2019",3.664
"Sept. 16, 2019",3.624
"Sept. 13, 2019",3.756
"Sept. 12, 2019",3.724
"Sept. 11, 2019",3.796
"Sept. 10, 2019",3.712
"Sept. 9, 2019",3.674
"Sept. 6, 2019",3.504
"Sept. 5, 2019",3.474
"Sept. 4, 2019",3.420
"Sept. 3, 2019",3.398
"Aug. 30, 2019",3.418
"Aug. 29, 2019",3.440
"Aug. 28, 2019",3.352
"Aug. 27, 2019",3.314
"Aug. 26, 2019",3.305
"Aug. 23, 2019",3.362
"Aug. 22, 2019",3.358
"Aug. 21, 2019",3.362
"Aug. 20, 2019",3.356
"Aug. 19, 2019",3.344
"Aug. 16, 2019",3.289
"Aug. 15, 2019",3.255
"Aug. 14, 2019",3.227
"Aug. 13, 2019",3.392
"Aug. 12, 2019",3.464
