date,historical_monthly_var_5_all
"Feb. 29, 2020",15.41%
"Jan. 31, 2020",15.38%
"Dec. 31, 2019",15.35%
"Nov. 30, 2019",15.36%
"Oct. 31, 2019",15.36%
"Sept. 30, 2019",15.37%
"Aug. 31, 2019",15.38%
"July 31, 2019",15.13%
"June 30, 2019",15.10%
"May 31, 2019",15.11%
"April 30, 2019",15.11%
"March 31, 2019",15.15%
"Feb. 28, 2019",15.17%
"Jan. 31, 2019",15.18%
"Dec. 31, 2018",15.20%
"Nov. 30, 2018",15.21%
"Oct. 31, 2018",15.21%
"Sept. 30, 2018",15.23%
"Aug. 31, 2018",15.27%
"July 31, 2018",15.32%
"June 30, 2018",15.33%
"May 31, 2018",15.35%
"April 30, 2018",15.35%
"March 31, 2018",15.37%
"Feb. 28, 2018",15.38%
"Jan. 31, 2018",15.22%
"Dec. 31, 2017",15.26%
"Nov. 30, 2017",15.33%
"Oct. 31, 2017",15.34%
"Sept. 30, 2017",15.35%
"Aug. 31, 2017",15.36%
"July 31, 2017",15.37%
"June 30, 2017",15.38%
"May 31, 2017",15.39%
"April 30, 2017",15.39%
"March 31, 2017",15.41%
"Feb. 28, 2017",15.45%
"Jan. 31, 2017",15.45%
"Dec. 31, 2016",15.47%
"Nov. 30, 2016",15.49%
"Oct. 31, 2016",15.40%
"Sept. 30, 2016",15.37%
"Aug. 31, 2016",15.38%
"July 31, 2016",15.39%
"June 30, 2016",15.39%
"May 31, 2016",15.41%
"April 30, 2016",15.44%
"March 31, 2016",15.45%
"Feb. 29, 2016",15.47%
"Jan. 31, 2016",15.48%
"Dec. 31, 2015",15.51%
"Nov. 30, 2015",15.28%
"Oct. 31, 2015",15.34%
"Sept. 30, 2015",15.35%
"Aug. 31, 2015",15.34%
"July 31, 2015",15.18%
"June 30, 2015",15.09%
"May 31, 2015",15.09%
"April 30, 2015",15.10%
"March 31, 2015",15.10%
"Feb. 28, 2015",15.11%
"Jan. 31, 2015",15.15%
"Dec. 31, 2014",15.17%
"Nov. 30, 2014",15.19%
"Oct. 31, 2014",15.20%
"Sept. 30, 2014",15.21%
"Aug. 31, 2014",15.21%
"July 31, 2014",15.24%
"June 30, 2014",15.31%
"May 31, 2014",15.35%
"April 30, 2014",15.36%
"March 31, 2014",15.37%
"Feb. 28, 2014",15.33%
"Jan. 31, 2014",15.35%
"Dec. 31, 2013",15.37%
"Nov. 30, 2013",15.38%
"Oct. 31, 2013",15.39%
"Sept. 30, 2013",15.40%
"Aug. 31, 2013",15.43%
"July 31, 2013",15.45%
"June 30, 2013",15.47%
"May 31, 2013",15.48%
"April 30, 2013",15.51%
"March 31, 2013",15.53%
"Feb. 28, 2013",15.54%
"Jan. 31, 2013",15.56%
