date,operating_margin_ttm
"Dec. 31, 2019",42.43%
"Sept. 30, 2019",45.83%
"June 30, 2019",44.65%
"March 31, 2019",38.98%
"Dec. 31, 2018",35.97%
"Sept. 30, 2018",27.61%
"June 30, 2018",24.52%
"March 31, 2018",27.39%
"Dec. 31, 2017",25.14%
"Sept. 30, 2017",22.02%
"June 30, 2017",20.13%
"March 31, 2017",8.99%
"Dec. 31, 2016",-10.82%
"Sept. 30, 2016",-14.69%
"June 30, 2016",-15.93%
"March 31, 2016",-10.94%
"Dec. 31, 2015",1.16%
"Sept. 30, 2015",18.86%
"June 30, 2015",27.10%
"March 31, 2015",35.10%
"Dec. 31, 2014",39.44%
"Sept. 30, 2014",36.57%
"June 30, 2014",34.82%
"March 31, 2014",33.87%
"Dec. 31, 2013",30.30%
"Sept. 30, 2013",30.74%
"June 30, 2013",30.17%
"March 31, 2013",22.62%
"Dec. 31, 2012",21.21%
"Sept. 30, 2012",18.60%
"June 30, 2012",17.85%
"March 31, 2012",24.23%
"Dec. 31, 2011",24.85%
"Sept. 30, 2011",22.22%
"June 30, 2011",22.76%
"March 31, 2011",20.93%
"Dec. 31, 2010",23.29%
"Sept. 30, 2010",28.18%
"June 30, 2010",30.65%
"March 31, 2010",33.95%
"Dec. 31, 2009",36.31%
"Sept. 30, 2009",37.61%
"June 30, 2009",41.41%
"March 31, 2009",41.81%
"Dec. 31, 2008",41.85%
"Sept. 30, 2008",41.48%
"June 30, 2008",38.29%
"March 31, 2008",38.93%
"Dec. 31, 2007",40.75%
"Sept. 30, 2007",40.02%
"June 30, 2007",72.77%
"March 31, 2007",72.00%
"Dec. 31, 2006",71.39%
"Sept. 30, 2006",72.03%
"June 30, 2006",43.14%
"March 31, 2006",42.71%
"Dec. 31, 2005",38.76%
"Sept. 30, 2005",35.68%
"June 30, 2005",34.42%
"March 31, 2005",31.77%
"Dec. 31, 2004",31.85%
"Sept. 30, 2004",30.27%
"June 30, 2004",32.10%
"March 31, 2004",31.35%
"Dec. 31, 2003",15.14%
"Sept. 30, 2003",12.84%
"June 30, 2003",6.36%
"March 31, 2003",0.90%
"Dec. 31, 2002",15.67%
"Sept. 30, 2002",8.31%
"June 30, 2002",9.05%
"March 31, 2002",13.27%
"Dec. 31, 2001",25.11%
"Sept. 30, 2001",34.59%
"June 30, 2001",34.68%
"March 31, 2001",32.70%
"Dec. 31, 2000",24.32%
"Sept. 30, 2000",16.11%
"June 30, 2000",16.22%
"March 31, 2000",17.29%
"Dec. 31, 1999",15.86%
"Sept. 30, 1999",10.73%
"June 30, 1999",7.78%
"March 31, 1999",9.19%
"Dec. 31, 1998",12.06%
"Sept. 30, 1998",24.46%
"June 30, 1998",29.34%
"March 31, 1998",30.02%
"Dec. 31, 1997",35.28%
"Sept. 30, 1997",33.66%
"June 30, 1997",32.81%
"March 31, 1997",32.51%
"Dec. 31, 1996",29.80%
"Sept. 30, 1996",89.20%
"June 30, 1996",17.82%
"March 31, 1996",11.52%
"Dec. 31, 1995",4.39%
"Sept. 30, 1995",-50.02%
"June 30, 1995",1.38%
"March 31, 1995",2.27%
"Dec. 31, 1994",6.28%
"Sept. 30, 1994",7.44%
"June 30, 1994",9.72%
"March 31, 1994",11.64%
"Dec. 31, 1993",10.90%
"Sept. 30, 1993",13.33%
"June 30, 1993",12.83%
"March 31, 1993",12.58%
"Dec. 31, 1992",11.12%
"Sept. 30, 1992",10.21%
"June 30, 1992",8.96%
"March 31, 1992",6.48%
"Dec. 31, 1991",9.47%
"Sept. 30, 1991",13.69%
"June 30, 1991",13.10%
"March 31, 1991",15.33%
"Dec. 31, 1990",15.89%
"Sept. 30, 1990",35.55%
"June 30, 1990",-35.00%
"March 31, 1990",-9.49%
"Dec. 31, 1989",8.77%
"Sept. 30, 1989",9.44%
