date,ohlson_score
"Dec. 31, 2019",0.2606
"Sept. 30, 2019",0.9706
"June 30, 2019",0.242
"March 31, 2019",0.0248
"Dec. 31, 2018",0.0888
"Sept. 30, 2018",0.1004
"June 30, 2018",1.398
"March 31, 2018",-0.7152
"Dec. 31, 2017",-0.2491
"Sept. 30, 2017",0.5578
"June 30, 2017",2.252
"March 31, 2017",-1.817
"Dec. 31, 2016",-0.1656
"Sept. 30, 2016",2.816
"June 30, 2016",0.0946
"March 31, 2016",0.7175
"Dec. 31, 2015",1.656
"Sept. 30, 2015",2.162
"June 30, 2015",0.3248
"March 31, 2015",-1.786
"Dec. 31, 2014",0.8911
"Sept. 30, 2014",1.164
"June 30, 2014",1.164
"March 31, 2014",1.183
"Dec. 31, 2013",1.221
"Sept. 30, 2013",1.547
"June 30, 2013",1.058
"March 31, 2013",1.888
"Dec. 31, 2012",1.631
"Sept. 30, 2012",1.808
"June 30, 2012",0.9197
"March 31, 2012",1.226
"Dec. 31, 2011",1.065
"Sept. 30, 2011",1.600
"June 30, 2011",0.9576
"March 31, 2011",3.057
"Dec. 31, 2010",1.112
"Sept. 30, 2010",
"June 30, 2010",1.221
"March 31, 2010",1.129
"Dec. 31, 2009",1.170
"Sept. 30, 2009",0.5546
"June 30, 2009",1.148
"March 31, 2009",0.63
"Dec. 31, 2008",1.158
"Sept. 30, 2008",0.7775
"June 30, 2008",1.214
"March 31, 2008",1.529
"Dec. 31, 2007",1.304
"Sept. 30, 2007",1.372
"June 30, 2007",1.233
"March 31, 2007",0.8496
"Dec. 31, 2006",3.373
"Sept. 30, 2006",0.4048
"June 30, 2006",1.711
"March 31, 2006",1.738
"Dec. 31, 2005",1.631
"Sept. 30, 2005",2.575
"June 30, 2005",1.713
"March 31, 2005",2.523
"Dec. 31, 2004",1.972
"Sept. 30, 2004",2.538
"June 30, 2004",2.518
"March 31, 2004",2.653
"Dec. 31, 2003",2.679
"Sept. 30, 2003",2.544
"June 30, 2003",1.596
"March 31, 2003",2.518
"Dec. 31, 2002",2.752
"Sept. 30, 2002",2.248
"June 30, 2002",2.172
"March 31, 2002",12.63
"Dec. 31, 2001",2.004
"Sept. 30, 2001",2.677
"June 30, 2001",3.292
"March 31, 2001",2.568
"Dec. 31, 2000",2.487
"Sept. 30, 2000",2.319
"June 30, 2000",1.857
"March 31, 2000",3.541
"Dec. 31, 1999",3.339
"Sept. 30, 1999",2.688
"June 30, 1999",1.681
"March 31, 1999",2.932
"Dec. 31, 1998",
"Sept. 30, 1998",1.871
"June 30, 1998",3.292
"March 31, 1998",4.003
"Dec. 31, 1997",2.697
"Sept. 30, 1997",3.459
"June 30, 1997",
"March 31, 1997",
"Dec. 31, 1996",
"Sept. 30, 1996",
"June 30, 1996",4.431
"March 31, 1996",2.559
"Dec. 31, 1995",12.42
"Sept. 30, 1995",2.941
"June 30, 1995",3.368
"March 31, 1995",2.403
"Dec. 31, 1994",3.105
"Sept. 30, 1994",2.505
"June 30, 1994",0.5167
"March 31, 1994",2.583
"Dec. 31, 1993",1.163
"Sept. 30, 1993",2.000
"June 30, 1993",3.655
"March 31, 1993",2.564
"Dec. 31, 1992",2.449
"Sept. 30, 1992",-3.526
"June 30, 1992",2.271
"March 31, 1992",2.747
"Dec. 31, 1991",5.716
"Sept. 30, 1991",3.485
"June 30, 1991",1.403
"March 31, 1991",3.359
"Dec. 31, 1990",2.224
