date,revenues_ttm
"Dec. 31, 2019",2.066B
"Sept. 30, 2019",2.321B
"June 30, 2019",2.437B
"March 31, 2019",2.357B
"Dec. 31, 2018",2.188B
"Sept. 30, 2018",1.872B
"June 30, 2018",1.713B
"March 31, 2018",1.720B
"Dec. 31, 2017",1.764B
"Sept. 30, 2017",1.680B
"June 30, 2017",1.605B
"March 31, 2017",1.392B
"Dec. 31, 2016",1.156B
"Sept. 30, 2016",1.120B
"June 30, 2016",1.115B
"March 31, 2016",1.174B
"Dec. 31, 2015",1.357B
"Sept. 30, 2015",1.694B
"June 30, 2015",1.901B
"March 31, 2015",2.128B
"Dec. 31, 2014",2.173B
"Sept. 30, 2014",2.042B
"June 30, 2014",1.966B
"March 31, 2014",1.883B
"Dec. 31, 2013",1.746B
"Sept. 30, 2013",1.629B
"June 30, 2013",1.490B
"March 31, 2013",1.306B
"Dec. 31, 2012",1.205B
"Sept. 30, 2012",1.103B
"June 30, 2012",1.068B
"March 31, 2012",1.043B
"Dec. 31, 2011",979.86M
"Sept. 30, 2011",934.30M
"June 30, 2011",896.24M
"March 31, 2011",855.78M
"Dec. 31, 2010",863.10M
"Sept. 30, 2010",874.14M
"June 30, 2010",857.10M
"March 31, 2010",861.68M
"Dec. 31, 2009",879.28M
"Sept. 30, 2009",878.25M
"June 30, 2009",916.05M
"March 31, 2009",960.08M
"Dec. 31, 2008",945.79M
"Sept. 30, 2008",907.24M
"June 30, 2008",833.27M
"March 31, 2008",760.25M
"Dec. 31, 2007",732.17M
"Sept. 30, 2007",709.94M
"June 30, 2007",723.83M
"March 31, 2007",738.79M
"Dec. 31, 2006",761.99M
"Sept. 30, 2006",815.39M
"June 30, 2006",792.40M
"March 31, 2006",753.49M
"Dec. 31, 2005",682.80M
"Sept. 30, 2005",612.35M
"June 30, 2005",570.02M
"March 31, 2005",537.88M
"Dec. 31, 2004",530.41M
"Sept. 30, 2004",497.02M
"June 30, 2004",503.06M
"March 31, 2004",510.08M
"Dec. 31, 2003",509.39M
"Sept. 30, 2003",491.69M
"June 30, 2003",451.77M
"March 31, 2003",414.60M
"Dec. 31, 2002",353.76M
"Sept. 30, 2002",330.52M
"June 30, 2002",349.20M
"March 31, 2002",367.22M
"Dec. 31, 2001",447.04M
"Sept. 30, 2001",481.57M
"June 30, 2001",463.58M
"March 31, 2001",438.42M
"Dec. 31, 2000",368.65M
"Sept. 30, 2000",428.20M
"June 30, 2000",387.17M
"March 31, 2000",344.96M
"Dec. 31, 1999",294.04M
"Sept. 30, 1999",251.14M
"June 30, 1999",243.34M
"March 31, 1999",244.80M
"Dec. 31, 1998",249.50M
"Sept. 30, 1998",170.10M
"June 30, 1998",173.50M
"March 31, 1998",171.20M
"Dec. 31, 1997",185.10M
"Sept. 30, 1997",182.10M
"June 30, 1997",176.80M
"March 31, 1997",174.70M
"Dec. 31, 1996",163.10M
"Sept. 30, 1996",170.40M
"June 30, 1996",182.90M
"March 31, 1996",197.00M
"Dec. 31, 1995",213.90M
"Sept. 30, 1995",216.50M
"June 30, 1995",224.30M
"March 31, 1995",229.40M
"Dec. 31, 1994",237.10M
"Sept. 30, 1994",227.00M
"June 30, 1994",204.70M
"March 31, 1994",185.60M
"Dec. 31, 1993",163.30M
"Sept. 30, 1993",162.80M
"June 30, 1993",161.40M
"March 31, 1993",153.40M
"Dec. 31, 1992",146.60M
"Sept. 30, 1992",141.00M
"June 30, 1992",133.90M
"March 31, 1992",132.70M
"Dec. 31, 1991",140.40M
"Sept. 30, 1991",146.10M
"June 30, 1991",142.80M
"March 31, 1991",142.90M
"Dec. 31, 1990",140.30M
"Sept. 30, 1990",128.00M
"June 30, 1990",143.70M
"March 31, 1990",152.80M
"Dec. 31, 1989",148.30M
"Sept. 30, 1989",149.40M
