date,free_cash_flow
"Dec. 31, 2019",95.31M
"Sept. 30, 2019",71.68M
"June 30, 2019",100.80M
"March 31, 2019",389.64M
"Dec. 31, 2018",69.08M
"Sept. 30, 2018",-18.04M
"June 30, 2018",42.89M
"March 31, 2018",116.50M
"Dec. 31, 2017",1.368M
"Sept. 30, 2017",-4.379M
"June 30, 2017",75.62M
"March 31, 2017",60.99M
"Dec. 31, 2016",9.616M
"Sept. 30, 2016",19.78M
"June 30, 2016",18.02M
"March 31, 2016",-25.12M
"Dec. 31, 2015",28.88M
"Sept. 30, 2015",-28.38M
"June 30, 2015",-78.64M
"March 31, 2015",-127.86M
"Dec. 31, 2014",-221.71M
"Sept. 30, 2014",11.93M
"June 30, 2014",49.90M
"March 31, 2014",-83.32M
"Dec. 31, 2013",-93.49M
"Sept. 30, 2013",-42.64M
"June 30, 2013",13.40M
"March 31, 2013",-47.48M
"Dec. 31, 2012",-61.80M
"Sept. 30, 2012",-93.90M
"June 30, 2012",-63.42M
"March 31, 2012",-56.77M
"Dec. 31, 2011",-95.82M
"Sept. 30, 2011",-110.11M
"June 30, 2011",-71.56M
"March 31, 2011",-111.96M
"Dec. 31, 2010",-81.71M
"Sept. 30, 2010",-79.67M
"June 30, 2010",-91.66M
"March 31, 2010",-119.31M
"Dec. 31, 2009",11.89M
"Sept. 30, 2009",0.401M
"June 30, 2009",15.51M
"March 31, 2009",-24.96M
"Dec. 31, 2008",-48.79M
"Sept. 30, 2008",-98.17M
"June 30, 2008",-35.58M
"March 31, 2008",-0.458M
"Dec. 31, 2007",-6.67M
"Sept. 30, 2007",-58.28M
"June 30, 2007",-46.58M
"March 31, 2007",16.46M
"Dec. 31, 2006",-131.18M
"Sept. 30, 2006",-47.03M
"June 30, 2006",-33.41M
"March 31, 2006",51.89M
"Dec. 31, 2005",-54.19M
"Sept. 30, 2005",-66.62M
"June 30, 2005",5.281M
"March 31, 2005",66.95M
"Dec. 31, 2004",-40.64M
"Sept. 30, 2004",17.31M
"June 30, 2004",-20.99M
"March 31, 2004",61.86M
"Dec. 31, 2003",-0.702M
"Sept. 30, 2003",31.92M
"June 30, 2003",50.18M
"March 31, 2003",38.23M
"Dec. 31, 2002",39.36M
"Sept. 30, 2002",9.791M
"June 30, 2002",23.36M
"March 31, 2002",-11.52M
"Dec. 31, 2001",185.30M
"Sept. 30, 2001",-165.34M
"June 30, 2001",28.49M
"March 31, 2001",74.85M
"Dec. 31, 2000",17.49M
"Sept. 30, 2000",-6.987M
"June 30, 2000",-7.343M
"March 31, 2000",16.49M
"Dec. 31, 1999",11.60M
"Sept. 30, 1999",8.20M
"June 30, 1999",6.90M
"March 31, 1999",-16.40M
"Dec. 31, 1998",-86.30M
"Sept. 30, 1998",-8.50M
"June 30, 1998",-19.20M
"March 31, 1998",-2.40M
"Dec. 31, 1997",-8.10M
"Sept. 30, 1997",-4.80M
"June 30, 1997",-1.40M
"March 31, 1997",35.80M
"Dec. 31, 1996",0.70M
"Sept. 30, 1996",1.80M
"June 30, 1996",10.50M
"March 31, 1996",1.80M
"Dec. 31, 1995",-3.10M
"Sept. 30, 1995",3.50M
"June 30, 1995",7.50M
"March 31, 1995",8.90M
"Dec. 31, 1994",-1.00M
"Sept. 30, 1994",-19.10M
"June 30, 1994",1.00M
"March 31, 1994",13.70M
"Dec. 31, 1993",-7.50M
"Sept. 30, 1993",-49.70M
"June 30, 1993",10.10M
"March 31, 1993",8.20M
"Dec. 31, 1992",-9.30M
"Sept. 30, 1992",-10.30M
"June 30, 1992",-0.80M
"March 31, 1992",11.30M
"Dec. 31, 1991",-1.70M
"Sept. 30, 1991",-7.50M
"June 30, 1991",8.00M
"March 31, 1991",-5.30M
"Dec. 31, 1990",-11.30M
