date,long_term_debt
"Dec. 31, 2019",1.133B
"Sept. 30, 2019",1.133B
"June 30, 2019",1.220B
"March 31, 2019",1.219B
"Dec. 31, 2018",1.226B
"Sept. 30, 2018",1.219B
"June 30, 2018",1.219B
"March 31, 2018",1.218B
"Dec. 31, 2017",1.218B
"Sept. 30, 2017",1.285B
"June 30, 2017",1.521B
"March 31, 2017",1.521B
"Dec. 31, 2016",1.521B
"Sept. 30, 2016",1.520B
"June 30, 2016",1.520B
"March 31, 2016",1.583B
"Dec. 31, 2015",1.996B
"Sept. 30, 2015",2.017B
"June 30, 2015",1.995B
"March 31, 2015",1.877B
"Dec. 31, 2014",1.752B
"Sept. 30, 2014",1.612B
"June 30, 2014",1.193B
"March 31, 2014",1.222B
"Dec. 31, 2013",1.147B
"Sept. 30, 2013",1.162B
"June 30, 2013",1.067B
"March 31, 2013",1.052B
"Dec. 31, 2012",1.012B
"Sept. 30, 2012",987.00M
"June 30, 2012",972.00M
"March 31, 2012",1.012B
"Dec. 31, 2011",950.00M
"Sept. 30, 2011",1.205B
"June 30, 2011",1.095B
"March 31, 2011",1.055B
"Dec. 31, 2010",975.00M
"June 30, 2010",1.015B
"March 31, 2010",915.00M
"Dec. 31, 2009",805.00M
"Sept. 30, 2009",790.00M
"June 30, 2009",795.00M
"March 31, 2009",840.29M
"Dec. 31, 2008",831.14M
"Sept. 30, 2008",800.00M
"June 30, 2008",245.00M
"March 31, 2008",350.00M
"Dec. 31, 2007",330.00M
"Sept. 30, 2007",295.00M
"June 30, 2007",235.00M
"March 31, 2007",210.00M
"Dec. 31, 2006",220.00M
"Sept. 30, 2006",380.00M
"June 30, 2006",330.00M
"March 31, 2006",275.00M
"Dec. 31, 2005",320.00M
"Sept. 30, 2005",260.00M
"June 30, 2005",250.00M
"March 31, 2005",250.00M
"Dec. 31, 2004",250.00M
"Sept. 30, 2004",270.00M
"June 30, 2004",270.00M
"March 31, 2004",270.00M
"Dec. 31, 2003",270.00M
"Sept. 30, 2003",285.00M
"June 30, 2003",304.00M
"March 31, 2003",338.00M
"Dec. 31, 2002",365.00M
"Sept. 30, 2002",395.00M
"June 30, 2002",397.00M
"March 31, 2002",412.00M
"Dec. 31, 2001",393.00M
"Sept. 30, 2001",367.00M
"June 30, 2001",187.00M
"March 31, 2001",183.00M
"Dec. 31, 2000",253.00M
"Sept. 30, 2000",260.00M
"June 30, 2000",249.00M
"March 31, 2000",262.00M
"Dec. 31, 1999",277.00M
"Sept. 30, 1999",319.00M
"June 30, 1999",334.00M
"March 31, 1999",347.00M
"Dec. 31, 1998",327.00M
"Sept. 30, 1998",233.00M
"June 30, 1998",214.00M
"March 31, 1998",191.00M
"Dec. 31, 1997",183.00M
"Sept. 30, 1997",217.00M
"June 30, 1997",207.00M
"March 31, 1997",222.00M
"Dec. 31, 1996",248.00M
"Sept. 30, 1996",244.00M
"June 30, 1996",243.00M
"March 31, 1996",248.00M
"Dec. 31, 1995",249.00M
"Sept. 30, 1995",240.30M
"June 30, 1995",250.30M
"March 31, 1995",261.30M
"Dec. 31, 1994",268.40M
"Sept. 30, 1994",259.30M
"June 30, 1994",228.30M
"March 31, 1994",156.00M
"Dec. 31, 1993",169.00M
"Sept. 30, 1993",161.00M
"June 30, 1993",107.00M
"March 31, 1993",112.00M
"Dec. 31, 1992",120.00M
"Sept. 30, 1992",107.00M
"June 30, 1992",98.00M
"March 31, 1992",94.00M
"Dec. 31, 1991",105.00M
"Sept. 30, 1991",96.00M
"June 30, 1991",86.00M
"March 31, 1991",83.00M
"Dec. 31, 1990",91.50M
"Sept. 30, 1990",80.00M
"June 30, 1990",80.00M
"March 31, 1990",87.00M
