Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
01/23/2020,01/24/2020,02/07/2020,01/03/2020,Normal,0.10
11/05/2019,11/06/2019,11/15/2019,10/24/2019,Normal,0.10
08/07/2019,08/08/2019,08/22/2019,07/25/2019,Normal,0.09
05/14/2019,05/15/2019,05/29/2019,04/26/2019,Normal,0.09
01/23/2019,01/24/2019,02/07/2019,01/14/2019,Normal,0.07
11/06/2018,11/07/2018,11/16/2018,10/26/2018,Normal,0.07
08/08/2018,08/09/2018,08/23/2018,07/27/2018,Normal,0.06
05/15/2018,05/16/2018,05/30/2018,05/02/2018,Normal,0.06
01/23/2018,01/24/2018,02/07/2018,01/03/2018,Normal,0.06
11/07/2017,11/08/2017,11/17/2017,10/26/2017,Normal,0.05
08/08/2017,08/10/2017,08/24/2017,07/28/2017,Normal,0.05
05/15/2017,05/17/2017,05/31/2017,05/03/2017,Normal,0.05
01/24/2017,01/26/2017,02/09/2017,01/06/2017,Normal,0.02
11/08/2016,11/10/2016,11/18/2016,10/28/2016,Normal,0.02
08/08/2016,08/10/2016,08/24/2016,07/28/2016,Normal,0.02
05/12/2016,05/16/2016,05/31/2016,05/04/2016,Normal,0.02
01/27/2016,01/29/2016,02/12/2016,01/05/2016,Normal,0.02
11/02/2015,11/04/2015,11/18/2015,10/21/2015,Normal,0.02
08/03/2015,08/05/2015,08/19/2015,07/23/2015,Normal,0.02
05/05/2015,05/07/2015,05/21/2015,04/23/2015,Normal,0.02
01/28/2015,01/30/2015,02/13/2015,01/07/2015,Normal,0.02
11/04/2014,11/06/2014,11/18/2014,10/22/2014,Normal,0.02
08/01/2014,08/05/2014,08/14/2014,07/22/2014,Normal,0.02
05/13/2014,05/15/2014,05/28/2014,05/01/2014,Normal,0.02
01/29/2014,01/31/2014,02/14/2014,01/03/2014,Normal,0.02
11/05/2013,11/07/2013,11/19/2013,10/25/2013,Normal,0.02
08/02/2013,08/06/2013,08/23/2013,07/24/2013,Normal,0.01
05/14/2013,05/16/2013,05/24/2013,05/02/2013,Normal,0.01
01/28/2013,01/30/2013,02/13/2013,01/16/2013,Normal,0.01
11/06/2012,11/08/2012,11/15/2012,10/24/2012,Normal,0.01
07/31/2012,08/02/2012,08/09/2012,07/20/2012,Normal,0.01
05/11/2012,05/15/2012,05/22/2012,05/02/2012,Normal,0.01
01/12/2012,01/17/2012,02/03/2012,01/05/2012,Normal,0.005
11/09/2011,11/14/2011,11/21/2011,10/29/2011,Normal,0.0075
08/10/2011,08/12/2011,08/19/2011,07/30/2011,Normal,0.0075
05/13/2011,05/17/2011,05/24/2011,05/04/2011,Normal,0.0075
01/26/2011,01/28/2011,02/04/2011,01/14/2011,Normal,0.0075
11/08/2010,11/10/2010,11/24/2010,10/28/2010,Normal,0.0075
08/03/2010,08/05/2010,08/19/2010,07/23/2010,Normal,0.0075
05/07/2010,05/11/2010,05/25/2010,04/29/2010,Normal,0.0075
02/01/2010,02/03/2010,02/17/2010,01/15/2010,Normal,0.0075
11/06/2009,11/11/2009,11/25/2009,10/27/2009,Normal,0.0075
08/04/2009,08/06/2009,08/20/2009,07/24/2009,Normal,0.0075
05/08/2009,05/12/2009,05/26/2009,04/30/2009,Normal,0.0075
02/03/2009,02/05/2009,02/19/2009,01/27/2009,Normal,0.0075
11/07/2008,11/12/2008,11/26/2008,10/30/2008,Normal,0.0075
08/06/2008,08/08/2008,08/22/2008,07/25/2008,Normal,0.0075
05/09/2008,05/13/2008,05/27/2008,04/30/2008,Normal,0.0075
02/05/2008,02/07/2008,02/21/2008,01/23/2008,Normal,0.0075
11/07/2007,11/12/2007,11/26/2007,10/25/2007,Normal,0.0075
08/08/2007,08/10/2007,08/24/2007,07/27/2007,Normal,0.0075
05/14/2007,05/16/2007,05/30/2007,05/02/2007,Normal,0.0075
02/07/2007,02/09/2007,02/23/2007,01/19/2007,Normal,0.005
11/09/2006,11/13/2006,11/27/2006,10/26/2006,Normal,0.005
08/07/2006,08/09/2006,08/23/2006,07/26/2006,Normal,0.005
05/15/2006,05/17/2006,05/31/2006,05/04/2006,Normal,0.005
02/08/2006,02/10/2006,02/24/2006,01/27/2006,Normal,0.005
11/08/2005,11/11/2005,11/25/2005,10/27/2005,Normal,0.005
08/09/2005,08/11/2005,08/25/2005,07/28/2005,Normal,0.005
05/10/2005,05/12/2005,05/26/2005,04/28/2005,Normal,0.005
02/03/2005,02/07/2005,02/21/2005,01/21/2005,Normal,0.0033
11/03/2004,11/05/2004,11/19/2004,10/28/2004,Normal,0.0033
08/04/2004,08/06/2004,08/27/2004,07/29/2004,Normal,0.0033
05/05/2004,05/07/2004,05/21/2004,04/30/2004,Normal,0.0033
02/04/2004,02/06/2004,02/20/2004,12/26/2003,Normal,0.0033
11/05/2003,11/07/2003,11/21/2003,10/29/2003,Normal,0.0033
08/06/2003,08/08/2003,08/29/2003,07/29/2003,Normal,0.0033
05/07/2003,05/09/2003,05/23/2003,04/29/2003,Normal,0.0033
02/05/2003,02/07/2003,02/21/2003,01/24/2003,Normal,0.0033
11/06/2002,11/08/2002,11/22/2002,10/25/2002,Normal,0.0033
08/08/2002,08/12/2002,08/26/2002,08/01/2002,Normal,0.0033
05/15/2002,05/17/2002,05/24/2002,05/06/2002,Normal,0.0033
02/06/2002,02/08/2002,02/22/2002,12/28/2001,Normal,0.0033
11/07/2001,11/09/2001,11/23/2001,10/26/2001,Normal,0.0033
08/08/2001,08/10/2001,08/24/2001,07/26/2001,Normal,0.0033
05/16/2001,05/18/2001,05/25/2001,05/04/2001,Normal,0.0033
02/07/2001,02/09/2001,02/23/2001,01/30/2001,Normal,0.0033
11/08/2000,11/10/2000,11/24/2000,10/27/2000,Normal,0.0033
08/09/2000,08/11/2000,08/25/2000,07/31/2000,Normal,0.0033
05/17/2000,05/19/2000,05/26/2000,05/09/2000,Normal,0.0033
02/09/2000,02/11/2000,02/25/2000,01/28/2000,Normal,0.0033
11/09/1999,11/12/1999,11/26/1999,10/28/1999,Normal,0.0033
08/11/1999,08/13/1999,08/27/1999,08/04/1999,Normal,0.0033
05/19/1999,05/21/1999,05/28/1999,04/09/1999,Normal,0.0033
02/10/1999,02/12/1999,02/26/1999,01/29/1999,Normal,0.0033
11/10/1998,11/13/1998,11/27/1998,10/01/1998,Normal,0.0033
08/12/1998,08/14/1998,08/28/1998,07/03/1998,Normal,0.0033
05/20/1998,05/22/1998,05/29/1998,05/12/1998,Normal,0.0033
02/11/1998,02/13/1998,02/27/1998,02/03/1998,Normal,0.0033
11/12/1997,11/14/1997,11/28/1997,10/23/1997,Normal,0.0033
08/13/1997,08/15/1997,08/29/1997,07/28/1997,Normal,0.0033
05/14/1997,05/16/1997,05/30/1997,05/06/1997,Normal,0.0033
02/12/1997,02/14/1997,02/28/1997,02/03/1997,Normal,0.0033
11/13/1996,11/15/1996,11/29/1996,10/22/1996,Normal,0.0033
08/14/1996,08/16/1996,08/30/1996,07/26/1996,Normal,0.0033
05/15/1996,05/17/1996,05/31/1996,05/02/1996,Normal,0.0033
02/14/1996,02/12/1996,--,01/05/1996,Normal,0.0033
02/13/1996,02/15/1996,02/28/1996,01/24/1996,Normal,0.0033
11/14/1995,11/16/1995,11/30/1995,10/30/1995,Normal,0.0033
