date,days_payables_outstanding
"Dec. 31, 2019",23.54
"Sept. 30, 2019",24.05
"June 30, 2019",27.77
"March 31, 2019",36.34
"Dec. 31, 2018",46.66
"Sept. 30, 2018",42.30
"June 30, 2018",32.75
"March 31, 2018",24.04
"Dec. 31, 2017",19.65
"Sept. 30, 2017",29.33
"June 30, 2017",38.36
"March 31, 2017",31.13
"Dec. 31, 2016",28.56
"Sept. 30, 2016",35.50
"June 30, 2016",33.89
"March 31, 2016",33.94
"Dec. 31, 2015",36.61
"Sept. 30, 2015",38.44
"June 30, 2015",45.00
"March 31, 2015",44.84
"Dec. 31, 2014",49.17
"Sept. 30, 2014",50.05
"June 30, 2014",45.05
"March 31, 2014",45.41
"Dec. 31, 2013",34.96
"Sept. 30, 2013",38.25
"June 30, 2013",36.74
"March 31, 2013",36.27
"Dec. 31, 2012",39.02
"Sept. 30, 2012",78.43
"June 30, 2012",63.07
"March 31, 2012",24.07
"Dec. 31, 2011",17.43
"Sept. 30, 2011",132.94
"June 30, 2011",262.07
"March 31, 2011",372.38
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",327.83
"March 31, 2010",395.09
"Dec. 31, 2009",12657.71
"Sept. 30, 2009",211.68
"June 30, 2009",267.85
"March 31, 2009",382.63
"Dec. 31, 2008",735.15
"Sept. 30, 2008",216.57
"June 30, 2008",267.73
"March 31, 2008",404.51
"Dec. 31, 2007",277.63
"Sept. 30, 2007",248.90
"June 30, 2007",267.94
"March 31, 2007",384.27
"Dec. 31, 2006",295.10
"Sept. 30, 2006",185.74
"June 30, 2006",180.12
"March 31, 2006",244.44
"Dec. 31, 2005",232.83
"Sept. 30, 2005",187.89
"June 30, 2005",183.20
"March 31, 2005",204.33
"Dec. 31, 2004",176.69
"Sept. 30, 2004",178.44
"June 30, 2004",243.84
"March 31, 2004",162.60
"Dec. 31, 2003",176.48
"Sept. 30, 2003",160.85
"June 30, 2003",166.31
"March 31, 2003",156.86
"Dec. 31, 2002",146.71
"Sept. 30, 2002",161.83
"June 30, 2002",146.84
"March 31, 2002",222.38
"Dec. 31, 2001",158.20
"Sept. 30, 2001",167.16
"June 30, 2001",144.20
"March 31, 2001",153.16
"Dec. 31, 2000",146.15
"Sept. 30, 2000",123.10
"June 30, 2000",105.49
"March 31, 2000",117.88
"Dec. 31, 1999",41.06
"Sept. 30, 1999",310.06
"June 30, 1999",386.20
"March 31, 1999",545.45
"Dec. 31, 1998",50.66
"Sept. 30, 1998",280.55
"June 30, 1998",326.75
"March 31, 1998",454.37
"Dec. 31, 1997",440.75
"Sept. 30, 1997",272.14
"June 30, 1997",316.09
"March 31, 1997",614.97
"Dec. 31, 1996",388.67
"Sept. 30, 1996",198.47
"June 30, 1996",344.04
"March 31, 1996",570.61
"Dec. 31, 1995",-42.79
"Sept. 30, 1995",20.20
"June 30, 1995",87.48
"March 31, 1995",99.65
"Dec. 31, 1994",102.26
"Sept. 30, 1994",125.47
"June 30, 1994",114.63
"March 31, 1994",76.39
"Dec. 31, 1993",100.83
"Sept. 30, 1993",161.93
"June 30, 1993",79.10
"March 31, 1993",80.70
"Dec. 31, 1992",79.00
"Sept. 30, 1992",93.68
"June 30, 1992",113.75
"March 31, 1992",111.25
"Dec. 31, 1991",60.28
"Sept. 30, 1991",60.28
"June 30, 1991",30.42
"March 31, 1991",47.68
"Dec. 31, 1990",29.41
"Sept. 30, 1990",33.44
"June 30, 1990",53.76
